,Date,Country,City,Specie,count,min,max,median,variance
37839,30/12/2019,IN,Bengaluru,co,232,1.6,28.6,8.6,228.74
37750,31/12/2019,IN,Bengaluru,co,217,0.4,29.7,8.9,287.5
37797,01/01/2020,IN,Bengaluru,co,180,1.2,40.2,9.8,246.08
37702,02/01/2020,IN,Bengaluru,co,192,0.2,60.3,9.3,570.86
37840,03/01/2020,IN,Bengaluru,co,237,0.7,86.4,8,523.38
37845,04/01/2020,IN,Bengaluru,co,232,0.7,68.3,8.9,1342.1
37697,05/01/2020,IN,Bengaluru,co,221,1.3,24.7,8.3,196.34
37716,06/01/2020,IN,Bengaluru,co,223,0.3,30.2,8.9,265.67
37828,07/01/2020,IN,Bengaluru,co,253,0.2,32.1,8.4,239.87
37687,08/01/2020,IN,Bengaluru,co,244,0.7,67,8.4,340.89
37787,09/01/2020,IN,Bengaluru,co,252,1.7,47.2,8.4,387.85
37709,10/01/2020,IN,Bengaluru,co,250,0.1,46,8.4,257.82
37745,11/01/2020,IN,Bengaluru,co,246,1.5,24.3,7.8,117.72
37764,12/01/2020,IN,Bengaluru,co,230,1,67.3,8,321.27
37746,13/01/2020,IN,Bengaluru,co,226,1.3,45.1,8.2,550.55
37695,14/01/2020,IN,Bengaluru,co,236,0.2,42.8,8,393.73
37771,15/01/2020,IN,Bengaluru,co,238,0.8,27.6,7.8,167.27
37819,16/01/2020,IN,Bengaluru,co,238,0.6,46.7,8.2,493.45
37849,17/01/2020,IN,Bengaluru,co,248,1.5,86.4,8.4,959.31
37751,18/01/2020,IN,Bengaluru,co,245,1.5,23.1,8,146.19
37850,19/01/2020,IN,Bengaluru,co,238,2.5,25.6,7.7,163.42
37717,20/01/2020,IN,Bengaluru,co,239,1.4,43.5,8.1,301.48
37788,21/01/2020,IN,Bengaluru,co,232,1,46.6,8.2,305.77
37806,22/01/2020,IN,Bengaluru,co,225,1.7,46.8,9.2,320.27
37855,23/01/2020,IN,Bengaluru,co,224,2.4,59.3,8.3,414.29
37715,24/01/2020,IN,Bengaluru,co,235,1.4,86.4,8.8,786.84
37765,25/01/2020,IN,Bengaluru,co,235,0.6,66.6,9,501.7
37698,26/01/2020,IN,Bengaluru,co,207,2.1,36.2,9.1,284.11
37703,27/01/2020,IN,Bengaluru,co,212,0.1,46.5,8.7,469.62
37683,28/01/2020,IN,Bengaluru,co,227,1.4,67.4,7.5,651.33
37820,29/01/2020,IN,Bengaluru,co,244,0.1,66.3,8.1,528.36
37775,30/01/2020,IN,Bengaluru,co,242,1.5,66.3,8.7,722.91
37725,31/01/2020,IN,Bengaluru,co,256,0.7,45.4,7.9,358.62
37776,01/02/2020,IN,Bengaluru,co,259,1.4,46.1,8,326.07
37747,02/02/2020,IN,Bengaluru,co,233,0.6,24.3,7.1,133.87
37777,03/02/2020,IN,Bengaluru,co,247,1.9,31.5,7.9,241.77
37789,04/02/2020,IN,Bengaluru,co,263,1.4,33.7,7.7,251.43
37807,05/02/2020,IN,Bengaluru,co,257,1,45.8,8.3,565.76
37798,06/02/2020,IN,Bengaluru,co,237,1.3,28.9,8.5,266.62
37684,07/02/2020,IN,Bengaluru,co,233,1.6,36.5,8.1,233.99
37710,08/02/2020,IN,Bengaluru,co,225,0.3,30.4,8.1,269.02
37799,09/02/2020,IN,Bengaluru,co,224,0.9,42.4,8,463.37
37857,10/02/2020,IN,Bengaluru,co,213,0.7,25,8.6,211.55
37752,11/02/2020,IN,Bengaluru,co,188,1.3,30.1,8.4,173.72
37778,12/02/2020,IN,Bengaluru,co,202,0.6,32.1,7.8,224.07
37841,13/02/2020,IN,Bengaluru,co,215,0.3,57.2,8.5,421.5
37704,14/02/2020,IN,Bengaluru,co,197,1.5,47.4,9.9,631.52
37800,15/02/2020,IN,Bengaluru,co,183,1.2,64.6,9.7,741.87
37842,16/02/2020,IN,Bengaluru,co,199,1.6,45.9,8.4,260.21
37718,17/02/2020,IN,Bengaluru,co,205,1.7,67.4,8.3,594
37726,18/02/2020,IN,Bengaluru,co,182,1.8,29.5,8.5,198.96
37808,19/02/2020,IN,Bengaluru,co,205,0.2,39.5,8.8,221.84
37801,20/02/2020,IN,Bengaluru,co,199,1.6,25.7,8.4,127.11
37727,21/02/2020,IN,Bengaluru,co,210,1.8,46.2,7.9,297.35
37802,22/02/2020,IN,Bengaluru,co,230,1.2,22.6,8.3,107.53
37782,23/02/2020,IN,Bengaluru,co,223,1.2,51.3,8.6,341.21
37699,24/02/2020,IN,Bengaluru,co,232,2.3,31.1,8.4,169.22
37753,25/02/2020,IN,Bengaluru,co,224,2,67.6,9,684.65
37738,26/02/2020,IN,Bengaluru,co,225,0.8,25.5,8.3,144
37728,27/02/2020,IN,Bengaluru,co,234,0.9,59.5,9.1,373.4
37851,28/02/2020,IN,Bengaluru,co,232,1.5,25.5,8.8,167.56
37790,29/02/2020,IN,Bengaluru,co,232,0.1,49.7,8.4,358.34
37829,01/03/2020,IN,Bengaluru,co,206,0.5,46.2,7.5,227.15
37711,02/03/2020,IN,Bengaluru,co,200,2.9,46.6,9,443.49
37759,03/03/2020,IN,Bengaluru,co,65,1.3,60.9,10.8,1850.47
37830,04/03/2020,IN,Bengaluru,co,221,1,66.3,9.1,656.91
37822,05/03/2020,IN,Bengaluru,co,248,1,67.1,7.6,324.41
37712,06/03/2020,IN,Bengaluru,co,230,1.3,52.7,7.2,301.1
37831,07/03/2020,IN,Bengaluru,co,249,1,24.8,7.6,210.92
37834,08/03/2020,IN,Bengaluru,co,244,0.6,59.5,7.3,258.37
37858,09/03/2020,IN,Bengaluru,co,247,1.6,46.4,7.3,264.33
37719,10/03/2020,IN,Bengaluru,co,253,0.8,24.4,7.3,175.08
37779,11/03/2020,IN,Bengaluru,co,252,1,24,7.3,190.57
37720,12/03/2020,IN,Bengaluru,co,252,0.9,45.2,8.2,287.47
37859,13/03/2020,IN,Bengaluru,co,241,0.3,32.4,7,183.32
37791,14/03/2020,IN,Bengaluru,co,238,1,27.5,7.7,173.95
37814,15/03/2020,IN,Bengaluru,co,242,0.8,21.4,7.2,180.4
37846,16/03/2020,IN,Bengaluru,co,249,1.6,19.2,7.1,117.07
37713,17/03/2020,IN,Bengaluru,co,246,1.1,23.7,6.9,151.45
37766,18/03/2020,IN,Bengaluru,co,238,1.9,20.2,6.8,149.04
37729,19/03/2020,IN,Bengaluru,co,219,0.8,26.1,7.1,196.57
37792,20/03/2020,IN,Bengaluru,co,238,1.2,20.4,8.6,135.55
37739,21/03/2020,IN,Bengaluru,co,258,0.8,38.8,7.8,363.24
37754,22/03/2020,IN,Bengaluru,co,252,0.2,26,7.2,155.58
37700,23/03/2020,IN,Bengaluru,co,229,1.8,66.9,7.8,372.38
37832,24/03/2020,IN,Bengaluru,co,204,0.3,61.5,7.4,310.96
37685,25/03/2020,IN,Bengaluru,co,200,2.4,24.1,7,96.63
37783,26/03/2020,IN,Bengaluru,co,191,0.2,24.3,5.8,101.25
37803,27/03/2020,IN,Bengaluru,co,186,2.2,46.9,7.1,221.91
37686,28/03/2020,IN,Bengaluru,co,201,1.5,68.4,6.5,559.75
37815,29/03/2020,IN,Bengaluru,co,174,2,67.2,7.1,437.27
37847,30/03/2020,IN,Bengaluru,co,183,2.7,66.9,6.8,561.03
37755,31/03/2020,IN,Bengaluru,co,208,1.7,67,6.3,421.99
37760,01/04/2020,IN,Bengaluru,co,214,2,46.4,6.3,207.69
37678,02/04/2020,IN,Bengaluru,co,216,0.7,67.1,6.4,453.78
37843,03/04/2020,IN,Bengaluru,co,216,2,67,5.9,331.72
37721,04/04/2020,IN,Bengaluru,co,215,0.6,46.2,5.8,241.93
37696,05/04/2020,IN,Bengaluru,co,205,1.8,24.7,6.4,146.51
37730,06/04/2020,IN,Bengaluru,co,198,1.1,20.6,6.1,83.3
37852,07/04/2020,IN,Bengaluru,co,192,1,47.5,6.1,182.17
37780,08/04/2020,IN,Bengaluru,co,238,1.5,46.1,5.9,140.4
37731,09/04/2020,IN,Bengaluru,co,232,1.2,25.5,6.3,86.23
37714,10/04/2020,IN,Bengaluru,co,182,1,29.4,5.3,164.7
37740,11/04/2020,IN,Bengaluru,co,180,1.8,24.8,6,148.61
37823,12/04/2020,IN,Bengaluru,co,184,1.6,30.5,6.1,172.86
37835,13/04/2020,IN,Bengaluru,co,188,1.4,46.5,5.7,181.45
37784,14/04/2020,IN,Bengaluru,co,203,0.7,46.5,5.4,256.4
37772,15/04/2020,IN,Bengaluru,co,196,0.7,67,5.2,320.65
37748,16/04/2020,IN,Bengaluru,co,174,1.5,46.2,5,371.08
37816,17/04/2020,IN,Bengaluru,co,200,0.5,45.9,5.6,162.98
37761,18/04/2020,IN,Bengaluru,co,211,0.2,66.8,5.5,413.57
37767,19/04/2020,IN,Bengaluru,co,216,1.1,47.6,4.8,168.19
37804,20/04/2020,IN,Bengaluru,co,211,1.1,31.7,4.7,102.2
37722,21/04/2020,IN,Bengaluru,co,227,1.6,67.2,6.1,507.73
37833,22/04/2020,IN,Bengaluru,co,239,1.9,24.9,5.6,86.45
37705,23/04/2020,IN,Bengaluru,co,232,2,22.4,5.7,105.81
37785,24/04/2020,IN,Bengaluru,co,190,0.7,55.4,7.1,251.97
37741,25/04/2020,IN,Bengaluru,co,218,1.9,21.4,5.6,71.41
37856,26/04/2020,IN,Bengaluru,co,212,0.9,66.8,6.4,441.22
37824,27/04/2020,IN,Bengaluru,co,209,1.3,59.4,6.5,360.07
37688,28/04/2020,IN,Bengaluru,co,206,0.8,46.4,5.9,192.39
37793,29/04/2020,IN,Bengaluru,co,232,1.4,20.7,6.3,99.21
37844,30/04/2020,IN,Bengaluru,co,216,1,27.3,6.8,118.72
37836,01/05/2020,IN,Bengaluru,co,216,0.4,30.6,5.5,159.48
37794,02/05/2020,IN,Bengaluru,co,203,0.7,81.8,6.7,403.82
37848,03/05/2020,IN,Bengaluru,co,206,1.1,66.5,7,479.8
37679,04/05/2020,IN,Bengaluru,co,215,1.5,66.8,6.3,566.47
37809,05/05/2020,IN,Bengaluru,co,222,1.2,66.4,7.1,347.32
37825,06/05/2020,IN,Bengaluru,co,230,1.2,67.4,7.1,581.59
37680,07/05/2020,IN,Bengaluru,co,219,1.5,66.3,6.1,519.09
37768,08/05/2020,IN,Bengaluru,co,212,0.5,45.8,5,301.48
37689,09/05/2020,IN,Bengaluru,co,191,0.1,51.5,5.6,225.68
37810,10/05/2020,IN,Bengaluru,co,202,1.5,21.1,5.3,148.96
37690,11/05/2020,IN,Bengaluru,co,234,1.7,47.2,6.2,178.68
37860,12/05/2020,IN,Bengaluru,co,260,0.4,45.9,5.6,210.98
37681,13/05/2020,IN,Bengaluru,co,252,0.3,67,6.1,423.75
37826,14/05/2020,IN,Bengaluru,co,264,1.4,46.7,6.3,154.15
37732,15/05/2020,IN,Bengaluru,co,263,0.7,67.3,6.8,445.01
37691,16/05/2020,IN,Bengaluru,co,237,0.8,86.4,7.2,670.22
37762,17/05/2020,IN,Bengaluru,co,245,1,32.2,6,139.99
37733,18/05/2020,IN,Bengaluru,co,229,0.7,66.6,6.6,515.14
37811,19/05/2020,IN,Bengaluru,co,219,0.6,46.2,6.3,238.31
37769,20/05/2020,IN,Bengaluru,co,229,0.9,67.4,5.6,361.81
37723,21/05/2020,IN,Bengaluru,co,231,1.9,46.7,6.3,268.79
37682,22/05/2020,IN,Bengaluru,co,224,0.2,48,6.5,273.41
37706,23/05/2020,IN,Bengaluru,co,215,1,25.5,6.2,131.93
37817,24/05/2020,IN,Bengaluru,co,212,1,26.9,5.3,71.88
37827,25/05/2020,IN,Bengaluru,co,214,1.4,25.3,6.3,96.29
37756,26/05/2020,IN,Bengaluru,co,198,1,22.3,6.7,102.52
37734,27/05/2020,IN,Bengaluru,co,202,1,67.4,6.9,451.62
37742,28/05/2020,IN,Bengaluru,co,210,0.4,27.2,6,157.64
37821,29/05/2020,IN,Bengaluru,co,213,0.4,17.2,6.2,75.56
37701,30/05/2020,IN,Bengaluru,co,214,0.2,44.7,6.3,204.82
37773,31/05/2020,IN,Bengaluru,co,215,0.4,47,6.4,183.08
37770,01/06/2020,IN,Bengaluru,co,212,1,15.6,5.8,44.56
37735,02/06/2020,IN,Bengaluru,co,196,0.1,17.6,5.3,58.87
37736,03/06/2020,IN,Bengaluru,co,226,0.3,24.6,5.5,81.24
37707,04/06/2020,IN,Bengaluru,co,245,1.9,26,5.8,74.96
37795,05/06/2020,IN,Bengaluru,co,237,1.5,58.1,5.8,159.95
37724,06/06/2020,IN,Bengaluru,co,239,0.1,17,5.6,58.99
37737,07/06/2020,IN,Bengaluru,co,222,0.3,22.3,5,73.75
37812,08/06/2020,IN,Bengaluru,co,227,1.6,24.3,5.7,70.94
37853,09/06/2020,IN,Bengaluru,co,247,1.1,18,5.7,59.72
37749,10/06/2020,IN,Bengaluru,co,256,1,41.4,5.5,142.29
37743,11/06/2020,IN,Bengaluru,co,248,0.7,20.4,6.2,78.11
37837,12/06/2020,IN,Bengaluru,co,238,0.2,21.6,5.6,59.83
37781,13/06/2020,IN,Bengaluru,co,254,1,65.1,6,293.96
37818,14/06/2020,IN,Bengaluru,co,253,1.4,25,4.7,65.85
37692,15/06/2020,IN,Bengaluru,co,249,1,26.2,5.5,106.47
37796,16/06/2020,IN,Bengaluru,co,258,1.4,18.6,5.5,42.37
37744,17/06/2020,IN,Bengaluru,co,242,1.1,14,6.1,50.76
37813,18/06/2020,IN,Bengaluru,co,264,1,20.3,6.4,99.21
37708,19/06/2020,IN,Bengaluru,co,230,1.7,14.9,6,55.4
37757,20/06/2020,IN,Bengaluru,co,241,1,30.2,5.8,118.89
37693,21/06/2020,IN,Bengaluru,co,245,0.8,14.7,4.6,39.18
37758,22/06/2020,IN,Bengaluru,co,254,0.6,21.9,5.3,85.88
37694,23/06/2020,IN,Bengaluru,co,264,0.1,46.8,5.5,144.08
37838,24/06/2020,IN,Bengaluru,co,242,0.5,25.3,5.7,83.89
37854,25/06/2020,IN,Bengaluru,co,250,0.6,26.4,5.9,178.14
37774,26/06/2020,IN,Bengaluru,co,227,0.9,23.7,5.3,91.23
37786,27/06/2020,IN,Bengaluru,co,188,0.1,59.6,5.8,362.25
37763,28/06/2020,IN,Bengaluru,co,192,0.6,24,5.6,77.76
37805,29/06/2020,IN,Bengaluru,co,109,0.5,16.3,4.6,61.29
21850,30/12/2019,IN,Chennai,co,72,2.6,10.9,4,38.92
21746,31/12/2019,IN,Chennai,co,72,2.5,15.7,3.9,119.24
21822,01/01/2020,IN,Chennai,co,72,2.1,9.7,3.9,30.24
21840,02/01/2020,IN,Chennai,co,72,2.7,14,4,64.56
21766,03/01/2020,IN,Chennai,co,71,2.6,86.3,3.9,1336.71
21753,04/01/2020,IN,Chennai,co,72,1.5,9.2,4.1,17.02
21754,05/01/2020,IN,Chennai,co,72,2.3,14.7,4.2,56.83
21915,06/01/2020,IN,Chennai,co,71,2.3,29.2,4.3,126.03
21778,07/01/2020,IN,Chennai,co,72,2.1,21.8,4.2,52.87
21893,08/01/2020,IN,Chennai,co,71,2.4,8.7,4.2,27.98
21767,09/01/2020,IN,Chennai,co,72,2.8,17.1,7.6,101.33
21804,10/01/2020,IN,Chennai,co,72,2.4,13,6.4,64.76
21899,11/01/2020,IN,Chennai,co,72,2.6,46.9,7.7,273.94
21909,12/01/2020,IN,Chennai,co,72,2.5,12.6,8.6,66.74
21833,13/01/2020,IN,Chennai,co,72,2.4,17.4,8.1,103.02
21794,14/01/2020,IN,Chennai,co,68,2.4,72.4,7.8,1442.45
21810,15/01/2020,IN,Chennai,co,72,2.6,10,5.4,43.61
21844,16/01/2020,IN,Chennai,co,72,2.5,10.1,5,42.49
21759,17/01/2020,IN,Chennai,co,72,2.5,10,5,37.95
21845,18/01/2020,IN,Chennai,co,72,1.9,21.1,7.7,222.82
21866,19/01/2020,IN,Chennai,co,72,0.2,17,7.8,113.49
21888,20/01/2020,IN,Chennai,co,72,2.5,19.2,7.9,85.49
21818,21/01/2020,IN,Chennai,co,71,2.5,15.4,7.3,71.31
21760,22/01/2020,IN,Chennai,co,69,2.1,20.2,7.5,143.73
21783,23/01/2020,IN,Chennai,co,72,2.8,13.4,8.7,74.42
21894,24/01/2020,IN,Chennai,co,71,2.8,17.6,8.9,101.06
21779,25/01/2020,IN,Chennai,co,64,2.4,17.5,8.9,92.01
21861,26/01/2020,IN,Chennai,co,71,1.1,18.2,8.7,118.53
21841,27/01/2020,IN,Chennai,co,71,2.6,22.9,9.9,173.73
21747,28/01/2020,IN,Chennai,co,72,2.4,25.8,9.7,206.17
21795,29/01/2020,IN,Chennai,co,64,2.4,19.7,8.9,122.26
21805,30/01/2020,IN,Chennai,co,69,1.6,20.1,8.7,201.29
21873,31/01/2020,IN,Chennai,co,72,1.6,31.3,9.1,448.3
21851,01/02/2020,IN,Chennai,co,72,0.5,16.1,8.4,142.07
21874,02/02/2020,IN,Chennai,co,72,1.5,14.5,8.5,77.87
21829,03/02/2020,IN,Chennai,co,72,0.7,16.3,8.6,104.29
21780,04/02/2020,IN,Chennai,co,72,1.8,19.3,8.7,113.21
21889,05/02/2020,IN,Chennai,co,69,2.1,15.8,8.9,88.92
21905,06/02/2020,IN,Chennai,co,72,1.1,20.6,7.9,172.79
21768,07/02/2020,IN,Chennai,co,72,1.4,12.9,6.9,75.72
21811,08/02/2020,IN,Chennai,co,72,2,11.1,6.3,57.09
21787,09/02/2020,IN,Chennai,co,72,0.9,11.2,6.6,71.07
21769,10/02/2020,IN,Chennai,co,72,1.3,12,7.1,56.65
21796,11/02/2020,IN,Chennai,co,69,1.7,11,7.5,66
21823,12/02/2020,IN,Chennai,co,71,0.8,27.3,8.4,150.44
21744,13/02/2020,IN,Chennai,co,72,1.2,60.9,8.6,501.9
21812,14/02/2020,IN,Chennai,co,72,2,21.5,9.4,163.93
21819,15/02/2020,IN,Chennai,co,70,0.2,24.7,8.2,243.43
21852,16/02/2020,IN,Chennai,co,72,2.6,20.4,7.7,138.49
21761,17/02/2020,IN,Chennai,co,72,1.8,22,7.8,138.57
21880,18/02/2020,IN,Chennai,co,69,2.9,30.2,8.7,230.02
21788,19/02/2020,IN,Chennai,co,72,1.4,18.7,7.4,114.82
21883,20/02/2020,IN,Chennai,co,71,0.9,14.6,6.9,93.09
21830,21/02/2020,IN,Chennai,co,72,1,15.4,8.4,113.39
21884,22/02/2020,IN,Chennai,co,72,0.3,25,8.6,278.74
21867,23/02/2020,IN,Chennai,co,72,1.5,14.4,8.6,94.89
21885,24/02/2020,IN,Chennai,co,72,1.6,24.3,9.2,233.85
21748,25/02/2020,IN,Chennai,co,72,1.8,28.9,6.9,437.44
21820,26/02/2020,IN,Chennai,co,72,1.4,19.7,4.1,117.26
21755,27/02/2020,IN,Chennai,co,72,1.8,17.7,4.5,219.43
21770,28/02/2020,IN,Chennai,co,72,0.3,22.1,3.7,333.22
21858,29/02/2020,IN,Chennai,co,72,0.6,26.2,4.3,293.54
21842,01/03/2020,IN,Chennai,co,72,2.3,17.1,4,95.88
21868,02/03/2020,IN,Chennai,co,72,2.1,23.8,4.7,313.08
21806,03/03/2020,IN,Chennai,co,22,2.2,12.8,2.9,91.78
21831,04/03/2020,IN,Chennai,co,72,0.9,20.2,2.8,363.71
21771,05/03/2020,IN,Chennai,co,68,0.4,20.9,6.8,249.21
21920,06/03/2020,IN,Chennai,co,65,2.6,14.9,6.1,72.67
21784,07/03/2020,IN,Chennai,co,72,2.2,15.8,4.4,94.67
21745,08/03/2020,IN,Chennai,co,72,1.1,11,3.5,56.51
21895,09/03/2020,IN,Chennai,co,70,1.6,83,5.8,975.8
21762,10/03/2020,IN,Chennai,co,72,1.6,9.3,3.8,24.82
21916,11/03/2020,IN,Chennai,co,72,1.8,12.5,3.4,40.89
21886,12/03/2020,IN,Chennai,co,72,1.9,12,4.9,88.91
21834,13/03/2020,IN,Chennai,co,72,1.9,22.4,7.7,175.29
21853,14/03/2020,IN,Chennai,co,72,2.1,20.8,5,160.34
21854,15/03/2020,IN,Chennai,co,72,1.3,24.1,4.5,111.12
21775,16/03/2020,IN,Chennai,co,72,3,16.1,8.5,60.06
21813,17/03/2020,IN,Chennai,co,72,2.2,14.6,8.7,63.07
21749,18/03/2020,IN,Chennai,co,70,1.1,55.7,9,402.36
21859,19/03/2020,IN,Chennai,co,70,1.6,25.6,9,128.32
21846,20/03/2020,IN,Chennai,co,72,3.8,29.5,9.3,138.73
21900,21/03/2020,IN,Chennai,co,72,3.3,22.6,8.8,177.72
21910,22/03/2020,IN,Chennai,co,70,4.5,18.6,8.8,112.81
21824,23/03/2020,IN,Chennai,co,72,1.7,21.7,8.2,165.81
21756,24/03/2020,IN,Chennai,co,67,0.2,10,5.8,59.74
21772,25/03/2020,IN,Chennai,co,65,0.3,11.1,4.3,80.58
21814,26/03/2020,IN,Chennai,co,66,1.9,23.1,4.1,87.67
21750,27/03/2020,IN,Chennai,co,66,1.5,7.3,5.2,23.84
21825,28/03/2020,IN,Chennai,co,72,1.7,10,5.9,27.76
21869,29/03/2020,IN,Chennai,co,67,0.7,9.8,4.3,31.74
21815,30/03/2020,IN,Chennai,co,64,1.7,9.7,3.9,33.82
21751,31/03/2020,IN,Chennai,co,70,2.4,9.2,4.3,19.56
21797,01/04/2020,IN,Chennai,co,72,1.9,9,6.2,21.03
21798,02/04/2020,IN,Chennai,co,72,2.6,7.7,4.9,18.09
21855,03/04/2020,IN,Chennai,co,72,2.3,7.5,4.9,20.4
21789,04/04/2020,IN,Chennai,co,72,2,7.8,5,24.95
21906,05/04/2020,IN,Chennai,co,68,1,10.6,6.3,46.14
21890,06/04/2020,IN,Chennai,co,72,1.9,11.6,5,48.09
21835,07/04/2020,IN,Chennai,co,72,2.1,9.1,4.5,28.59
21911,08/04/2020,IN,Chennai,co,72,1.7,7.9,5,23.31
21836,09/04/2020,IN,Chennai,co,63,0.3,9,4.8,38
21875,10/04/2020,IN,Chennai,co,64,2.4,7.4,4.9,15.87
21799,11/04/2020,IN,Chennai,co,72,2.1,8.4,5,20.01
21757,12/04/2020,IN,Chennai,co,72,2.5,11.4,6.1,39.16
21807,13/04/2020,IN,Chennai,co,72,2.6,11.1,6.4,34.91
21816,14/04/2020,IN,Chennai,co,72,1.8,9.6,5.3,38.11
21896,15/04/2020,IN,Chennai,co,72,2.2,7.6,5.1,20.65
21891,16/04/2020,IN,Chennai,co,72,1.4,8.2,5.2,23.84
21901,17/04/2020,IN,Chennai,co,72,1.7,8.2,4.7,28.85
21800,18/04/2020,IN,Chennai,co,72,1.7,13.7,5.8,48.67
21876,19/04/2020,IN,Chennai,co,72,1.6,8.3,5.5,38.28
21881,20/04/2020,IN,Chennai,co,72,2.4,9.2,4.7,28.24
21781,21/04/2020,IN,Chennai,co,72,1.5,9.8,6.5,33.1
21847,22/04/2020,IN,Chennai,co,72,1.4,8.5,5.6,40.07
21897,23/04/2020,IN,Chennai,co,72,2.1,8.5,5.3,25.79
21912,24/04/2020,IN,Chennai,co,72,2,9.4,5.9,22.42
21763,25/04/2020,IN,Chennai,co,72,0.7,22.5,5.9,151.65
21877,26/04/2020,IN,Chennai,co,69,1.5,11.9,7.2,62.51
21790,27/04/2020,IN,Chennai,co,72,1.6,14.9,6.7,77.72
21782,28/04/2020,IN,Chennai,co,72,1.2,11.5,6.5,57.7
21785,29/04/2020,IN,Chennai,co,71,2.5,9.5,6.5,38.91
21808,30/04/2020,IN,Chennai,co,72,1.5,10.9,6.5,41.92
21921,01/05/2020,IN,Chennai,co,72,1.6,11.7,7.2,60.35
21848,02/05/2020,IN,Chennai,co,72,2.1,9.9,6.6,36.09
21902,03/05/2020,IN,Chennai,co,72,1.6,11.1,6.6,47.45
21849,04/05/2020,IN,Chennai,co,72,1.6,11.2,6.5,45.31
21843,05/05/2020,IN,Chennai,co,72,2.5,11.3,6.7,51.05
21917,06/05/2020,IN,Chennai,co,72,2.6,10.1,6.1,34.72
21887,07/05/2020,IN,Chennai,co,72,2.5,11.2,6.7,30.65
21878,08/05/2020,IN,Chennai,co,72,2.3,11.7,6.7,38.57
21776,09/05/2020,IN,Chennai,co,72,2,10.9,6.3,39.8
21786,10/05/2020,IN,Chennai,co,72,2.1,11.6,6.5,48.64
21826,11/05/2020,IN,Chennai,co,72,2.1,10.4,6,33.88
21837,12/05/2020,IN,Chennai,co,72,1.6,10.1,6.5,33.7
21801,13/05/2020,IN,Chennai,co,72,1.4,21.9,5,77.7
21856,14/05/2020,IN,Chennai,co,72,1.7,11.3,6.1,44.5
21802,15/05/2020,IN,Chennai,co,72,2,14,7.8,72.52
21791,16/05/2020,IN,Chennai,co,72,1.9,15.4,7.5,50.09
21922,17/05/2020,IN,Chennai,co,72,1.8,11,7.4,55.86
21792,18/05/2020,IN,Chennai,co,72,2.7,13.2,8.1,50.6
21892,19/05/2020,IN,Chennai,co,72,2.6,14.3,8.8,64.77
21870,20/05/2020,IN,Chennai,co,72,2.3,21.1,9,126.72
21793,21/05/2020,IN,Chennai,co,72,2.5,20.2,8.6,171.5
21773,22/05/2020,IN,Chennai,co,72,1.6,16.4,8.8,115.69
21764,23/05/2020,IN,Chennai,co,72,1.6,20.2,8,136.3
21903,24/05/2020,IN,Chennai,co,72,2.9,21.3,8.2,95.86
21765,25/05/2020,IN,Chennai,co,72,2.6,13,7.8,66.33
21832,26/05/2020,IN,Chennai,co,72,1.7,16.4,8.7,91.89
21862,27/05/2020,IN,Chennai,co,72,2.4,17.8,8.2,107
21923,28/05/2020,IN,Chennai,co,72,1.4,16,8.3,106.53
21871,29/05/2020,IN,Chennai,co,72,3.4,20.1,9,85.07
21803,30/05/2020,IN,Chennai,co,65,2.8,15.5,7.7,63.72
21913,31/05/2020,IN,Chennai,co,66,2.6,12.6,7.9,85.83
21898,01/06/2020,IN,Chennai,co,72,2.8,17.4,8.9,100.55
21758,02/06/2020,IN,Chennai,co,70,2.5,18.8,8.5,113.13
21863,03/06/2020,IN,Chennai,co,72,2.2,18.8,8.1,198.64
21872,04/06/2020,IN,Chennai,co,72,2,17.9,8.5,178.36
21924,05/06/2020,IN,Chennai,co,72,3,18.1,8.7,175.36
21907,06/06/2020,IN,Chennai,co,72,2.7,14.4,8.9,97.34
21918,07/06/2020,IN,Chennai,co,69,2.1,17.2,9,202.11
21908,08/06/2020,IN,Chennai,co,72,2.3,18,9.3,193.47
21864,09/06/2020,IN,Chennai,co,69,2,22.1,8.1,173.72
21857,10/06/2020,IN,Chennai,co,64,0.3,34.1,8.6,322.63
21925,11/06/2020,IN,Chennai,co,67,2.7,19.8,8.3,173.57
21926,12/06/2020,IN,Chennai,co,72,2.1,24.9,8.9,323.13
21752,13/06/2020,IN,Chennai,co,72,0.5,17.4,8.4,143.19
21774,14/06/2020,IN,Chennai,co,72,1.7,15.3,9,110.13
21817,15/06/2020,IN,Chennai,co,72,2.9,16.6,9,85.37
21882,16/06/2020,IN,Chennai,co,71,3.1,20.5,9.2,210.19
21809,17/06/2020,IN,Chennai,co,66,2.4,20.9,9.3,208.14
21904,18/06/2020,IN,Chennai,co,59,1.4,29.5,9.3,237.18
21838,19/06/2020,IN,Chennai,co,72,2.1,14,8.9,111.7
21919,20/06/2020,IN,Chennai,co,70,2.1,15.3,8.4,87.28
21879,21/06/2020,IN,Chennai,co,72,3,14.4,8.7,78.89
21827,22/06/2020,IN,Chennai,co,72,1.4,15.5,8.8,125.34
21828,23/06/2020,IN,Chennai,co,72,2.1,18.2,8.9,168.48
21914,24/06/2020,IN,Chennai,co,72,1.9,14.5,8.7,124.87
21821,25/06/2020,IN,Chennai,co,72,1.7,18.1,8.3,211.47
21865,26/06/2020,IN,Chennai,co,72,1.8,22.7,8.6,386.97
21777,27/06/2020,IN,Chennai,co,72,1.5,15.5,7.6,107.44
