,Date,Country,City,Specie,count,min,max,median,variance
42571,12/02/2020,IN,Kolkata,no2,215,1.8,104.3,32,5718.17
42598,13/02/2020,IN,Kolkata,no2,229,4,101.6,31.8,5068.96
42581,14/02/2020,IN,Kolkata,no2,239,5.4,98.6,30,5167.57
42623,15/02/2020,IN,Kolkata,no2,237,3.5,94.9,24.1,3866.94
42582,16/02/2020,IN,Kolkata,no2,240,6.3,83,28.3,3143.64
42683,17/02/2020,IN,Kolkata,no2,233,1.9,83.2,26.9,2851.33
42553,18/02/2020,IN,Kolkata,no2,223,2.2,93.5,22,2415.28
42557,19/02/2020,IN,Kolkata,no2,239,3.2,49.5,18.1,947.43
42527,20/02/2020,IN,Kolkata,no2,239,0.8,52.4,14.4,1263.66
42660,21/02/2020,IN,Kolkata,no2,236,2.2,99.9,22.6,3027.99
42558,22/02/2020,IN,Kolkata,no2,238,4.4,82.7,25.2,2646.04
42661,23/02/2020,IN,Kolkata,no2,237,5.1,64.9,19.1,1636.18
42652,24/02/2020,IN,Kolkata,no2,240,0.5,62.6,25.5,1131.37
42699,25/02/2020,IN,Kolkata,no2,239,2.9,48.8,24.3,786.65
42566,26/02/2020,IN,Kolkata,no2,238,0.2,37.8,16.8,576.15
42653,27/02/2020,IN,Kolkata,no2,235,3.3,62.6,19,1324.88
42583,28/02/2020,IN,Kolkata,no2,238,2.6,61.5,18.7,1580.34
42624,29/02/2020,IN,Kolkata,no2,237,1.7,93,23.9,2440.53
42670,01/03/2020,IN,Kolkata,no2,240,6.3,82.2,24.5,2617.73
42599,02/03/2020,IN,Kolkata,no2,240,3.6,78.6,22.1,2449.29
42630,03/03/2020,IN,Kolkata,no2,78,4.6,52.1,16.8,1471.01
42537,04/03/2020,IN,Kolkata,no2,240,1.6,43,13.6,828.85
42662,05/03/2020,IN,Kolkata,no2,239,0.1,42.8,16.3,827.42
42584,06/03/2020,IN,Kolkata,no2,236,2.4,49.1,14.1,610.92
42532,07/03/2020,IN,Kolkata,no2,240,3.2,31.6,12.3,474.11
42678,08/03/2020,IN,Kolkata,no2,240,3.4,71.6,12.6,1687.23
42616,09/03/2020,IN,Kolkata,no2,240,3.5,55.6,13.9,1433.01
42575,10/03/2020,IN,Kolkata,no2,237,1.8,66.1,15,1425.96
42559,11/03/2020,IN,Kolkata,no2,238,3.4,52.3,13.6,986.25
42533,12/03/2020,IN,Kolkata,no2,238,3.5,45.5,15.6,882.63
42643,13/03/2020,IN,Kolkata,no2,239,3.4,63.8,16.4,1645.18
42663,14/03/2020,IN,Kolkata,no2,220,0.1,29.2,10.8,295.14
42671,15/03/2020,IN,Kolkata,no2,216,0.3,40.2,11.2,820.79
42548,16/03/2020,IN,Kolkata,no2,228,0.4,57.1,15.8,1536.97
42664,17/03/2020,IN,Kolkata,no2,235,2.5,64,13.7,1784.86
42639,18/03/2020,IN,Kolkata,no2,237,0.3,78.6,14.8,2909.37
42654,19/03/2020,IN,Kolkata,no2,235,1.9,88.5,17.8,3056.42
42655,20/03/2020,IN,Kolkata,no2,239,0.2,102.5,12.3,2370.25
42617,21/03/2020,IN,Kolkata,no2,239,0.2,51.6,10.5,916.32
42649,22/03/2020,IN,Kolkata,no2,237,2,38.8,7.1,439.3
42618,23/03/2020,IN,Kolkata,no2,214,2.2,24.3,8.4,203.56
42528,24/03/2020,IN,Kolkata,no2,232,2.1,28.9,6.3,142.81
42684,25/03/2020,IN,Kolkata,no2,238,1.9,23.7,6.6,209.02
42545,26/03/2020,IN,Kolkata,no2,240,1.7,36.9,5.9,298.62
42549,27/03/2020,IN,Kolkata,no2,235,1.9,19.5,6.6,113.68
42625,28/03/2020,IN,Kolkata,no2,222,0.3,23.4,6.9,145
42690,29/03/2020,IN,Kolkata,no2,207,2.6,22.4,6.6,121.24
42619,30/03/2020,IN,Kolkata,no2,205,2.8,21.2,7.5,153.16
42538,31/03/2020,IN,Kolkata,no2,196,3.9,28.9,7.8,248.25
42679,01/04/2020,IN,Kolkata,no2,216,3.4,23.3,6.3,68.31
42539,02/04/2020,IN,Kolkata,no2,216,3.3,16.4,6,65.47
42534,03/04/2020,IN,Kolkata,no2,216,3.3,28.2,6.1,195.23
42589,04/04/2020,IN,Kolkata,no2,217,3.5,22,7.2,116.61
42603,05/04/2020,IN,Kolkata,no2,216,0.4,14.2,5.7,56.11
42640,06/04/2020,IN,Kolkata,no2,232,0.6,32.8,5.5,352.88
42626,07/04/2020,IN,Kolkata,no2,240,0.5,17.6,4.5,86.87
42691,08/04/2020,IN,Kolkata,no2,240,0.6,17.5,4.7,104.66
42680,09/04/2020,IN,Kolkata,no2,239,0.9,15.9,5.3,96.63
42572,10/04/2020,IN,Kolkata,no2,216,0.7,20.8,3.9,88.41
42560,11/04/2020,IN,Kolkata,no2,229,0.5,12.6,3.7,63.08
42576,12/04/2020,IN,Kolkata,no2,240,0.6,9.5,3.7,36.11
42685,13/04/2020,IN,Kolkata,no2,240,0.5,8.3,3.5,36.41
42600,14/04/2020,IN,Kolkata,no2,240,0.2,7.9,2.7,27.87
42686,15/04/2020,IN,Kolkata,no2,240,0.5,13.9,3.9,59.85
42604,16/04/2020,IN,Kolkata,no2,240,1.1,13.7,5.1,82.5
42672,17/04/2020,IN,Kolkata,no2,234,0.9,9.4,4,35.75
42676,18/04/2020,IN,Kolkata,no2,227,0.9,12.7,4.5,50.48
42529,19/04/2020,IN,Kolkata,no2,227,0.9,19.2,3.9,73.47
42703,20/04/2020,IN,Kolkata,no2,225,0.8,8.5,3.7,30.39
42590,21/04/2020,IN,Kolkata,no2,240,1.5,22.5,5.4,106.52
42546,22/04/2020,IN,Kolkata,no2,240,1.1,11.3,5,57.08
42692,23/04/2020,IN,Kolkata,no2,233,0.9,11.7,4.4,49.18
42609,24/04/2020,IN,Kolkata,no2,216,0.9,13.3,3.7,46.51
42569,25/04/2020,IN,Kolkata,no2,201,1.1,12.3,4.2,41.04
42700,26/04/2020,IN,Kolkata,no2,191,1.1,13.9,4.1,36.38
42540,27/04/2020,IN,Kolkata,no2,203,0.6,10.5,4.2,28.87
42650,28/04/2020,IN,Kolkata,no2,225,1.1,17.6,4.4,69.95
42651,29/04/2020,IN,Kolkata,no2,237,1.3,17.8,4.8,92.81
42530,30/04/2020,IN,Kolkata,no2,240,1,13.7,4.5,54.9
42535,01/05/2020,IN,Kolkata,no2,237,1,13,4.1,42.04
42591,02/05/2020,IN,Kolkata,no2,240,1.6,12.1,5,61.29
42585,03/05/2020,IN,Kolkata,no2,240,0.7,17.5,4.6,62.43
42665,04/05/2020,IN,Kolkata,no2,240,1.4,12.8,4.9,60.1
42567,05/05/2020,IN,Kolkata,no2,240,0.9,12.9,4.3,52.26
42644,06/05/2020,IN,Kolkata,no2,199,0.7,17.8,4.3,82.23
42592,07/05/2020,IN,Kolkata,no2,191,0.4,12.3,3.5,47.6
42586,08/05/2020,IN,Kolkata,no2,191,1,8.5,3.4,22.64
42656,09/05/2020,IN,Kolkata,no2,171,0.9,8.1,3.5,21.54
42612,10/05/2020,IN,Kolkata,no2,188,1.1,7.2,3.3,20.35
42587,11/05/2020,IN,Kolkata,no2,171,1.3,20,4.1,61.71
42704,12/05/2020,IN,Kolkata,no2,178,1.1,20.5,4.4,95.97
42602,13/05/2020,IN,Kolkata,no2,189,1.1,12.6,3.6,50.91
42610,14/05/2020,IN,Kolkata,no2,190,0.6,11,3.2,38.26
42657,15/05/2020,IN,Kolkata,no2,192,0.8,10.2,3.2,33.81
42658,16/05/2020,IN,Kolkata,no2,187,0.7,10.6,3.1,37.68
42620,17/05/2020,IN,Kolkata,no2,162,0.6,9.7,2.8,35.03
42550,18/05/2020,IN,Kolkata,no2,180,0.8,10.4,3.2,37.63
42551,19/05/2020,IN,Kolkata,no2,199,0.7,7.6,3.6,23.08
42673,20/05/2020,IN,Kolkata,no2,189,0.5,6.8,2.7,23.88
42627,21/05/2020,IN,Kolkata,no2,141,1.2,11.4,3.2,30.29
42674,22/05/2020,IN,Kolkata,no2,120,0.8,13.3,3.2,76.96
42580,23/05/2020,IN,Kolkata,no2,128,0.6,7.7,2.6,31.26
42593,24/05/2020,IN,Kolkata,no2,143,0.5,8.4,2.4,30.6
42554,25/05/2020,IN,Kolkata,no2,136,0.5,7.4,2.4,28.49
42687,26/05/2020,IN,Kolkata,no2,145,0.6,9.1,2.5,37.13
42631,27/05/2020,IN,Kolkata,no2,150,0.4,12.6,2.7,51.37
42666,28/05/2020,IN,Kolkata,no2,170,1.4,25.6,4,206.09
42541,29/05/2020,IN,Kolkata,no2,156,1.1,17.8,3.4,86.19
42601,30/05/2020,IN,Kolkata,no2,168,0.8,14.1,2.9,45.1
42705,31/05/2020,IN,Kolkata,no2,168,0.9,11.8,3.1,49.89
42552,01/06/2020,IN,Kolkata,no2,191,0.8,22.6,3.7,168.81
42667,02/06/2020,IN,Kolkata,no2,196,1.2,25,4.8,182.91
42628,03/06/2020,IN,Kolkata,no2,199,0.6,85.8,4.3,1142.64
42632,04/06/2020,IN,Kolkata,no2,170,0.8,17.1,3.2,115.51
42611,05/06/2020,IN,Kolkata,no2,169,0.8,15.1,2.8,64.02
42677,06/06/2020,IN,Kolkata,no2,167,0.9,26.6,2.9,214.18
42577,07/06/2020,IN,Kolkata,no2,199,1.1,21.9,3.7,188.6
42633,08/06/2020,IN,Kolkata,no2,209,0.7,35.5,5.5,340
42645,09/06/2020,IN,Kolkata,no2,202,1.1,13.8,4.4,63.37
42555,10/06/2020,IN,Kolkata,no2,195,0.7,18.5,4.3,80.46
42646,11/06/2020,IN,Kolkata,no2,170,1,9.3,3.8,34.61
42621,12/06/2020,IN,Kolkata,no2,182,1.4,22,4.6,146.79
42701,13/06/2020,IN,Kolkata,no2,210,1,16.8,4.1,81.18
42542,14/06/2020,IN,Kolkata,no2,213,0.5,10.8,3.8,51.97
42531,15/06/2020,IN,Kolkata,no2,237,0.4,27.6,4.5,135.43
42578,16/06/2020,IN,Kolkata,no2,233,0.1,19.2,4.5,142.33
42659,17/06/2020,IN,Kolkata,no2,231,1.6,36.6,5.6,316.39
42573,18/06/2020,IN,Kolkata,no2,216,0.9,173,4.6,1497.25
42570,19/06/2020,IN,Kolkata,no2,216,1.5,142.7,5.1,1715.01
42594,20/06/2020,IN,Kolkata,no2,216,1.3,12.4,3.7,45.9
42568,21/06/2020,IN,Kolkata,no2,216,1,12.4,3.1,47.69
42693,22/06/2020,IN,Kolkata,no2,202,0.9,21.8,4.3,75.86
42694,23/06/2020,IN,Kolkata,no2,192,0.9,13.1,3.9,57.23
42561,24/06/2020,IN,Kolkata,no2,178,0.1,86.2,3.2,613.85
42579,25/06/2020,IN,Kolkata,no2,146,0.1,15.8,3.1,120.24
42524,26/06/2020,IN,Kolkata,no2,165,1.1,20.6,3.3,132.89
42562,27/06/2020,IN,Kolkata,no2,168,1.1,24.6,3.4,169.51
42706,28/06/2020,IN,Kolkata,no2,145,1.3,18.9,6.3,148.89
42647,29/06/2020,IN,Kolkata,no2,83,1.7,100.2,6.2,1222.46
27898,30/12/2019,IN,Mumbai,no2,304,0.1,54.4,17.1,1171.54
27792,31/12/2019,IN,Mumbai,no2,309,0.1,81.2,16.3,1562.32
27874,01/01/2020,IN,Mumbai,no2,304,0.3,79.4,21.3,1853.31
27875,02/01/2020,IN,Mumbai,no2,300,0.1,58.3,19.5,1529.59
27821,03/01/2020,IN,Mumbai,no2,284,0.1,81.5,16.7,1542.91
27793,04/01/2020,IN,Mumbai,no2,288,0.1,73.6,16.4,1720.73
27845,05/01/2020,IN,Mumbai,no2,285,0.1,64,16,1530.65
27911,06/01/2020,IN,Mumbai,no2,288,0.3,70.7,16.4,1770.9
27861,07/01/2020,IN,Mumbai,no2,290,0.1,62.6,15.8,1800.67
27899,08/01/2020,IN,Mumbai,no2,276,0.1,51.1,13,980.11
27873,09/01/2020,IN,Mumbai,no2,279,0.1,68.3,16.4,1418.37
27900,10/01/2020,IN,Mumbai,no2,311,0.1,73.3,18.9,1781.11
27929,11/01/2020,IN,Mumbai,no2,311,0.2,91.4,17.5,2689.83
27967,12/01/2020,IN,Mumbai,no2,308,0.1,59.7,16.2,1559.98
27912,13/01/2020,IN,Mumbai,no2,300,0.1,50.5,12.9,971.14
27904,14/01/2020,IN,Mumbai,no2,266,0.1,47.8,12.8,699.18
27882,15/01/2020,IN,Mumbai,no2,302,0.1,45,14.3,832.12
27876,16/01/2020,IN,Mumbai,no2,306,0.2,49.4,14.6,920.74
27951,17/01/2020,IN,Mumbai,no2,264,0.4,82.9,18,1636
27915,18/01/2020,IN,Mumbai,no2,275,0.3,95.5,22.7,2905.51
27815,19/01/2020,IN,Mumbai,no2,261,0.1,80.2,20.4,2343.52
27895,20/01/2020,IN,Mumbai,no2,272,0.1,80.4,22,2558.78
27831,21/01/2020,IN,Mumbai,no2,288,0.1,81.7,19.1,2347.39
27883,22/01/2020,IN,Mumbai,no2,278,0.1,82.4,18.5,2483.97
27866,23/01/2020,IN,Mumbai,no2,285,0.1,78.1,18.6,1931.74
27947,24/01/2020,IN,Mumbai,no2,309,0.1,76.4,18.2,1809.5
27816,25/01/2020,IN,Mumbai,no2,307,0.1,91.1,17.6,2563.16
27889,26/01/2020,IN,Mumbai,no2,300,0.1,83.8,18.8,2311.05
27921,27/01/2020,IN,Mumbai,no2,295,0.1,65.2,12,1063.47
27922,28/01/2020,IN,Mumbai,no2,285,0.1,34.2,9,601.6
27877,29/01/2020,IN,Mumbai,no2,302,0.1,55.6,10.3,889.14
27952,30/01/2020,IN,Mumbai,no2,304,0.4,80.6,17.4,1764.33
27953,31/01/2020,IN,Mumbai,no2,302,0.5,70.8,20.2,2259.62
27851,01/02/2020,IN,Mumbai,no2,312,0.4,78.3,20.3,2822.58
27862,02/02/2020,IN,Mumbai,no2,300,0.1,63.9,16.9,2151.08
27968,03/02/2020,IN,Mumbai,no2,303,0.1,82.4,15.7,1889.26
27867,04/02/2020,IN,Mumbai,no2,287,0.1,84.7,18.6,1642.98
27846,05/02/2020,IN,Mumbai,no2,299,0.4,100.3,20.2,2672.96
27923,06/02/2020,IN,Mumbai,no2,311,0.1,99.5,16.9,2243.76
27822,07/02/2020,IN,Mumbai,no2,306,0.5,64.7,17.9,1964.07
27924,08/02/2020,IN,Mumbai,no2,297,1.5,67.8,17.4,1721.08
27838,09/02/2020,IN,Mumbai,no2,259,1.5,63.5,13.5,1263.2
27852,10/02/2020,IN,Mumbai,no2,270,1.5,60.8,14.6,1322.82
27847,11/02/2020,IN,Mumbai,no2,301,1.5,69.3,15.3,1902.53
27930,12/02/2020,IN,Mumbai,no2,296,0.4,102.1,19.9,3031.41
27823,13/02/2020,IN,Mumbai,no2,297,0.1,102.4,19.9,3291.61
27890,14/02/2020,IN,Mumbai,no2,304,0.1,106.8,17.6,2614.12
27878,15/02/2020,IN,Mumbai,no2,301,0.2,100.9,18.3,1859.18
27863,16/02/2020,IN,Mumbai,no2,297,2.4,83.2,21.1,2351.42
27954,17/02/2020,IN,Mumbai,no2,300,0.9,103.8,22,3536.91
27800,18/02/2020,IN,Mumbai,no2,302,0.7,105,24.8,4063.67
27794,19/02/2020,IN,Mumbai,no2,308,0.7,118.1,22.6,4280.95
27824,20/02/2020,IN,Mumbai,no2,304,1.9,106.5,17.7,2804.32
27955,21/02/2020,IN,Mumbai,no2,302,1,101.6,15.1,1730.3
27848,22/02/2020,IN,Mumbai,no2,300,0.7,94,21.5,3338.45
27843,23/02/2020,IN,Mumbai,no2,310,1.1,105.7,21.6,3886.87
27868,24/02/2020,IN,Mumbai,no2,309,1.1,105.3,22.2,4413.85
27916,25/02/2020,IN,Mumbai,no2,304,1.3,111,19.7,3226.16
27825,26/02/2020,IN,Mumbai,no2,299,1,100.3,20.3,2888.42
27817,27/02/2020,IN,Mumbai,no2,309,1.1,105.7,24.8,4493.62
27853,28/02/2020,IN,Mumbai,no2,311,0.9,118.2,26,6717.71
27901,29/02/2020,IN,Mumbai,no2,312,1,116.5,18.7,5232.54
27864,01/03/2020,IN,Mumbai,no2,297,0.3,100.8,13.6,1357.76
27879,02/03/2020,IN,Mumbai,no2,260,0.4,55.4,12.7,1144.85
27795,03/03/2020,IN,Mumbai,no2,96,0.4,41.1,14.9,1248.1
27801,04/03/2020,IN,Mumbai,no2,296,0.5,34.5,11.9,745.14
27896,05/03/2020,IN,Mumbai,no2,309,0.1,50.2,13.3,648.57
27961,06/03/2020,IN,Mumbai,no2,308,0.1,26.7,9.1,415.21
27826,07/03/2020,IN,Mumbai,no2,311,0.1,36.4,11.5,576.27
27936,08/03/2020,IN,Mumbai,no2,309,0.1,56.2,14.8,1058.14
27869,09/03/2020,IN,Mumbai,no2,309,0.3,60.1,14.9,1006.35
27969,10/03/2020,IN,Mumbai,no2,305,0.1,47.6,7.7,709.86
27913,11/03/2020,IN,Mumbai,no2,297,0.3,27.4,8.7,507.5
27832,12/03/2020,IN,Mumbai,no2,310,0.2,55,11,749.55
27839,13/03/2020,IN,Mumbai,no2,303,0.1,51.2,13.3,1098.25
27962,14/03/2020,IN,Mumbai,no2,310,0.8,52.1,15.4,1358.63
27854,15/03/2020,IN,Mumbai,no2,308,1.4,85.7,17.6,2470.06
27802,16/03/2020,IN,Mumbai,no2,305,0.1,103.2,22.1,3845.14
27905,17/03/2020,IN,Mumbai,no2,293,0.1,114.3,18.9,5076.66
27884,18/03/2020,IN,Mumbai,no2,310,0.2,100.8,15.9,2989.62
27963,19/03/2020,IN,Mumbai,no2,295,0.1,51.5,12.1,1128.39
27885,20/03/2020,IN,Mumbai,no2,285,0.1,42.2,7.9,495.95
27870,21/03/2020,IN,Mumbai,no2,298,0.1,38.5,7.7,379.96
27948,22/03/2020,IN,Mumbai,no2,282,0.1,25.6,3,156.6
27956,23/03/2020,IN,Mumbai,no2,272,0.1,33.4,4.5,263.57
27897,24/03/2020,IN,Mumbai,no2,264,0.1,33.8,4.9,486.02
27865,25/03/2020,IN,Mumbai,no2,258,0.1,29.7,4.1,199.69
27796,26/03/2020,IN,Mumbai,no2,264,0.2,18.7,3.6,164.23
27902,27/03/2020,IN,Mumbai,no2,282,0.1,25.2,2.9,102.54
27803,28/03/2020,IN,Mumbai,no2,282,0.1,29.1,3.9,185.48
27917,29/03/2020,IN,Mumbai,no2,275,0.1,32.3,3.8,201.15
27855,30/03/2020,IN,Mumbai,no2,284,0.1,27.6,3.9,262.99
27849,31/03/2020,IN,Mumbai,no2,279,0.1,25.6,3,235.14
27827,01/04/2020,IN,Mumbai,no2,280,0.1,29.8,3.2,159.28
27818,02/04/2020,IN,Mumbai,no2,282,0.1,28.1,3.6,184.67
27856,03/04/2020,IN,Mumbai,no2,283,0.1,36,2.9,194.39
27937,04/04/2020,IN,Mumbai,no2,283,0.1,24.3,3.1,166.15
27804,05/04/2020,IN,Mumbai,no2,277,0.1,14,3.1,100.86
27798,06/04/2020,IN,Mumbai,no2,275,0.1,35.7,2.1,97.27
27942,07/04/2020,IN,Mumbai,no2,256,0.1,21.7,2.3,67.03
27970,08/04/2020,IN,Mumbai,no2,252,0.1,19.7,2.4,71.4
27819,09/04/2020,IN,Mumbai,no2,243,0.1,27.1,2.4,81.85
27943,10/04/2020,IN,Mumbai,no2,231,0.1,18.3,2.4,54.84
27903,11/04/2020,IN,Mumbai,no2,206,0.1,15.5,2.5,77.96
27797,12/04/2020,IN,Mumbai,no2,209,0.5,42.7,2.4,172.85
27833,13/04/2020,IN,Mumbai,no2,188,0.4,15,2.7,85.78
27964,14/04/2020,IN,Mumbai,no2,174,0.2,21.4,3.1,143.71
27944,15/04/2020,IN,Mumbai,no2,157,0.5,19.9,2.4,114.79
27906,16/04/2020,IN,Mumbai,no2,163,0.5,21.2,2.2,116.41
27886,17/04/2020,IN,Mumbai,no2,141,0.2,10.9,2,61.6
27949,18/04/2020,IN,Mumbai,no2,135,0.2,14,2,69.27
27907,19/04/2020,IN,Mumbai,no2,137,0.4,22.7,2.4,121.42
27938,20/04/2020,IN,Mumbai,no2,161,0.1,42.5,3,275.18
27918,21/04/2020,IN,Mumbai,no2,214,0.1,19.1,2.6,111.58
27871,22/04/2020,IN,Mumbai,no2,219,0.1,12,2.4,85.78
27857,23/04/2020,IN,Mumbai,no2,212,0.1,13,2.8,84.57
27965,24/04/2020,IN,Mumbai,no2,226,0.1,11.5,2.4,58.06
27836,25/04/2020,IN,Mumbai,no2,215,0.2,13.2,2.4,88.23
27957,26/04/2020,IN,Mumbai,no2,205,0.1,14.5,2.8,110.33
27809,27/04/2020,IN,Mumbai,no2,201,0.1,10.2,2.4,54.86
27958,28/04/2020,IN,Mumbai,no2,221,0.1,12.4,3,81.51
27840,29/04/2020,IN,Mumbai,no2,222,0.1,12.7,2.8,82.65
27887,30/04/2020,IN,Mumbai,no2,221,0.1,12.3,2.8,84.16
27834,01/05/2020,IN,Mumbai,no2,194,0.1,11.3,2.4,62.22
27858,02/05/2020,IN,Mumbai,no2,194,0.1,9.6,2.6,52.8
27925,03/05/2020,IN,Mumbai,no2,206,0.1,9.7,2.4,48.54
27908,04/05/2020,IN,Mumbai,no2,216,0.1,9.6,2.7,41.76
27919,05/05/2020,IN,Mumbai,no2,206,0.1,12.3,2.8,72.48
27891,06/05/2020,IN,Mumbai,no2,203,0.1,20.5,3,91.33
27945,07/05/2020,IN,Mumbai,no2,171,0.2,11,2.9,55.08
27959,08/05/2020,IN,Mumbai,no2,144,0.2,11,3.1,44.07
27805,09/05/2020,IN,Mumbai,no2,144,0.2,9,2.1,44.1
27931,10/05/2020,IN,Mumbai,no2,148,0.1,9.4,1.8,24.87
27810,11/05/2020,IN,Mumbai,no2,165,0.2,10.3,2.7,76.28
27926,12/05/2020,IN,Mumbai,no2,200,0.1,13.3,2,54.56
27971,13/05/2020,IN,Mumbai,no2,178,0.1,13.4,3,73.5
27806,14/05/2020,IN,Mumbai,no2,164,0.1,14.1,3.3,130.77
27892,15/05/2020,IN,Mumbai,no2,179,0.1,14.6,3.4,143.09
27920,16/05/2020,IN,Mumbai,no2,160,0.1,18.9,4.3,165.29
27966,17/05/2020,IN,Mumbai,no2,159,0.1,14.3,2.7,130.55
27939,18/05/2020,IN,Mumbai,no2,178,0.1,21.5,3.3,180.86
27844,19/05/2020,IN,Mumbai,no2,213,0.1,77.4,3.1,357.81
27940,20/05/2020,IN,Mumbai,no2,250,0.1,103.9,3.7,575.26
27811,21/05/2020,IN,Mumbai,no2,260,0.1,111.5,3.3,683.62
27820,22/05/2020,IN,Mumbai,no2,260,0.1,41.5,3.3,265.83
27972,23/05/2020,IN,Mumbai,no2,262,0.1,17.6,2.9,211.2
27859,24/05/2020,IN,Mumbai,no2,260,0.1,17.3,2.9,167.58
27888,25/05/2020,IN,Mumbai,no2,250,0.1,98.2,2.9,475.18
27960,26/05/2020,IN,Mumbai,no2,226,0.1,11.9,3.2,71.91
27893,27/05/2020,IN,Mumbai,no2,220,0.1,10.5,3,69.75
27807,28/05/2020,IN,Mumbai,no2,223,0.1,10.3,2.9,66.32
27872,29/05/2020,IN,Mumbai,no2,247,0.1,19.6,2.8,70.07
27909,30/05/2020,IN,Mumbai,no2,243,0.1,9.1,2.9,48.25
27828,31/05/2020,IN,Mumbai,no2,233,0.1,10.5,2.5,66.1
27946,01/06/2020,IN,Mumbai,no2,203,0.1,33.5,4.1,303.07
27973,02/06/2020,IN,Mumbai,no2,213,0.4,26.4,6.2,337.4
27935,03/06/2020,IN,Mumbai,no2,188,0.1,15.9,3.3,191.02
27880,04/06/2020,IN,Mumbai,no2,201,0.1,27.5,6.5,351.67
27894,05/06/2020,IN,Mumbai,no2,216,0.6,33.2,6.1,383.87
27914,06/06/2020,IN,Mumbai,no2,228,0.5,17.8,4.3,126.12
27860,07/06/2020,IN,Mumbai,no2,234,0.1,39.8,4.1,297.35
27932,08/06/2020,IN,Mumbai,no2,239,0.2,30.4,5.9,321.04
27933,09/06/2020,IN,Mumbai,no2,240,0.3,14.9,4,162.71
27799,10/06/2020,IN,Mumbai,no2,240,0.1,15.8,3.1,110.9
27927,11/06/2020,IN,Mumbai,no2,237,0.1,16.2,2.9,150.3
27928,12/06/2020,IN,Mumbai,no2,206,0.5,21.1,4.9,222.06
27974,13/06/2020,IN,Mumbai,no2,216,0.5,20,5.9,222.82
27812,14/06/2020,IN,Mumbai,no2,215,0.2,30.4,6.4,253.68
27808,15/06/2020,IN,Mumbai,no2,216,0.4,34.8,5.9,345.99
27910,16/06/2020,IN,Mumbai,no2,221,0.5,21.4,5.6,281.92
27841,17/06/2020,IN,Mumbai,no2,238,0.6,23,5.6,282.13
27829,18/06/2020,IN,Mumbai,no2,242,0.6,25,5.5,305.89
27813,19/06/2020,IN,Mumbai,no2,264,0.1,19.4,3.9,190.15
27934,20/06/2020,IN,Mumbai,no2,243,0.1,16.3,3.4,139.61
27830,21/06/2020,IN,Mumbai,no2,237,0.1,23.1,4.2,162.1
27950,22/06/2020,IN,Mumbai,no2,213,0.1,14.6,3.6,161.53
27941,23/06/2020,IN,Mumbai,no2,216,0.3,103.7,5.7,863.43
27850,24/06/2020,IN,Mumbai,no2,235,0.2,37.8,4,247.45
27835,25/06/2020,IN,Mumbai,no2,254,0.1,15.5,3.8,148.34
27842,26/06/2020,IN,Mumbai,no2,247,0.1,13.5,3.8,121.35
27814,27/06/2020,IN,Mumbai,no2,250,0.1,15.1,3.7,118.35
27837,28/06/2020,IN,Mumbai,no2,255,0.1,13.2,3.4,104.36
27881,29/06/2020,IN,Mumbai,no2,142,0.1,12.2,2.9,102.26
27125,30/12/2019,IN,Visakhapatnam,no2,14,7.4,30.5,12.9,612.1
27154,31/12/2019,IN,Visakhapatnam,no2,24,6.4,26.3,14,373.23
27186,01/01/2020,IN,Visakhapatnam,no2,24,5.7,16.9,12.1,80.83
27084,02/01/2020,IN,Visakhapatnam,no2,24,5.6,27.1,12.8,409.72
27173,03/01/2020,IN,Visakhapatnam,no2,24,5.3,19.7,9.4,157.71
27196,04/01/2020,IN,Visakhapatnam,no2,24,4.9,16.9,9.1,131.46
27166,05/01/2020,IN,Visakhapatnam,no2,24,4,15,7,86.09
27181,06/01/2020,IN,Visakhapatnam,no2,24,6.1,17,8.6,123.52
27159,07/01/2020,IN,Visakhapatnam,no2,24,5.9,27.2,9.5,350.45
27062,08/01/2020,IN,Visakhapatnam,no2,24,3.6,32.4,8.8,654.8
27052,09/01/2020,IN,Visakhapatnam,no2,24,6.4,71,13.7,3285.63
27176,10/01/2020,IN,Visakhapatnam,no2,23,5.2,16.7,10,129.28
27109,11/01/2020,IN,Visakhapatnam,no2,24,6.3,26.7,9.9,356.02
27037,12/01/2020,IN,Visakhapatnam,no2,24,4.7,49.1,11.2,1094.43
27067,13/01/2020,IN,Visakhapatnam,no2,24,10.1,64.3,37.7,2998.6
27182,14/01/2020,IN,Visakhapatnam,no2,24,6.8,106.1,21.4,8766.29
27126,15/01/2020,IN,Visakhapatnam,no2,24,4.5,47.7,19.4,2372.78
27027,16/01/2020,IN,Visakhapatnam,no2,17,3.5,40.1,11.7,1349.65
27197,17/01/2020,IN,Visakhapatnam,no2,14,4,29.3,7,656.18
27149,18/01/2020,IN,Visakhapatnam,no2,24,5.4,27.2,9.3,321.99
27160,19/01/2020,IN,Visakhapatnam,no2,24,3.3,37.4,8,1250.16
27118,20/01/2020,IN,Visakhapatnam,no2,18,5.5,24.6,9.4,405.74
27075,21/01/2020,IN,Visakhapatnam,no2,24,4,14.8,7,97.78
27110,22/01/2020,IN,Visakhapatnam,no2,24,4.1,20.7,7.8,232.6
27085,23/01/2020,IN,Visakhapatnam,no2,24,4.5,48.6,13.9,1933.22
27080,24/01/2020,IN,Visakhapatnam,no2,18,6.8,42.4,13,2007.43
27053,25/01/2020,IN,Visakhapatnam,no2,24,3.8,38.3,13.1,1495.46
