date,pm25,pm10,o3,no2,so2,co,city
01/03/2020,152,120,20,13,4,6,kota
02/03/2020,108,79,8,9,4,5,kota
03/03/2020,136,69,27,17,5,4,kota
04/03/2020,71,54,28,5,4,4,kota
05/03/2020,88,48,23,5,3,4,kota
06/03/2020,70,36,23,2,4,4,kota
07/03/2020,69,34,19,8,4,4,kota
13/03/2020,112,74,51,9,3,3,kota
14/03/2020,165,77,26,19,4,3,kota
15/03/2020,130,72,39,13,8,6,kota
16/03/2020,119,73,30,12,3,5,kota
17/03/2020,115,74,35,14,4,5,kota
18/03/2020,121,67,30,13,4,4,kota
19/03/2020,109,65,30,9,4,2,kota
20/03/2020,96,59,28,9,4,5,kota
21/03/2020,94,70,24,10,4,4,kota
22/03/2020,112,62,24,7,4,5,kota
23/03/2020,99,65,23,6,4,4,kota
24/03/2020,105,57,20,5,4,3,kota
25/03/2020,84,36,19,5,4,3,kota
26/03/2020,71,28,12,4,4,3,kota
27/03/2020,52,53,20,5,4,4,kota
28/03/2020,77,54,23,5,4,3,kota
29/03/2020,72,57,28,5,4,3,kota
30/03/2020,74,63,30,6,4,4,kota
31/03/2020,82,69,26,4,4,3,kota
01/04/2020,151,91,21,12,3,5,kota
02/04/2020,116,65,4,8,3,5,kota
03/04/2020,128,71,30,13,6,6,kota
04/04/2020,74,58,27,6,4,4,kota
05/04/2020,83,47,27,7,3,4,kota
06/04/2020,66,34,36,2,7,10,kota
07/04/2020,62,32,20,6,3,4,kota
13/04/2020,90,58,25,4,4,4,kota
14/04/2020,97,49,25,3,4,4,kota
15/04/2020,86,49,23,3,3,4,kota
16/04/2020,77,63,25,3,3,3,kota
17/04/2020,104,42,22,2,3,3,kota
18/04/2020,72,55,24,3,3,4,kota
19/04/2020,88,50,28,4,3,4,kota
20/04/2020,87,36,23,5,3,5,kota
21/04/2020,72,48,24,6,3,4,kota
22/04/2020,78,57,29,5,3,4,kota
23/04/2020,86,49,23,5,4,4,kota
24/04/2020,78,58,21,6,4,4,kota
25/04/2020,89,60,22,5,4,4,kota
26/04/2020,89,38,25,5,3,3,kota
27/04/2020,65,49,26,6,4,5,kota
28/04/2020,81,63,32,7,4,5,kota
29/04/2020,103,59,26,5,4,4,kota
30/04/2020,95,37,25,4,3,4,kota
01/05/2020,139,71,38,10,7,10,kota
02/05/2020,110,74,27,16,3,5,kota
03/05/2020,126,55,24,11,4,3,kota
04/05/2020,83,63,27,6,4,4,kota
05/05/2020,89,50,34,6,6,4,kota
06/05/2020,54,39,23,2,4,4,kota
07/05/2020,59,21,26,3,6,3,kota
13/05/2020,91,58,27,11,4,3,kota
14/05/2020,100,56,24,8,4,3,kota
15/05/2020,100,44,33,5,5,4,kota
16/05/2020,77,35,29,4,4,3,kota
17/05/2020,76,59,26,4,4,3,kota
18/05/2020,100,66,26,3,4,3,kota
19/05/2020,85,66,31,3,4,4,kota
20/05/2020,104,52,29,3,4,4,kota
21/05/2020,90,66,21,2,4,4,kota
22/05/2020,107,59,25,2,3,3,kota
23/05/2020,107,64,21,2,3,4,kota
24/05/2020,110,56,21,2,3,3,kota
25/05/2020,99,46,33,2,5,4,kota
26/05/2020,77,59,25,2,3,3,kota
27/05/2020,89,74,22,2,3,4,kota
28/05/2020,100,73,21,2,3,3,kota
29/05/2020,110,68,24,3,4,3,kota
30/05/2020,106,41,28,3,4,4,kota
31/05/2020,70,43,26,3,3,4,kota
01/06/2020,107,94,21,9,3,6,kota
02/06/2020,129,69,26,29,5,7,kota
03/06/2020,80,42,20,15,4,4,kota
04/06/2020,91,62,30,5,4,3,kota
05/06/2020,92,33,26,15,3,3,kota
06/06/2020,66,35,16,3,3,5,kota
07/06/2020,42,33,15,7,3,4,kota
13/06/2020,89,42,23,3,4,3,kota
14/06/2020,76,42,33,3,9,7,kota
15/06/2020,69,54,20,4,3,3,kota
16/06/2020,85,56,19,2,3,2,kota
17/06/2020,70,50,21,4,4,3,kota
18/06/2020,81,39,17,2,4,3,kota
19/06/2020,72,40,17,2,4,3,kota
20/06/2020,73,41,13,5,3,4,kota
21/06/2020,76,32,13,4,3,3,kota
22/06/2020,64,31,11,4,3,3,kota
23/06/2020,59,32,10,5,3,4,kota
24/06/2020,61,26,22,8,5,5,kota
25/06/2020,53,38,12,10,3,3,kota
26/06/2020,67,40,14,6,3,3,kota
27/06/2020,69,43,12,5,3,3,kota
28/06/2020,68,41,13,5,3,3,kota
29/06/2020,70,34,14,8,2,4,kota
30/06/2020,65,44,16,5,3,3,kota
01/07/2020,138,65,22,8,3,4,kota
02/07/2020,133,78,34,21,4,6,kota
03/07/2020,64,52,11,17,4,4,kota
04/07/2020,89,74,26,5,4,3,kota
05/07/2020,72,56,22,10,3,3,kota
06/07/2020,67,41,23,2,3,4,kota
07/07/2020,62,20,15,4,2,3,kota
13/07/2020,65,35,7,3,4,4,kota
14/07/2020,66,39,8,3,4,4,kota
15/07/2020,72,38,7,4,4,5,kota
16/07/2020,68,36,6,4,4,4,kota
17/07/2020,65,22,24,14,6,5,kota
18/07/2020,50,27,8,2,4,3,kota
19/07/2020,57,27,11,9,5,4,kota
20/07/2020,56,29,11,4,3,3,kota
21/07/2020,58,38,13,4,3,3,kota
22/07/2020,72,49,12,5,3,3,kota
23/07/2020,91,26,13,7,3,3,kota
24/07/2020,58,30,16,38,3,3,kota
25/07/2020,60,30,11,2,3,4,kota
26/07/2020,67,33,13,3,3,3,kota
27/07/2020,65,31,25,4,3,4,kota
28/07/2020,62,35,13,4,3,1,kota
29/07/2020,62,0,0,0,0,0,kota
03/01/2020,39,20,0,10,3,0,mussoorie
04/01/2020,25,7,0,8,3,0,mussoorie
05/01/2020,95,50,0,11,3,0,mussoorie
06/01/2020,5,2,0,10,3,0,mussoorie
07/01/2020,8,4,0,9,2,0,mussoorie
13/01/2020,26,12,0,11,3,0,mussoorie
14/01/2020,39,35,0,11,3,0,mussoorie
15/01/2020,86,13,0,10,3,0,mussoorie
16/01/2020,45,24,0,13,3,0,mussoorie
17/01/2020,40,11,0,11,3,0,mussoorie
18/01/2020,36,11,0,11,3,0,mussoorie
19/01/2020,37,14,0,11,3,0,mussoorie
20/01/2020,44,11,0,11,3,0,mussoorie
21/01/2020,35,8,0,11,3,0,mussoorie
22/01/2020,30,13,0,9,3,0,mussoorie
23/01/2020,39,10,0,8,3,0,mussoorie
24/01/2020,32,18,0,11,3,0,mussoorie
25/01/2020,55,23,0,10,3,0,mussoorie
26/01/2020,62,37,0,12,3,0,mussoorie
27/01/2020,91,13,0,12,3,0,mussoorie
28/01/2020,45,68,0,12,3,0,mussoorie
29/01/2020,88,16,0,10,3,0,mussoorie
30/01/2020,51,25,0,12,3,0,mussoorie
31/01/2020,67,19,0,10,3,0,mussoorie
01/02/2020,55,21,0,12,3,0,mussoorie
02/02/2020,25,18,0,12,3,0,mussoorie
03/02/2020,59,38,0,11,3,0,mussoorie
04/02/2020,27,5,0,8,3,0,mussoorie
05/02/2020,101,38,0,10,3,0,mussoorie
06/02/2020,8,2,0,9,3,0,mussoorie
07/02/2020,18,6,0,8,3,0,mussoorie
13/02/2020,48,20,0,8,3,0,mussoorie
14/02/2020,57,19,0,8,3,0,mussoorie
15/02/2020,59,0,0,0,0,0,mussoorie
16/02/2020,0,20,0,6,3,0,mussoorie
17/02/2020,58,46,0,7,3,0,mussoorie
18/02/2020,111,42,0,10,3,0,mussoorie
19/02/2020,100,39,0,9,3,0,mussoorie
20/02/2020,94,31,0,12,3,0,mussoorie
21/02/2020,67,20,0,10,3,0,mussoorie
22/02/2020,60,26,0,11,3,0,mussoorie
23/02/2020,71,26,0,9,3,0,mussoorie
24/02/2020,70,44,0,11,3,0,mussoorie
25/02/2020,98,62,0,13,3,0,mussoorie
26/02/2020,126,71,0,10,3,0,mussoorie
27/02/2020,118,45,0,10,3,0,mussoorie
28/02/2020,107,45,0,10,3,0,mussoorie
29/02/2020,77,11,0,10,3,0,mussoorie
01/03/2020,62,35,0,12,3,0,mussoorie
02/03/2020,50,22,0,11,3,0,mussoorie
03/03/2020,91,25,0,10,3,0,mussoorie
04/03/2020,22,7,0,8,3,0,mussoorie
05/03/2020,78,9,0,9,3,0,mussoorie
06/03/2020,7,2,0,10,3,0,mussoorie
07/03/2020,22,2,0,9,3,0,mussoorie
13/03/2020,47,9,0,10,3,0,mussoorie
14/03/2020,29,11,0,10,3,0,mussoorie
15/03/2020,38,12,68,10,4,0,mussoorie
16/03/2020,41,15,0,9,3,0,mussoorie
17/03/2020,45,21,0,9,3,0,mussoorie
18/03/2020,61,17,0,9,3,0,mussoorie
19/03/2020,52,13,0,8,3,0,mussoorie
20/03/2020,44,18,0,9,3,0,mussoorie
21/03/2020,55,26,0,10,3,0,mussoorie
22/03/2020,71,24,0,9,3,0,mussoorie
23/03/2020,67,15,0,9,3,0,mussoorie
24/03/2020,49,14,0,9,2,0,mussoorie
25/03/2020,40,12,0,8,2,0,mussoorie
26/03/2020,39,14,0,11,3,0,mussoorie
27/03/2020,22,4,0,9,3,0,mussoorie
28/03/2020,15,5,0,8,3,0,mussoorie
29/03/2020,21,5,0,8,2,0,mussoorie
30/03/2020,21,8,0,9,2,0,mussoorie
31/03/2020,29,7,0,9,3,0,mussoorie
01/04/2020,89,20,0,10,3,0,mussoorie
02/04/2020,63,26,0,10,3,0,mussoorie
03/04/2020,70,27,0,10,3,0,mussoorie
04/04/2020,28,7,0,7,3,0,mussoorie
05/04/2020,32,16,0,9,3,0,mussoorie
06/04/2020,8,1,0,10,3,0,mussoorie
07/04/2020,10,2,0,8,3,0,mussoorie
13/04/2020,59,21,0,8,2,0,mussoorie
14/04/2020,60,19,0,9,3,0,mussoorie
15/04/2020,56,16,0,7,3,0,mussoorie
16/04/2020,51,14,0,9,3,0,mussoorie
17/04/2020,47,4,0,10,3,0,mussoorie
18/04/2020,17,6,0,8,3,0,mussoorie
19/04/2020,24,18,0,9,3,0,mussoorie
20/04/2020,53,12,0,9,3,0,mussoorie
21/04/2020,42,14,0,8,3,0,mussoorie
22/04/2020,49,15,0,8,3,0,mussoorie
23/04/2020,48,21,0,8,3,0,mussoorie
24/04/2020,61,33,0,9,3,0,mussoorie
25/04/2020,82,14,0,10,3,0,mussoorie
26/04/2020,42,12,0,10,3,0,mussoorie
27/04/2020,39,12,0,10,3,0,mussoorie
28/04/2020,42,39,0,11,3,0,mussoorie
29/04/2020,99,46,0,9,3,0,mussoorie
30/04/2020,112,38,0,10,3,0,mussoorie
01/05/2020,59,21,0,12,3,0,mussoorie
02/05/2020,71,36,0,11,3,0,mussoorie
03/05/2020,73,129,0,11,3,0,mussoorie
04/05/2020,28,7,0,7,2,0,mussoorie
05/05/2020,52,23,0,9,3,0,mussoorie
06/05/2020,5,2,0,10,3,0,mussoorie
07/05/2020,7,0,0,0,0,0,mussoorie
13/05/2020,104,30,0,8,3,0,mussoorie
14/05/2020,77,9,0,7,3,0,mussoorie
15/05/2020,32,9,0,8,3,0,mussoorie
16/05/2020,33,10,0,7,3,0,mussoorie
17/05/2020,37,12,0,8,3,0,mussoorie
18/05/2020,44,4,0,7,2,0,mussoorie
19/05/2020,18,8,0,8,3,0,mussoorie
20/05/2020,29,19,0,8,3,0,mussoorie
21/05/2020,59,23,0,7,3,0,mussoorie
22/05/2020,65,20,0,8,3,0,mussoorie
23/05/2020,58,18,0,7,3,0,mussoorie
24/05/2020,55,17,0,7,3,0,mussoorie
25/05/2020,55,10,0,8,3,0,mussoorie
26/05/2020,35,12,0,8,3,0,mussoorie
27/05/2020,40,12,0,11,3,0,mussoorie
28/05/2020,39,13,0,10,3,0,mussoorie
29/05/2020,41,2,0,10,3,0,mussoorie
30/05/2020,11,1,0,11,3,0,mussoorie
31/05/2020,5,1,0,10,3,0,mussoorie
01/06/2020,56,21,0,11,3,0,mussoorie
02/06/2020,90,39,0,11,3,0,mussoorie
03/06/2020,93,32,0,11,3,0,mussoorie
04/06/2020,27,6,0,8,2,0,mussoorie
05/06/2020,62,12,0,8,3,0,mussoorie
06/06/2020,7,2,0,10,3,0,mussoorie
13/06/2020,15,3,0,10,3,0,mussoorie
14/06/2020,13,3,0,9,3,0,mussoorie
15/06/2020,15,3,0,9,3,0,mussoorie
16/06/2020,13,3,0,9,3,0,mussoorie
17/06/2020,12,3,0,9,3,0,mussoorie
18/06/2020,14,3,0,10,3,0,mussoorie
19/06/2020,11,2,0,10,3,0,mussoorie
20/06/2020,10,2,0,9,3,0,mussoorie
21/06/2020,10,2,0,9,2,0,mussoorie
22/06/2020,10,2,0,9,2,0,mussoorie
23/06/2020,8,1,0,9,2,0,mussoorie
24/06/2020,0,2,0,9,2,0,mussoorie
25/06/2020,7,3,0,9,3,0,mussoorie
26/06/2020,14,5,0,9,3,0,mussoorie
27/06/2020,19,4,0,9,3,0,mussoorie
28/06/2020,16,3,0,9,3,0,mussoorie
29/06/2020,12,1,0,9,2,0,mussoorie
30/06/2020,6,2,0,9,2,0,mussoorie
01/07/2020,43,88,0,12,3,0,mussoorie
02/07/2020,98,17,0,9,3,0,mussoorie
03/07/2020,60,19,0,11,3,0,mussoorie
04/07/2020,23,8,0,8,2,0,mussoorie
05/07/2020,39,27,0,9,3,0,mussoorie
06/07/2020,10,2,0,10,3,0,mussoorie
07/07/2020,0,1,0,9,2,0,mussoorie
13/07/2020,8,4,0,9,2,0,mussoorie
14/07/2020,15,2,0,9,2,0,mussoorie
15/07/2020,11,1,0,8,2,0,mussoorie
16/07/2020,5,1,0,9,2,0,mussoorie
17/07/2020,5,2,0,8,2,0,mussoorie
18/07/2020,8,2,0,8,2,0,mussoorie
19/07/2020,8,2,0,8,2,0,mussoorie
20/07/2020,10,1,0,9,3,0,mussoorie
21/07/2020,5,1,0,8,2,0,mussoorie
22/07/2020,5,1,0,9,2,0,mussoorie
23/07/2020,5,1,0,9,2,0,mussoorie
24/07/2020,5,1,0,9,2,0,mussoorie
25/07/2020,5,1,0,9,2,0,mussoorie
26/07/2020,5,2,0,9,2,0,mussoorie
27/07/2020,8,2,0,9,2,0,mussoorie
28/07/2020,11,0,0,0,0,0,mussoorie
03/01/2020,163,95,2,5,10,15,vapi
04/01/2020,118,68,24,0,0,15,vapi
05/01/2020,89,42,5,15,13,2,vapi
06/01/2020,86,55,6,0,12,6,vapi
07/01/2020,0,13,1,0,1,13,vapi
13/01/2020,160,76,2,11,29,12,vapi
14/01/2020,147,77,2,24,31,11,vapi
15/01/2020,158,93,2,11,34,14,vapi
16/01/2020,159,126,2,18,42,17,vapi
17/01/2020,203,122,2,19,35,15,vapi
18/01/2020,207,103,2,21,36,14,vapi
19/01/2020,179,138,2,12,29,16,vapi
20/01/2020,205,124,2,10,15,16,vapi
21/01/2020,210,128,2,14,14,17,vapi
22/01/2020,208,121,2,12,12,15,vapi
23/01/2020,194,125,2,13,14,15,vapi
24/01/2020,197,124,2,15,13,17,vapi
25/01/2020,190,104,2,15,11,15,vapi
26/01/2020,178,108,2,13,11,14,vapi
27/01/2020,174,77,2,7,11,10,vapi
28/01/2020,134,87,2,12,9,11,vapi
29/01/2020,144,191,2,7,13,19,vapi
30/01/2020,257,127,2,12,17,15,vapi
31/01/2020,203,102,2,15,12,14,vapi
01/02/2020,223,139,2,11,23,17,vapi
02/02/2020,194,155,2,16,14,15,vapi
03/02/2020,170,81,2,4,10,15,vapi
04/02/2020,133,63,30,0,0,15,vapi
05/02/2020,80,38,7,9,8,2,vapi
06/02/2020,90,37,6,2,14,6,vapi
07/02/2020,0,15,1,0,1,14,vapi
13/02/2020,180,112,2,14,15,18,vapi
14/02/2020,186,112,2,14,13,18,vapi
15/02/2020,179,123,2,8,12,18,vapi
16/02/2020,201,122,2,12,12,18,vapi
17/02/2020,238,110,2,15,12,19,vapi
18/02/2020,193,103,2,9,12,17,vapi
19/02/2020,193,88,2,6,13,15,vapi
20/02/2020,105,79,2,2,9,14,vapi
21/02/2020,142,96,2,4,10,18,vapi
22/02/2020,184,108,2,4,11,16,vapi
23/02/2020,178,103,2,1,9,20,vapi
24/02/2020,126,100,2,14,9,20,vapi
25/02/2020,133,109,2,13,12,16,vapi
26/02/2020,135,119,2,10,14,16,vapi
27/02/2020,196,119,2,14,13,18,vapi
28/02/2020,198,108,2,6,12,17,vapi
29/02/2020,181,98,2,9,10,16,vapi
01/03/2020,230,134,2,17,40,15,vapi
02/03/2020,226,119,2,17,13,16,vapi
03/03/2020,154,77,2,4,9,14,vapi
04/03/2020,131,67,28,2,16,17,vapi
05/03/2020,73,41,5,7,10,3,vapi
06/03/2020,63,22,6,0,14,4,vapi
07/03/2020,53,6,1,0,1,15,vapi
13/03/2020,157,111,2,18,9,14,vapi
14/03/2020,161,94,2,22,11,15,vapi
15/03/2020,144,122,2,19,11,14,vapi
16/03/2020,162,130,2,18,12,16,vapi
17/03/2020,194,128,2,15,13,17,vapi
18/03/2020,205,81,2,9,9,12,vapi
19/03/2020,147,59,2,6,9,10,vapi
20/03/2020,111,63,5,4,8,10,vapi
21/03/2020,115,68,18,4,2,9,vapi
22/03/2020,124,80,24,11,0,9,vapi
23/03/2020,156,78,26,13,0,10,vapi
24/03/2020,153,72,30,0,0,11,vapi
25/03/2020,149,60,20,0,0,12,vapi
26/03/2020,132,48,22,0,0,12,vapi
27/03/2020,88,52,25,0,0,13,vapi
28/03/2020,111,52,30,0,0,13,vapi
29/03/2020,105,51,35,0,0,13,vapi
30/03/2020,111,59,20,0,0,14,vapi
31/03/2020,125,61,19,0,0,14,vapi
01/04/2020,217,115,2,12,49,15,vapi
02/04/2020,202,122,2,17,14,16,vapi
03/04/2020,146,78,2,5,8,13,vapi
04/04/2020,146,59,7,6,7,17,vapi
05/04/2020,72,46,6,6,9,4,vapi
06/04/2020,59,11,6,0,12,4,vapi
07/04/2020,34,6,1,0,0,16,vapi
13/04/2020,78,44,5,3,12,24,vapi
14/04/2020,78,80,30,5,1,29,vapi
15/04/2020,130,56,19,2,0,17,vapi
16/04/2020,116,53,14,5,0,4,vapi
17/04/2020,109,49,5,19,0,4,vapi
18/04/2020,108,58,36,9,0,5,vapi
19/04/2020,119,60,31,3,1,4,vapi
20/04/2020,120,60,17,0,1,3,vapi
21/04/2020,138,57,12,4,1,1,vapi
22/04/2020,96,49,14,1,1,0,vapi
23/04/2020,94,44,11,1,1,0,vapi
24/04/2020,89,45,14,1,1,1,vapi
25/04/2020,82,46,7,1,1,1,vapi
26/04/2020,80,52,10,5,1,1,vapi
27/04/2020,101,53,13,5,3,2,vapi
28/04/2020,107,58,21,3,3,1,vapi
29/04/2020,111,51,14,16,3,3,vapi
30/04/2020,93,48,159,21,6,1,vapi
01/05/2020,191,161,2,10,35,16,vapi
02/05/2020,196,149,2,18,13,16,vapi
03/05/2020,138,78,2,3,9,12,vapi
04/05/2020,136,107,10,13,5,19,vapi
05/05/2020,78,59,10,5,9,4,vapi
06/05/2020,50,19,8,0,12,3,vapi
07/05/2020,14,6,1,0,0,16,vapi
13/05/2020,93,52,27,1,12,3,vapi
14/05/2020,88,56,6,2,11,3,vapi
15/05/2020,87,79,9,0,11,4,vapi
16/05/2020,132,83,13,1,16,3,vapi
17/05/2020,142,65,10,1,12,4,vapi
18/05/2020,110,56,6,0,13,3,vapi
19/05/2020,87,46,5,0,13,2,vapi
20/05/2020,75,51,4,0,13,3,vapi
21/05/2020,67,46,5,0,11,4,vapi
22/05/2020,68,46,12,1,13,6,vapi
23/05/2020,79,36,8,0,9,4,vapi
24/05/2020,55,45,8,0,10,5,vapi
25/05/2020,64,46,6,0,12,4,vapi
26/05/2020,55,41,4,0,13,5,vapi
27/05/2020,29,33,4,0,13,4,vapi
28/05/2020,20,16,4,0,13,5,vapi
29/05/2020,34,17,3,0,12,4,vapi
30/05/2020,54,26,4,0,12,3,vapi
31/05/2020,34,44,6,0,12,4,vapi
01/06/2020,230,145,2,8,17,16,vapi
02/06/2020,193,110,2,11,12,14,vapi
03/06/2020,129,89,2,11,8,13,vapi
04/06/2020,95,46,6,6,1,21,vapi
05/06/2020,88,53,7,3,11,5,vapi
06/06/2020,33,13,8,0,12,3,vapi
07/06/2020,0,8,1,0,1,16,vapi
13/06/2020,29,16,1,0,3,9,vapi
14/06/2020,47,21,1,0,2,4,vapi
15/06/2020,54,29,2,0,2,5,vapi
16/06/2020,35,13,2,0,2,6,vapi
17/06/2020,27,8,1,0,1,7,vapi
18/06/2020,14,27,1,0,1,7,vapi
19/06/2020,31,40,15,0,1,6,vapi
20/06/2020,71,26,1,0,1,8,vapi
21/06/2020,45,35,1,0,1,9,vapi
22/06/2020,49,24,1,0,1,9,vapi
23/06/2020,13,23,1,0,1,9,vapi
24/06/2020,39,25,1,0,1,9,vapi
25/06/2020,35,25,1,0,1,10,vapi
26/06/2020,51,24,1,0,1,11,vapi
27/06/2020,78,25,1,0,1,12,vapi
28/06/2020,51,19,1,0,1,12,vapi
29/06/2020,21,19,1,0,1,12,vapi
30/06/2020,0,11,1,0,1,13,vapi
01/07/2020,234,112,2,13,24,16,vapi
02/07/2020,186,123,2,14,15,17,vapi
03/07/2020,144,105,2,11,9,15,vapi
04/07/2020,81,46,6,12,7,19,vapi
05/07/2020,89,50,5,3,11,5,vapi
06/07/2020,23,18,6,0,10,3,vapi
07/07/2020,0,7,1,0,0,16,vapi
13/07/2020,0,16,1,0,1,20,vapi
14/07/2020,19,16,1,0,1,18,vapi
15/07/2020,19,12,1,0,1,18,vapi
16/07/2020,17,8,1,0,1,18,vapi
17/07/2020,16,3,1,0,1,18,vapi
18/07/2020,34,11,1,0,0,18,vapi
19/07/2020,55,16,1,0,0,18,vapi
20/07/2020,50,21,1,0,0,18,vapi
21/07/2020,28,25,1,0,0,18,vapi
22/07/2020,20,26,3,0,0,17,vapi
23/07/2020,19,32,3,0,0,17,vapi
24/07/2020,16,25,3,0,0,16,vapi
25/07/2020,41,29,4,0,0,16,vapi
26/07/2020,43,21,4,0,0,18,vapi
27/07/2020,27,12,4,0,0,16,vapi
28/07/2020,24,10,3,0,0,15,vapi
29/07/2020,0,9,3,0,0,14,vapi
