date,pm25,pm10,o3,no2,so2,co,city
2020-06-23,8,1,0,9,2,0,mussoorie
2020-06-24,0,2,0,9,2,0,mussoorie
2020-06-25,7,3,0,9,3,0,mussoorie
2020-06-26,14,5,0,9,3,0,mussoorie
2020-06-27,19,4,0,9,3,0,mussoorie
2020-06-28,16,3,0,9,3,0,mussoorie
2020-06-29,12,1,0,9,2,0,mussoorie
2020-06-30,6,2,0,9,2,0,mussoorie
2020-07-01,8,4,0,9,2,0,mussoorie
2020-07-02,18,6,0,8,3,0,mussoorie
2020-07-03,22,2,0,9,3,0,mussoorie
2020-07-04,10,2,0,8,3,0,mussoorie
2020-07-05,7,0,0,0,0,0,mussoorie
2020-07-07,0,1,0,9,2,0,mussoorie
2020-07-08,5,2,0,8,2,0,mussoorie
2020-07-09,8,3,0,8,2,0,mussoorie
2020-07-10,12,3,0,8,2,0,mussoorie
2020-07-11,11,1,0,8,2,0,mussoorie
2020-07-12,5,1,0,9,2,0,mussoorie
2020-07-13,8,4,0,9,2,0,mussoorie
2020-07-14,15,2,0,9,2,0,mussoorie
2020-07-15,11,1,0,8,2,0,mussoorie
2020-07-16,5,1,0,9,2,0,mussoorie
2020-07-17,5,2,0,8,2,0,mussoorie
2020-07-18,8,2,0,8,2,0,mussoorie
2020-07-19,8,2,0,8,2,0,mussoorie
2020-07-20,10,1,0,9,3,0,mussoorie
2020-07-21,5,1,0,8,2,0,mussoorie
2020-07-22,5,1,0,9,2,0,mussoorie
2020-07-23,5,1,0,9,2,0,mussoorie
2020-07-24,5,1,0,9,2,0,mussoorie
2020-07-25,5,1,0,9,2,0,mussoorie
2020-07-26,5,2,0,9,2,0,mussoorie
2020-07-27,8,2,0,9,2,0,mussoorie
2020-07-28,11,0,0,0,0,0,mussoorie
2020-01-01,169,62,16,20,4,9,jabalpur
2020-01-02,143,68,16,17,2,9,jabalpur
2020-01-03,125,101,15,23,2,12,jabalpur
2020-01-04,161,117,18,22,3,12,jabalpur
2020-01-05,173,104,21,25,2,11,jabalpur
2020-01-06,154,102,24,26,7,10,jabalpur
2020-01-07,139,75,23,16,6,8,jabalpur
2020-01-08,146,91,19,18,1,7,jabalpur
2020-01-09,158,112,21,22,2,11,jabalpur
2020-01-10,178,109,28,31,3,12,jabalpur
2020-01-11,202,157,22,34,3,19,jabalpur
2020-01-12,229,132,22,29,5,15,jabalpur
2020-01-13,157,123,26,24,4,11,jabalpur
2020-01-14,152,93,27,23,5,11,jabalpur
2020-01-15,139,90,28,17,4,7,jabalpur
2020-01-16,139,97,15,18,3,9,jabalpur
2020-01-17,168,90,19,19,3,8,jabalpur
2020-01-18,162,89,16,19,3,9,jabalpur
2020-01-19,150,137,19,23,4,13,jabalpur
2020-01-20,187,98,22,24,5,11,jabalpur
2020-01-21,147,103,15,20,2,11,jabalpur
2020-01-22,165,95,28,21,2,8,jabalpur
2020-01-23,152,105,26,27,3,11,jabalpur
2020-01-24,141,126,26,32,3,10,jabalpur
2020-01-25,160,164,28,32,3,14,jabalpur
2020-01-26,172,81,25,22,4,9,jabalpur
2020-01-27,113,91,27,25,5,10,jabalpur
2020-01-28,125,99,20,23,4,10,jabalpur
2020-01-29,130,84,23,19,2,8,jabalpur
2020-01-30,132,79,28,20,3,8,jabalpur
2020-01-31,120,89,30,22,4,8,jabalpur
2020-02-01,140,89,29,24,4,8,jabalpur
2020-02-02,124,87,26,21,5,9,jabalpur
2020-02-03,132,92,12,23,3,9,jabalpur
2020-02-04,164,121,18,28,4,12,jabalpur
2020-02-05,182,84,25,20,4,7,jabalpur
2020-02-06,137,91,24,19,11,7,jabalpur
2020-02-07,155,94,34,19,4,7,jabalpur
2020-02-08,149,88,33,21,4,8,jabalpur
2020-02-09,145,107,30,29,4,10,jabalpur
2020-02-10,145,108,31,29,4,10,jabalpur
2020-02-11,153,136,33,33,4,11,jabalpur
2020-02-12,161,116,27,30,4,10,jabalpur
2020-02-13,152,153,31,34,4,13,jabalpur
2020-02-14,158,145,30,30,3,11,jabalpur
2020-02-15,146,117,31,31,3,11,jabalpur
2020-02-16,128,113,27,32,3,11,jabalpur
2020-02-17,119,112,29,26,3,10,jabalpur
2020-02-18,114,76,29,21,4,7,jabalpur
2020-02-19,85,84,34,17,8,5,jabalpur
2020-02-20,114,80,34,14,9,4,jabalpur
2020-02-21,139,99,24,19,5,7,jabalpur
2020-02-22,156,97,27,15,3,7,jabalpur
2020-02-23,167,107,30,19,1,9,jabalpur
2020-02-24,168,83,28,18,2,7,jabalpur
2020-02-25,136,108,31,25,7,10,jabalpur
2020-02-26,135,111,31,26,5,11,jabalpur
2020-02-27,136,107,32,25,6,11,jabalpur
2020-02-28,129,103,37,23,8,8,jabalpur
2020-02-29,133,80,34,15,6,6,jabalpur
2020-03-01,127,61,31,17,5,6,jabalpur
2020-03-02,108,114,5,33,3,14,jabalpur
2020-03-03,136,90,26,24,4,10,jabalpur
2020-03-04,122,96,25,24,4,10,jabalpur
2020-03-05,129,101,25,21,5,7,jabalpur
2020-03-06,139,100,25,17,4,6,jabalpur
2020-03-07,112,79,30,14,3,5,jabalpur
2020-03-08,103,72,28,19,2,6,jabalpur
2020-03-09,86,70,22,15,4,6,jabalpur
2020-03-10,111,49,25,12,6,3,jabalpur
2020-03-11,85,76,28,17,2,5,jabalpur
2020-03-12,97,71,19,17,2,3,jabalpur
2020-03-13,79,68,24,16,3,7,jabalpur
2020-03-14,94,81,29,16,3,6,jabalpur
2020-03-15,110,87,33,18,2,7,jabalpur
2020-03-16,105,84,35,15,3,6,jabalpur
2020-03-17,99,78,44,17,4,6,jabalpur
2020-03-18,104,69,25,20,3,6,jabalpur
2020-03-19,115,55,32,16,3,4,jabalpur
2020-03-20,89,64,35,14,3,3,jabalpur
2020-03-21,85,67,35,13,2,4,jabalpur
2020-03-22,109,61,32,11,3,4,jabalpur
2020-03-23,95,63,33,9,3,3,jabalpur
2020-03-24,105,60,31,8,3,2,jabalpur
2020-03-25,90,36,31,9,2,2,jabalpur
2020-03-26,73,51,24,9,2,1,jabalpur
2020-03-27,91,43,23,10,2,2,jabalpur
2020-03-28,79,43,29,9,2,2,jabalpur
2020-03-29,74,44,31,8,2,2,jabalpur
2020-03-30,72,40,33,7,3,2,jabalpur
2020-03-31,61,44,33,7,3,2,jabalpur
2020-04-01,67,75,30,8,3,3,jabalpur
2020-04-02,107,54,32,7,2,3,jabalpur
2020-04-03,66,53,38,8,3,3,jabalpur
2020-04-04,74,56,32,9,3,3,jabalpur
2020-04-05,86,55,25,8,2,3,jabalpur
2020-04-06,100,55,36,7,3,2,jabalpur
2020-04-07,99,61,39,6,2,2,jabalpur
2020-04-08,94,65,34,9,3,3,jabalpur
2020-04-09,98,80,30,10,3,4,jabalpur
2020-04-10,118,67,30,10,2,3,jabalpur
2020-04-11,102,81,31,10,2,4,jabalpur
2020-04-12,111,79,25,11,2,4,jabalpur
2020-04-13,110,67,29,8,2,2,jabalpur
2020-04-14,90,52,37,8,2,2,jabalpur
2020-04-15,78,63,33,9,2,3,jabalpur
2020-04-16,102,86,36,13,4,6,jabalpur
2020-04-17,140,86,31,13,3,5,jabalpur
2020-04-18,134,66,29,11,3,3,jabalpur
2020-04-19,110,67,31,9,3,2,jabalpur
2020-04-20,106,82,29,9,2,2,jabalpur
2020-04-21,103,74,27,12,3,5,jabalpur
2020-04-22,106,67,32,9,3,5,jabalpur
2020-04-23,93,68,30,10,4,6,jabalpur
2020-04-24,102,64,38,9,3,5,jabalpur
2020-04-25,93,62,41,7,4,5,jabalpur
2020-04-26,95,31,37,6,3,5,jabalpur
2020-04-27,57,42,39,11,2,6,jabalpur
2020-04-28,78,51,41,11,2,5,jabalpur
2020-04-29,89,56,42,9,3,3,jabalpur
2020-04-30,77,59,39,11,3,5,jabalpur
2020-05-01,93,74,45,12,4,5,jabalpur
2020-05-02,119,73,48,11,4,5,jabalpur
2020-05-03,122,71,44,7,4,3,jabalpur
2020-05-04,94,39,40,8,5,3,jabalpur
2020-05-05,72,48,38,9,1,2,jabalpur
2020-05-06,57,49,40,9,2,4,jabalpur
2020-05-07,73,53,40,7,2,3,jabalpur
2020-05-08,88,38,35,6,4,3,jabalpur
2020-05-09,70,0,0,0,0,0,jabalpur
2020-05-12,0,49,40,7,3,3,jabalpur
2020-05-13,69,48,44,8,2,3,jabalpur
2020-05-14,81,57,41,7,2,2,jabalpur
2020-05-15,86,47,43,6,2,2,jabalpur
2020-05-16,73,48,46,5,2,3,jabalpur
2020-05-17,75,39,43,7,2,2,jabalpur
2020-05-18,68,62,46,12,3,4,jabalpur
2020-05-19,93,94,47,14,3,6,jabalpur
2020-05-20,133,87,42,16,4,8,jabalpur
2020-05-21,111,92,35,13,3,8,jabalpur
2020-05-22,101,89,27,11,2,4,jabalpur
2020-05-23,90,83,32,8,2,3,jabalpur
2020-05-24,80,77,31,7,3,3,jabalpur
2020-05-25,74,73,31,8,3,4,jabalpur
2020-05-26,71,78,26,8,3,3,jabalpur
2020-05-27,73,85,29,7,2,3,jabalpur
2020-05-28,72,72,28,11,3,4,jabalpur
2020-05-29,72,74,39,14,3,4,jabalpur
2020-05-30,84,75,35,9,2,2,jabalpur
2020-05-31,83,57,30,12,2,5,jabalpur
2020-06-01,63,52,27,13,2,7,jabalpur
2020-06-02,65,43,25,8,2,4,jabalpur
2020-06-03,55,20,23,8,2,3,jabalpur
2020-06-04,33,33,24,11,1,5,jabalpur
2020-06-05,50,52,32,11,1,4,jabalpur
2020-06-06,65,48,39,9,1,3,jabalpur
2020-06-07,62,55,32,12,2,6,jabalpur
2020-06-08,67,50,31,13,1,6,jabalpur
2020-06-09,67,69,37,14,2,6,jabalpur
2020-06-10,85,64,40,10,2,5,jabalpur
2020-06-11,92,66,37,9,1,5,jabalpur
2020-06-12,117,50,32,11,0,5,jabalpur
2020-06-13,93,36,26,10,1,5,jabalpur
2020-06-14,63,42,28,10,2,5,jabalpur
2020-06-15,55,43,28,10,1,6,jabalpur
2020-06-16,46,55,29,9,2,4,jabalpur
2020-06-17,76,45,33,8,0,4,jabalpur
2020-06-18,54,42,30,9,1,4,jabalpur
2020-06-19,54,53,25,8,2,5,jabalpur
2020-06-20,56,53,30,8,1,4,jabalpur
2020-06-21,67,39,25,12,2,6,jabalpur
2020-06-22,61,46,19,9,2,7,jabalpur
2020-06-23,59,48,23,7,8,4,jabalpur
2020-06-24,51,53,18,13,6,7,jabalpur
2020-06-25,69,35,16,11,6,6,jabalpur
2020-06-26,42,46,20,8,6,6,jabalpur
2020-06-27,54,31,20,5,6,3,jabalpur
2020-06-28,43,33,26,11,7,8,jabalpur
2020-06-29,55,45,23,8,5,6,jabalpur
2020-06-30,68,49,22,8,4,6,jabalpur
2020-07-01,76,44,25,10,7,10,jabalpur
2020-07-02,72,47,22,9,5,7,jabalpur
2020-07-03,72,52,28,7,11,6,jabalpur
2020-07-04,76,35,24,5,9,6,jabalpur
2020-07-05,66,31,20,9,26,8,jabalpur
2020-07-06,58,27,12,7,26,6,jabalpur
2020-07-07,59,46,15,7,12,5,jabalpur
2020-07-08,62,40,18,6,5,5,jabalpur
2020-07-09,59,57,15,7,7,5,jabalpur
2020-07-10,74,54,13,7,6,4,jabalpur
2020-07-11,56,29,13,4,7,4,jabalpur
2020-07-12,21,43,13,9,6,6,jabalpur
2020-07-13,58,50,9,12,5,6,jabalpur
2020-07-14,70,44,20,11,4,5,jabalpur
2020-07-15,73,35,15,8,3,4,jabalpur
2020-07-16,61,37,16,7,5,4,jabalpur
2020-07-17,62,47,19,7,6,3,jabalpur
2020-07-18,68,41,16,6,4,3,jabalpur
2020-07-19,57,40,14,8,4,4,jabalpur
2020-07-20,58,31,12,8,5,4,jabalpur
2020-07-21,56,43,13,8,4,5,jabalpur
2020-07-22,57,44,16,10,5,5,jabalpur
2020-07-23,69,43,20,8,4,4,jabalpur
2020-07-24,68,43,21,6,6,3,jabalpur
2020-07-25,97,28,18,5,4,2,jabalpur
2020-07-26,63,41,15,9,5,6,jabalpur
2020-07-27,62,39,15,10,4,6,jabalpur
2020-07-28,66,31,10,8,5,4,jabalpur
2020-07-29,57,0,0,0,0,0,jabalpur
2020-01-01,101,40,16,4,0,2,coimbatore
2020-01-02,99,38,13,27,3,2,coimbatore
2020-01-03,91,40,20,24,2,3,coimbatore
2020-01-04,101,37,17,15,3,2,coimbatore
2020-01-05,104,38,19,0,4,1,coimbatore
2020-01-06,94,35,21,0,4,1,coimbatore
2020-01-07,81,48,26,3,4,2,coimbatore
2020-01-08,102,49,31,0,4,2,coimbatore
2020-01-09,121,50,29,25,4,2,coimbatore
2020-01-10,117,43,28,24,4,2,coimbatore
2020-01-11,102,46,31,26,3,2,coimbatore
2020-01-12,123,53,29,35,3,2,coimbatore
2020-01-13,143,51,31,30,4,2,coimbatore
2020-01-14,144,41,35,27,4,1,coimbatore
2020-01-15,124,31,31,28,4,1,coimbatore
2020-01-16,93,33,28,31,3,1,coimbatore
2020-01-17,94,33,18,25,4,1,coimbatore
2020-01-18,88,22,20,26,3,1,coimbatore
2020-01-19,71,31,27,20,5,1,coimbatore
2020-01-20,78,39,34,7,4,1,coimbatore
2020-01-21,92,42,28,7,5,2,coimbatore
2020-01-22,101,45,12,8,5,2,coimbatore
2020-01-23,117,48,19,12,4,4,coimbatore
2020-01-24,135,45,37,13,6,4,coimbatore
2020-01-25,82,43,39,16,5,3,coimbatore
2020-01-26,0,52,37,21,5,4,coimbatore
2020-01-27,102,73,39,23,3,2,coimbatore
2020-01-28,146,51,32,18,3,1,coimbatore
2020-01-29,124,53,28,14,4,2,coimbatore
2020-01-30,126,50,28,10,4,3,coimbatore
2020-01-31,122,41,28,7,4,3,coimbatore
2020-02-01,103,34,29,3,3,2,coimbatore
2020-02-02,95,44,30,24,5,3,coimbatore
2020-02-03,106,44,28,29,5,4,coimbatore
2020-02-04,103,55,26,38,4,2,coimbatore
2020-02-05,118,49,32,27,4,2,coimbatore
2020-02-06,116,44,34,26,4,2,coimbatore
2020-02-07,107,41,35,21,3,1,coimbatore
2020-02-08,100,31,26,17,3,0,coimbatore
2020-02-09,82,41,28,13,4,1,coimbatore
2020-02-10,104,43,28,9,5,3,coimbatore
2020-02-11,94,44,26,10,6,5,coimbatore
2020-02-12,103,49,36,15,5,5,coimbatore
2020-02-13,126,50,38,19,7,7,coimbatore
2020-02-14,122,50,28,15,5,6,coimbatore
2020-02-15,129,0,0,0,0,0,coimbatore
2020-02-16,0,51,40,14,6,7,coimbatore
2020-02-17,113,46,44,12,7,6,coimbatore
2020-02-18,109,52,39,13,7,6,coimbatore
2020-02-19,129,45,22,7,5,4,coimbatore
2020-02-20,122,27,26,10,6,9,coimbatore
2020-02-21,83,37,25,13,6,8,coimbatore
2020-02-22,98,40,34,13,4,8,coimbatore
2020-02-23,118,52,34,14,5,8,coimbatore
2020-02-24,125,60,35,17,4,9,coimbatore
2020-02-25,117,48,31,12,4,8,coimbatore
2020-02-26,111,46,36,14,5,7,coimbatore
2020-02-27,110,43,33,10,4,7,coimbatore
2020-02-28,101,45,31,14,4,8,coimbatore
2020-02-29,117,38,31,15,3,7,coimbatore
2020-03-01,98,44,38,17,4,7,coimbatore
2020-03-02,107,51,21,17,4,8,coimbatore
2020-03-03,130,49,33,18,4,6,coimbatore
2020-03-04,123,50,11,16,3,7,coimbatore
2020-03-05,123,48,19,18,4,5,coimbatore
2020-03-06,93,48,25,19,4,5,coimbatore
2020-03-07,115,35,28,18,3,4,coimbatore
2020-03-08,88,43,29,16,3,5,coimbatore
2020-03-09,92,42,29,16,3,6,coimbatore
2020-03-10,86,51,33,17,3,6,coimbatore
2020-03-11,95,52,32,18,3,7,coimbatore
2020-03-12,102,52,26,17,4,6,coimbatore
2020-03-13,99,47,29,25,4,5,coimbatore
2020-03-14,94,45,35,24,4,5,coimbatore
2020-03-15,106,56,25,20,4,6,coimbatore
2020-03-16,103,40,19,16,4,4,coimbatore
2020-03-17,86,38,27,21,4,6,coimbatore
2020-03-18,84,43,25,32,3,7,coimbatore
2020-03-19,110,52,23,27,3,6,coimbatore
2020-03-20,123,40,22,26,2,7,coimbatore
2020-03-21,100,0,0,0,0,0,coimbatore
2020-03-22,0,1,9,19,2,12,coimbatore
2020-03-23,3,24,26,24,3,7,coimbatore
2020-03-24,80,20,23,26,3,4,coimbatore
2020-03-25,80,21,24,24,3,4,coimbatore
2020-03-26,78,20,23,25,3,4,coimbatore
2020-03-27,77,22,25,27,3,4,coimbatore
2020-03-28,79,22,24,30,3,4,coimbatore
2020-03-29,80,21,26,29,3,5,coimbatore
2020-03-30,77,24,32,30,4,4,coimbatore
2020-03-31,86,29,30,25,4,5,coimbatore
2020-04-01,102,27,26,30,3,5,coimbatore
2020-04-02,93,24,26,30,3,4,coimbatore
2020-04-03,87,21,25,30,2,4,coimbatore
2020-04-04,75,21,19,28,2,4,coimbatore
2020-04-05,70,19,29,27,2,4,coimbatore
2020-04-06,69,14,10,28,2,4,coimbatore
2020-04-07,57,22,12,26,2,4,coimbatore
2020-04-08,81,21,14,27,2,4,coimbatore
2020-04-09,73,13,16,30,2,4,coimbatore
2020-04-10,57,18,14,29,2,4,coimbatore
2020-04-11,69,59,15,32,2,5,coimbatore
2020-04-12,89,29,16,35,3,5,coimbatore
2020-04-13,92,28,15,35,2,5,coimbatore
2020-04-14,93,21,12,33,2,5,coimbatore
2020-04-15,73,24,13,34,2,5,coimbatore
2020-04-16,77,28,14,34,2,5,coimbatore
2020-04-17,86,26,12,33,3,5,coimbatore
2020-04-18,82,22,11,35,2,5,coimbatore
2020-04-19,76,19,10,31,3,5,coimbatore
2020-04-20,65,18,11,33,3,5,coimbatore
2020-04-21,63,23,11,31,3,5,coimbatore
2020-04-22,70,20,12,30,3,6,coimbatore
2020-04-23,66,22,4,36,3,6,coimbatore
2020-04-24,69,25,11,14,3,6,coimbatore
2020-04-25,81,26,13,17,3,7,coimbatore
2020-04-26,74,19,12,11,3,7,coimbatore
2020-04-27,66,0,0,0,0,0,coimbatore
2020-04-28,0,7,12,22,2,13,coimbatore
2020-04-29,37,19,11,14,2,13,coimbatore
2020-04-30,69,19,10,17,3,12,coimbatore
2020-05-01,66,24,11,16,2,12,coimbatore
2020-05-02,77,23,13,18,2,13,coimbatore
2020-05-03,79,29,13,19,2,13,coimbatore
2020-05-04,87,30,14,19,2,12,coimbatore
2020-05-05,89,23,14,15,2,12,coimbatore
2020-05-06,75,27,11,17,3,12,coimbatore
2020-05-07,77,28,11,20,3,12,coimbatore
2020-05-08,82,32,13,15,3,7,coimbatore
2020-05-09,86,26,10,2,2,0,coimbatore
2020-05-10,75,37,11,0,2,0,coimbatore
2020-05-11,95,0,0,0,0,0,coimbatore
2020-05-12,0,9,11,4,3,5,coimbatore
2020-05-13,22,23,12,9,2,7,coimbatore
2020-05-14,64,36,10,6,2,7,coimbatore
2020-05-15,82,22,12,6,2,7,coimbatore
2020-05-16,66,27,12,9,2,7,coimbatore
2020-05-17,64,16,12,7,2,8,coimbatore
2020-05-18,56,31,7,3,2,8,coimbatore
2020-05-19,86,38,10,15,2,7,coimbatore
2020-05-20,80,15,6,25,2,7,coimbatore
2020-05-21,43,10,8,16,3,10,coimbatore
2020-05-22,32,36,8,21,3,8,coimbatore
2020-05-23,69,29,8,19,3,7,coimbatore
2020-05-24,69,34,11,21,3,7,coimbatore
2020-05-25,78,37,10,22,3,7,coimbatore
2020-05-26,77,40,9,24,2,8,coimbatore
2020-05-27,90,35,11,21,2,7,coimbatore
2020-05-28,77,23,11,24,2,8,coimbatore
2020-05-29,58,25,7,26,2,8,coimbatore
2020-05-30,79,4,6,32,2,8,coimbatore
2020-05-31,25,24,9,16,2,8,coimbatore
2020-06-01,62,20,9,19,2,8,coimbatore
2020-06-02,50,22,6,16,2,8,coimbatore
2020-06-03,50,15,5,16,2,8,coimbatore
2020-06-04,44,15,6,17,2,8,coimbatore
2020-06-05,43,16,6,16,2,8,coimbatore
2020-06-06,49,14,7,15,2,9,coimbatore
2020-06-07,46,27,12,18,2,6,coimbatore
2020-06-08,66,24,6,21,3,3,coimbatore
2020-06-09,63,20,4,21,3,3,coimbatore
2020-06-10,55,31,3,17,3,4,coimbatore
2020-06-11,61,18,6,20,3,3,coimbatore
2020-06-12,49,20,4,19,3,3,coimbatore
2020-06-13,51,11,4,14,3,4,coimbatore
2020-06-14,41,19,5,17,2,4,coimbatore
2020-06-15,55,18,6,17,2,4,coimbatore
2020-06-16,51,18,4,21,2,4,coimbatore
2020-06-17,55,20,5,18,2,4,coimbatore
2020-06-18,61,20,4,18,2,4,coimbatore
2020-06-19,57,18,6,15,2,4,coimbatore
2020-06-20,56,12,4,15,2,4,coimbatore
2020-06-21,34,16,6,16,2,4,coimbatore
2020-06-22,54,17,6,21,3,5,coimbatore
2020-06-23,57,23,6,22,2,5,coimbatore
2020-06-24,67,23,6,23,2,5,coimbatore
2020-06-25,64,16,6,23,2,4,coimbatore
2020-06-26,52,22,7,18,2,4,coimbatore
2020-06-27,72,12,5,20,2,4,coimbatore
2020-06-28,52,18,4,21,2,5,coimbatore
2020-06-29,62,27,7,17,2,4,coimbatore
2020-06-30,86,15,5,17,2,4,coimbatore
2020-07-01,53,14,3,17,2,4,coimbatore
2020-07-02,41,14,4,17,2,5,coimbatore
2020-07-03,39,27,4,16,3,5,coimbatore
2020-07-04,54,13,3,19,3,5,coimbatore
2020-07-05,40,25,3,17,2,3,coimbatore
2020-07-06,58,33,2,8,2,0,coimbatore
2020-07-07,81,32,3,3,0,0,coimbatore
2020-07-08,69,42,3,3,0,0,coimbatore
2020-07-09,89,34,3,3,0,0,coimbatore
2020-07-10,79,39,4,4,1,1,coimbatore
2020-07-11,87,17,4,4,0,0,coimbatore
2020-07-12,51,29,3,3,0,0,coimbatore
2020-07-13,62,35,4,3,0,0,coimbatore
2020-07-14,68,45,3,2,0,0,coimbatore
2020-07-15,106,16,2,4,1,0,coimbatore
2020-07-16,52,24,2,4,1,0,coimbatore
2020-07-17,73,38,2,4,2,2,coimbatore
2020-07-18,102,25,3,3,1,0,coimbatore
2020-07-19,59,41,4,2,0,0,coimbatore
2020-07-20,80,34,3,2,0,0,coimbatore
2020-07-21,79,35,5,2,0,0,coimbatore
2020-07-22,71,44,4,2,0,0,coimbatore
2020-07-23,105,80,3,1,0,0,coimbatore
2020-07-24,191,34,6,1,1,0,coimbatore
2020-07-25,1,0,0,0,0,0,coimbatore
2020-07-26,0,40,7,16,2,2,coimbatore
2020-07-27,106,21,2,23,2,0,coimbatore
2020-07-28,79,0,0,0,0,0,coimbatore
2020-01-01,197,71,7,5,6,6,guwahati
2020-01-02,138,74,7,4,6,6,guwahati
2020-01-03,153,86,7,3,6,8,guwahati
2020-01-04,163,88,7,4,6,11,guwahati
2020-01-05,172,127,8,4,6,7,guwahati
2020-01-06,176,205,9,5,6,15,guwahati
2020-01-07,226,146,7,5,6,15,guwahati
2020-01-08,218,138,7,4,6,15,guwahati
2020-01-09,220,151,7,5,6,16,guwahati
2020-01-10,226,165,7,6,6,16,guwahati
2020-01-11,229,145,7,7,6,15,guwahati
2020-01-12,209,159,7,6,6,15,guwahati
2020-01-13,214,228,7,6,6,17,guwahati
2020-01-14,263,365,7,6,6,33,guwahati
2020-01-15,379,145,7,5,6,18,guwahati
2020-01-16,221,128,7,6,7,12,guwahati
2020-01-17,194,165,9,7,7,13,guwahati
2020-01-18,218,116,7,6,7,11,guwahati
2020-01-19,184,82,10,4,6,5,guwahati
2020-01-20,161,124,10,5,6,8,guwahati
2020-01-21,198,135,10,7,6,12,guwahati
2020-01-22,197,137,7,8,6,11,guwahati
2020-01-23,203,201,8,8,7,16,guwahati
2020-01-24,246,191,7,7,6,16,guwahati
2020-01-25,231,164,7,5,6,15,guwahati
2020-01-26,219,162,10,8,7,14,guwahati
2020-01-27,212,207,7,8,6,17,guwahati
2020-01-28,0,223,9,10,7,17,guwahati
2020-01-29,248,142,7,7,6,14,guwahati
2020-01-30,207,78,7,4,6,5,guwahati
2020-01-31,151,120,7,4,6,11,guwahati
2020-02-01,193,109,8,7,6,10,guwahati
2020-02-02,176,127,13,10,7,10,guwahati
2020-02-03,194,136,15,10,7,12,guwahati
2020-02-04,201,162,12,11,7,14,guwahati
2020-02-05,218,156,17,8,7,13,guwahati
2020-02-06,216,150,7,9,6,12,guwahati
2020-02-07,203,142,7,9,6,13,guwahati
2020-02-08,198,117,7,8,6,10,guwahati
2020-02-09,176,163,7,9,6,9,guwahati
2020-02-10,179,135,7,10,6,11,guwahati
2020-02-11,179,141,7,11,7,10,guwahati
2020-02-12,189,160,7,13,7,11,guwahati
2020-02-13,200,165,8,12,6,11,guwahati
2020-02-14,205,181,8,14,6,12,guwahati
2020-02-15,219,191,7,11,6,14,guwahati
2020-02-16,261,191,7,11,7,16,guwahati
2020-02-17,254,202,8,6,7,11,guwahati
2020-02-18,218,87,7,6,6,5,guwahati
2020-02-19,170,113,7,8,7,11,guwahati
2020-02-20,192,116,7,8,7,10,guwahati
2020-02-21,182,129,7,8,7,11,guwahati
2020-02-22,187,125,7,10,7,10,guwahati
2020-02-23,186,99,8,8,6,7,guwahati
2020-02-24,164,88,7,8,6,5,guwahati
2020-02-25,146,46,7,5,6,1,guwahati
2020-02-26,85,62,8,7,6,2,guwahati
2020-02-27,112,91,8,10,7,5,guwahati
2020-02-28,136,112,9,13,7,6,guwahati
2020-02-29,154,130,8,14,6,8,guwahati
2020-03-01,197,117,8,13,6,8,guwahati
2020-03-02,161,65,7,12,6,4,guwahati
2020-03-03,132,54,8,7,6,2,guwahati
2020-03-04,102,79,7,6,6,2,guwahati
2020-03-05,124,75,7,7,6,3,guwahati
2020-03-06,141,84,7,8,7,6,guwahati
2020-03-07,161,91,8,7,6,5,guwahati
2020-03-08,146,106,7,9,6,3,guwahati
2020-03-09,140,108,7,9,6,5,guwahati
2020-03-10,170,111,8,14,6,6,guwahati
2020-03-11,157,126,7,12,6,6,guwahati
2020-03-12,169,131,7,14,6,4,guwahati
2020-03-13,163,125,8,9,6,6,guwahati
2020-03-14,163,107,7,8,6,3,guwahati
2020-03-15,160,105,8,7,6,4,guwahati
2020-03-16,138,131,12,17,6,4,guwahati
2020-03-17,162,142,8,19,6,6,guwahati
2020-03-18,169,141,10,17,6,7,guwahati
2020-03-19,174,122,13,12,7,6,guwahati
2020-03-20,173,106,8,12,7,6,guwahati
2020-03-21,175,99,7,7,7,6,guwahati
2020-03-22,185,79,7,8,7,4,guwahati
2020-03-23,154,90,7,10,7,3,guwahati
2020-03-24,157,89,7,11,7,4,guwahati
2020-03-25,173,95,8,9,7,5,guwahati
2020-03-26,178,105,8,9,7,5,guwahati
2020-03-27,187,154,9,6,7,5,guwahati
2020-03-28,173,153,9,2,7,0,guwahati
2020-03-29,87,98,18,8,7,2,guwahati
2020-03-30,109,143,22,13,7,8,guwahati
2020-03-31,199,132,25,11,8,8,guwahati
2020-04-01,199,143,30,6,8,6,guwahati
2020-04-02,208,146,19,6,7,4,guwahati
2020-04-03,175,114,19,8,7,3,guwahati
2020-04-04,156,109,25,6,7,3,guwahati
2020-04-05,155,90,35,6,7,3,guwahati
2020-04-06,150,161,37,2,7,2,guwahati
2020-04-07,165,113,31,6,7,3,guwahati
2020-04-08,159,79,21,3,7,2,guwahati
2020-04-09,136,79,34,2,7,1,guwahati
2020-04-10,79,69,25,3,7,5,guwahati
2020-04-11,123,87,28,3,8,7,guwahati
2020-04-12,157,108,30,4,9,8,guwahati
2020-04-13,179,98,24,4,10,8,guwahati
2020-04-14,176,74,11,4,9,6,guwahati
2020-04-15,155,47,21,2,8,3,guwahati
2020-04-16,114,25,11,2,8,2,guwahati
2020-04-17,63,24,17,2,8,2,guwahati
2020-04-18,62,35,13,2,8,3,guwahati
