,Unnamed: 0,Date,Country,City,Specie,count,min,max,median,variance
3625,203069,2021-06-04,IN,Hyderabad,o3,115,0.1,18.2,5.1,179.35
3626,203070,2021-04-19,IN,Hyderabad,o3,111,0.1,36.4,6.8,757.68
3627,203071,2021-01-13,IN,Hyderabad,o3,115,2.2,37.5,8.2,837.99
3628,203072,2021-01-18,IN,Hyderabad,o3,120,3.2,35.3,9.2,619.52
3629,203073,2021-01-31,IN,Hyderabad,o3,120,3.6,37.9,9.3,781.07
3630,203074,2021-02-22,IN,Hyderabad,o3,110,1.1,39.3,5.8,797.52
3631,203075,2021-04-21,IN,Hyderabad,o3,112,0.1,39.3,6.5,777.86
3632,203076,2021-05-27,IN,Hyderabad,o3,117,0.1,19.3,6.2,250.75
3633,203077,2021-06-11,IN,Hyderabad,o3,92,0.2,15.8,5.2,92.17
3634,203078,2021-04-12,IN,Hyderabad,o3,96,1.2,34.7,6.4,629.73
3635,203079,2021-04-20,IN,Hyderabad,o3,113,0.1,47.9,7.5,1339.91
3636,203080,2021-05-04,IN,Hyderabad,o3,111,0.3,31.1,3.7,466.85
3637,203081,2021-05-16,IN,Hyderabad,o3,111,0.8,23.8,5.7,118.99
3638,203082,2021-01-27,IN,Hyderabad,o3,108,5.6,41.6,10.6,913.5
3639,203083,2021-02-02,IN,Hyderabad,o3,120,0.6,37.1,6.4,660.36
3640,203084,2021-03-10,IN,Hyderabad,o3,111,0.1,36.0,5.7,809.15
3641,203085,2021-03-23,IN,Hyderabad,o3,114,0.1,47.3,9.0,1267.01
3642,203086,2021-05-04,IN,Hyderabad,temperature,121,24.6,51.7,28.6,101.29
3643,203087,2021-05-05,IN,Hyderabad,temperature,138,22.5,45.2,28.4,152.58
3644,203088,2021-01-06,IN,Hyderabad,temperature,128,-984.9,52.3,29.3,80320.0
3645,203089,2021-02-01,IN,Hyderabad,temperature,112,19.0,250.6,29.0,4474.22
3646,203090,2021-02-18,IN,Hyderabad,temperature,123,-1422.1,2834.0,28.5,3087900.0
3647,203091,2021-03-30,IN,Hyderabad,temperature,140,24.3,37.0,28.7,83.63
3648,203092,2021-05-02,IN,Hyderabad,temperature,144,24.9,34.0,28.4,44.25
3649,203093,2021-06-04,IN,Hyderabad,temperature,142,24.2,774.0,27.4,113331.0
3650,203094,2021-03-08,IN,Hyderabad,temperature,123,-3270.1,3114.7,28.6,4306020.0
3651,203095,2021-04-08,IN,Hyderabad,temperature,128,25.5,262.5,28.9,19650.7
3652,203096,2021-04-18,IN,Hyderabad,temperature,128,-3052.2,3205.2,28.5,3127540.0
3653,203097,2021-04-22,IN,Hyderabad,temperature,144,24.0,2981.4,28.5,710299.0
3654,203098,2021-04-06,IN,Hyderabad,temperature,117,25.0,486.1,29.5,48273.0
3655,203099,2021-04-16,IN,Hyderabad,temperature,111,22.0,255.0,29.0,9179.76
3656,203100,2021-03-20,IN,Hyderabad,temperature,128,22.0,53.8,29.2,145.13
3657,203101,2021-04-09,IN,Hyderabad,temperature,120,24.0,253.8,29.0,12457.8
3658,203102,2021-05-26,IN,Hyderabad,temperature,132,24.9,37.2,28.8,91.34
3659,203103,2021-06-05,IN,Hyderabad,temperature,144,-973.2,313.2,28.0,80681.3
3660,203104,2021-01-20,IN,Hyderabad,temperature,125,15.0,2248.7,29.5,1012560.0
3661,203105,2021-01-21,IN,Hyderabad,temperature,108,14.0,31.2,29.5,123.74
3662,203106,2021-02-16,IN,Hyderabad,temperature,128,-1846.2,2758.7,28.6,1469020.0
3663,203107,2021-02-19,IN,Hyderabad,temperature,108,-2316.4,30.0,26.7,527456.0
3664,203108,2021-06-11,IN,Hyderabad,temperature,119,22.2,253.8,27.4,8618.42
3665,203109,2021-02-24,IN,Hyderabad,temperature,116,-3110.9,1540.4,28.5,4077210.0
3666,203110,2021-03-21,IN,Hyderabad,temperature,128,21.0,51.4,29.2,92.28
3667,203111,2021-05-10,IN,Hyderabad,temperature,130,24.0,49.0,29.0,252.01
3668,203112,2021-05-30,IN,Hyderabad,temperature,119,16.9,1034.8,28.9,182309.0
3669,203113,2020-12-30,IN,Hyderabad,temperature,121,17.0,276.1,29.2,17631.9
3670,203114,2021-01-07,IN,Hyderabad,temperature,132,20.0,255.0,29.2,7869.64
3671,203115,2021-01-09,IN,Hyderabad,temperature,100,20.0,31.9,28.3,88.54
3672,203116,2021-02-10,IN,Hyderabad,temperature,121,13.0,478.0,28.0,20930.0
3673,203117,2021-06-14,IN,Hyderabad,temperature,114,22.2,253.7,28.0,4639.98
3674,203118,2021-04-29,IN,Hyderabad,temperature,138,24.2,924.8,28.5,115650.0
3675,203119,2021-05-09,IN,Hyderabad,temperature,144,23.4,48.5,28.8,251.9
3676,203120,2021-05-12,IN,Hyderabad,temperature,144,24.3,262.6,28.7,3917.94
3677,203121,2021-05-14,IN,Hyderabad,temperature,144,24.6,51.8,28.4,94.75
3678,203122,2021-01-10,IN,Hyderabad,temperature,80,20.0,31.8,29.4,77.03
3679,203123,2021-03-09,IN,Hyderabad,temperature,128,18.0,2201.2,28.5,602050.0
3680,203124,2021-04-11,IN,Hyderabad,temperature,128,23.0,255.7,28.7,7951.56
3681,203125,2021-04-15,IN,Hyderabad,temperature,100,22.0,33.5,28.6,67.46
3682,203126,2021-05-25,IN,Hyderabad,temperature,138,24.5,38.0,28.7,94.39
3683,203127,2021-02-04,IN,Hyderabad,temperature,128,16.0,254.1,28.7,15605.4
3684,203128,2021-04-19,IN,Hyderabad,temperature,142,-984.7,992.4,29.1,175618.0
3685,203129,2021-04-20,IN,Hyderabad,temperature,144,23.4,276.3,28.6,25099.1
3686,203130,2021-05-15,IN,Hyderabad,temperature,143,24.7,34.7,28.7,47.4
3687,203131,2021-01-17,IN,Hyderabad,temperature,128,17.0,259.0,29.7,4314.43
3688,203132,2021-02-03,IN,Hyderabad,temperature,112,14.0,479.5,29.3,49007.7
3689,203133,2021-02-06,IN,Hyderabad,temperature,128,14.0,275.3,28.5,8785.59
3690,203134,2021-02-08,IN,Hyderabad,temperature,128,15.0,480.4,28.1,40536.4
3691,203135,2021-01-04,IN,Hyderabad,temperature,128,18.0,254.3,29.1,8127.41
3692,203136,2021-03-24,IN,Hyderabad,temperature,130,24.6,254.5,29.0,3953.86
3693,203137,2021-05-28,IN,Hyderabad,temperature,144,24.3,251.4,27.9,3680.49
3694,203138,2021-06-09,IN,Hyderabad,temperature,144,24.0,29.7,27.3,30.49
3695,203139,2021-03-16,IN,Hyderabad,temperature,118,-985.0,74.8,29.1,87425.8
3696,203140,2021-04-07,IN,Hyderabad,temperature,128,23.0,954.2,30.0,104385.0
3697,203141,2021-04-26,IN,Hyderabad,temperature,144,23.9,2178.6,28.9,419714.0
3698,203142,2021-06-16,IN,Hyderabad,temperature,18,24.3,29.3,28.1,27.08
3699,203143,2021-03-22,IN,Hyderabad,temperature,128,20.0,34.0,29.3,55.18
3700,203144,2021-03-31,IN,Hyderabad,temperature,130,23.0,37.0,29.2,91.26
3701,203145,2021-04-04,IN,Hyderabad,temperature,127,-2269.9,2673.3,28.7,2354510.0
3702,203146,2021-04-25,IN,Hyderabad,temperature,144,23.9,1012.1,28.5,137213.0
3703,203147,2021-01-27,IN,Hyderabad,temperature,116,17.0,251.7,29.0,4398.33
3704,203148,2021-02-09,IN,Hyderabad,temperature,128,15.0,484.9,28.5,43000.5
3705,203149,2021-02-20,IN,Hyderabad,temperature,104,18.0,29.5,27.8,87.81
3706,203150,2021-03-12,IN,Hyderabad,temperature,101,20.0,34.0,28.6,92.63
3707,203151,2021-05-01,IN,Hyderabad,temperature,144,24.7,34.7,28.5,50.16
3708,203152,2021-05-11,IN,Hyderabad,temperature,140,24.2,53.4,28.7,169.83
3709,203153,2021-05-13,IN,Hyderabad,temperature,138,23.7,37.0,28.7,91.33
3710,203154,2021-05-21,IN,Hyderabad,temperature,139,24.3,51.0,28.0,97.7
3711,203155,2021-06-13,IN,Hyderabad,temperature,96,23.3,30.5,27.7,46.56
3712,203156,2021-01-26,IN,Hyderabad,temperature,104,17.0,31.7,29.5,86.52
3713,203157,2021-02-27,IN,Hyderabad,temperature,109,-3075.2,2877.7,29.6,3752600.0
3714,203158,2021-03-14,IN,Hyderabad,temperature,128,17.0,255.1,29.2,4091.37
3715,203159,2021-03-15,IN,Hyderabad,temperature,120,17.0,259.0,29.2,4578.41
3716,203160,2021-03-29,IN,Hyderabad,temperature,144,24.0,50.9,28.9,120.14
3717,203161,2021-01-11,IN,Hyderabad,temperature,90,16.0,32.1,29.6,132.63
3718,203162,2021-01-22,IN,Hyderabad,temperature,106,17.0,31.8,28.4,90.48
3719,203163,2021-01-31,IN,Hyderabad,temperature,113,18.0,31.4,29.0,66.02
3720,203164,2021-03-05,IN,Hyderabad,temperature,128,-3201.1,2049.4,28.6,3029130.0
3721,203165,2021-02-26,IN,Hyderabad,temperature,128,-3015.6,3131.0,28.5,4541160.0
3722,203166,2021-04-05,IN,Hyderabad,temperature,117,-3218.6,2633.1,28.6,4694940.0
3723,203167,2021-06-01,IN,Hyderabad,temperature,136,24.1,367.2,28.7,12518.9
3724,203168,2021-06-12,IN,Hyderabad,temperature,104,22.9,31.7,28.0,45.26
3725,203169,2021-02-17,IN,Hyderabad,temperature,125,-3053.7,3183.0,28.5,4557590.0
3726,203170,2021-02-22,IN,Hyderabad,temperature,118,-3141.1,2683.6,28.0,3578920.0
3727,203171,2021-05-20,IN,Hyderabad,temperature,122,24.5,33.3,28.6,36.56
3728,203172,2021-05-29,IN,Hyderabad,temperature,122,26.0,1891.2,28.7,307319.0
3729,203173,2021-03-07,IN,Hyderabad,temperature,128,17.0,2818.9,28.8,1314670.0
3730,203174,2021-03-18,IN,Hyderabad,temperature,130,22.0,254.0,29.1,3971.94
3731,203175,2021-01-13,IN,Hyderabad,temperature,125,18.0,255.9,29.6,4249.89
3732,203176,2021-02-21,IN,Hyderabad,temperature,104,17.0,29.8,27.9,76.29
3733,203177,2021-06-03,IN,Hyderabad,temperature,122,22.9,275.5,27.5,13242.4
3734,203178,2021-02-23,IN,Hyderabad,temperature,128,-3240.7,2900.1,28.5,5475340.0
3735,203179,2021-04-13,IN,Hyderabad,temperature,110,24.0,254.0,28.7,18026.7
3736,203180,2021-05-17,IN,Hyderabad,temperature,127,24.3,35.5,28.7,77.33
3737,203181,2021-02-07,IN,Hyderabad,temperature,126,14.0,2249.1,27.6,398971.0
3738,203182,2021-05-03,IN,Hyderabad,temperature,113,22.0,38.2,28.5,76.87
3739,203183,2021-05-24,IN,Hyderabad,temperature,136,24.3,35.5,28.6,67.81
3740,203184,2021-03-27,IN,Hyderabad,temperature,144,21.0,254.8,28.8,3646.25
3741,203185,2021-04-03,IN,Hyderabad,temperature,132,-2700.9,3247.3,29.1,4380420.0
3742,203186,2020-12-28,IN,Hyderabad,temperature,128,12.0,1200.3,29.0,121979.0
3743,203187,2021-01-29,IN,Hyderabad,temperature,119,19.0,251.9,29.1,4282.71
3744,203188,2021-03-04,IN,Hyderabad,temperature,128,-3156.5,3069.3,28.7,5205990.0
3745,203189,2021-03-11,IN,Hyderabad,temperature,108,18.0,255.7,28.8,9559.55
3746,203190,2021-01-18,IN,Hyderabad,temperature,126,20.0,259.1,29.5,8533.26
3747,203191,2021-04-28,IN,Hyderabad,temperature,144,24.5,2165.1,28.8,1921130.0
3748,203192,2021-05-27,IN,Hyderabad,temperature,144,24.5,34.5,28.4,42.95
3749,203193,2021-06-02,IN,Hyderabad,temperature,110,24.0,2790.2,28.3,964798.0
3750,203194,2021-06-07,IN,Hyderabad,temperature,144,23.4,34.5,28.0,56.73
3751,203195,2021-01-02,IN,Hyderabad,temperature,128,17.0,263.0,29.3,20238.7
3752,203196,2021-01-30,IN,Hyderabad,temperature,128,17.0,253.0,28.9,4073.45
3753,203197,2021-02-25,IN,Hyderabad,temperature,103,-2845.4,2939.0,28.5,4266320.0
3754,203198,2021-03-03,IN,Hyderabad,temperature,128,-3254.0,3131.0,28.6,5319630.0
3755,203199,2021-04-14,IN,Hyderabad,temperature,100,20.0,45.7,28.5,158.58
3756,203200,2021-05-07,IN,Hyderabad,temperature,144,24.0,34.5,28.3,57.53
3757,203201,2021-02-13,IN,Hyderabad,temperature,104,14.0,36.7,28.4,116.13
3758,203202,2021-03-13,IN,Hyderabad,temperature,128,14.0,252.7,29.0,4026.74
3759,203203,2021-03-17,IN,Hyderabad,temperature,129,20.0,53.1,29.2,115.39
3760,203204,2021-03-23,IN,Hyderabad,temperature,128,23.0,33.0,29.1,44.55
3761,203205,2021-03-26,IN,Hyderabad,temperature,144,22.0,255.6,28.6,7122.32
3762,203206,2021-05-06,IN,Hyderabad,temperature,144,23.9,36.7,28.4,89.63
3763,203207,2021-05-23,IN,Hyderabad,temperature,105,24.6,38.0,27.6,131.33
3764,203208,2021-06-15,IN,Hyderabad,temperature,118,23.0,284.6,28.4,10095.9
3765,203209,2021-01-14,IN,Hyderabad,temperature,130,18.0,259.2,29.6,15735.3
3766,203210,2021-01-15,IN,Hyderabad,temperature,128,-984.4,52.9,29.6,80573.2
3767,203211,2021-01-19,IN,Hyderabad,temperature,128,18.0,259.3,29.2,12198.0
3768,203212,2021-02-14,IN,Hyderabad,temperature,106,14.0,38.0,28.4,122.6
3769,203213,2021-04-27,IN,Hyderabad,temperature,144,24.1,252.7,28.9,3631.37
3770,203214,2021-04-30,IN,Hyderabad,temperature,135,24.2,792.8,28.6,46925.2
3771,203215,2021-06-08,IN,Hyderabad,temperature,144,23.6,254.1,28.7,3671.91
3772,203216,2021-01-24,IN,Hyderabad,temperature,89,18.0,31.0,28.1,83.18
3773,203217,2021-01-25,IN,Hyderabad,temperature,106,16.0,32.0,29.6,104.55
3774,203218,2021-03-06,IN,Hyderabad,temperature,128,-2599.3,2938.0,28.8,2551730.0
3775,203219,2021-04-12,IN,Hyderabad,temperature,106,24.0,52.0,28.6,103.49
3776,203220,2020-12-29,IN,Hyderabad,temperature,128,14.0,74.2,29.1,360.07
3777,203221,2021-01-12,IN,Hyderabad,temperature,112,18.0,926.0,29.6,142731.0
3778,203222,2021-01-28,IN,Hyderabad,temperature,122,19.0,253.1,29.0,4382.63
3779,203223,2021-05-31,IN,Hyderabad,temperature,127,22.2,3050.6,28.8,2224280.0
3780,203224,2021-04-21,IN,Hyderabad,temperature,144,23.7,770.4,28.6,90131.4
3781,203225,2021-01-23,IN,Hyderabad,temperature,102,17.0,31.3,28.2,84.66
3782,203226,2021-03-01,IN,Hyderabad,temperature,128,-3041.8,3275.4,28.9,4605640.0
3783,203227,2021-03-25,IN,Hyderabad,temperature,134,21.0,35.2,28.9,73.51
3784,203228,2021-04-01,IN,Hyderabad,temperature,128,24.7,255.3,29.2,4062.6
3785,203229,2020-12-31,IN,Hyderabad,temperature,128,17.0,262.7,29.3,8465.74
3786,203230,2021-03-02,IN,Hyderabad,temperature,128,-2780.1,2937.4,28.9,4026980.0
3787,203231,2021-04-17,IN,Hyderabad,temperature,128,22.0,2434.6,29.0,1130910.0
3788,203232,2021-05-18,IN,Hyderabad,temperature,127,24.2,35.0,28.4,64.05
3789,203233,2021-06-10,IN,Hyderabad,temperature,132,22.0,252.8,27.1,3952.8
3790,203234,2021-01-08,IN,Hyderabad,temperature,108,21.0,31.3,28.5,69.01
3791,203235,2021-03-28,IN,Hyderabad,temperature,138,22.0,36.0,29.0,77.53
3792,203236,2021-04-24,IN,Hyderabad,temperature,144,23.0,503.2,28.5,15739.8
3793,203237,2021-05-19,IN,Hyderabad,temperature,128,24.3,36.0,28.6,71.96
3794,203238,2021-04-23,IN,Hyderabad,temperature,144,24.0,2566.3,28.5,838647.0
3795,203239,2021-05-22,IN,Hyderabad,temperature,134,24.4,37.5,28.3,76.83
3796,203240,2021-01-03,IN,Hyderabad,temperature,118,17.0,276.3,29.3,5378.07
3797,203241,2021-01-05,IN,Hyderabad,temperature,128,19.0,262.7,29.1,12164.9
3798,203242,2021-02-15,IN,Hyderabad,temperature,113,20.0,32.5,28.7,65.32
3799,203243,2021-03-19,IN,Hyderabad,temperature,130,-984.4,479.5,29.0,95307.9
3800,203244,2021-04-02,IN,Hyderabad,temperature,132,-2833.0,2169.7,28.9,2901680.0
3801,203245,2021-04-10,IN,Hyderabad,temperature,122,24.1,52.6,29.0,276.59
3802,203246,2021-05-08,IN,Hyderabad,temperature,144,-1844.6,1504.8,28.7,397824.0
3803,203247,2021-01-01,IN,Hyderabad,temperature,119,18.0,256.8,29.3,4656.98
3804,203248,2021-02-02,IN,Hyderabad,temperature,112,15.0,263.5,29.2,13785.0
3805,203249,2021-02-05,IN,Hyderabad,temperature,130,12.5,253.7,28.7,7976.6
3806,203250,2021-02-12,IN,Hyderabad,temperature,106,15.0,32.0,28.0,106.54
3807,203251,2021-05-16,IN,Hyderabad,temperature,138,24.5,31.7,27.8,26.12
3808,203252,2021-06-06,IN,Hyderabad,temperature,144,23.7,33.0,28.1,51.8
3809,203253,2021-01-16,IN,Hyderabad,temperature,126,-984.4,255.0,29.6,246729.0
3810,203254,2021-02-11,IN,Hyderabad,temperature,126,14.0,253.0,28.3,4195.07
3811,203255,2021-02-28,IN,Hyderabad,temperature,128,-3096.1,3098.1,28.8,5058390.0
3812,203256,2021-03-10,IN,Hyderabad,temperature,126,19.0,578.4,29.2,28216.9
3813,203257,2021-01-07,IN,Hyderabad,humidity,138,48.5,92.0,73.0,1416.4
3814,203258,2021-01-18,IN,Hyderabad,humidity,135,43.5,88.7,64.2,1209.04
3815,203259,2021-02-22,IN,Hyderabad,humidity,126,43.2,96.5,60.7,1370.55
3816,203260,2021-03-21,IN,Hyderabad,humidity,136,26.5,67.5,47.0,812.2
3817,203261,2021-05-02,IN,Hyderabad,humidity,144,33.0,70.0,47.0,790.23
3818,203262,2021-06-09,IN,Hyderabad,humidity,144,48.0,88.2,67.5,815.09
3819,203263,2021-01-23,IN,Hyderabad,humidity,109,42.0,96.5,62.7,1773.24
3820,203264,2021-02-16,IN,Hyderabad,humidity,136,31.0,117.5,47.7,1588.28
3821,203265,2021-04-13,IN,Hyderabad,humidity,116,37.0,83.0,55.0,1299.73
3822,203266,2021-06-06,IN,Hyderabad,humidity,144,43.0,89.0,64.2,1475.03
3823,203267,2021-01-02,IN,Hyderabad,humidity,136,45.7,91.7,69.2,1460.37
3824,203268,2021-01-20,IN,Hyderabad,humidity,133,30.5,100.0,51.5,2870.76
3825,203269,2021-02-18,IN,Hyderabad,humidity,131,16.0,190.0,51.5,4055.15
3826,203270,2021-05-24,IN,Hyderabad,humidity,136,32.0,77.7,54.0,1501.81
3827,203271,2021-06-01,IN,Hyderabad,humidity,144,40.7,87.5,62.5,1339.09
3828,203272,2021-06-03,IN,Hyderabad,humidity,135,49.7,91.0,73.5,953.62
3829,203273,2021-01-17,IN,Hyderabad,humidity,136,35.5,90.5,62.7,1700.62
3830,203274,2021-02-15,IN,Hyderabad,humidity,121,28.0,70.5,47.7,1059.15
3831,203275,2021-02-23,IN,Hyderabad,humidity,136,31.0,382.4,47.7,11506.6
3832,203276,2021-03-03,IN,Hyderabad,humidity,136,21.0,1850.8,44.7,289837.0
3833,203277,2021-03-11,IN,Hyderabad,humidity,116,17.0,88.0,48.5,2831.1
3834,203278,2021-04-30,IN,Hyderabad,humidity,135,27.5,69.0,44.5,838.44
3835,203279,2021-01-13,IN,Hyderabad,humidity,133,36.0,91.7,59.0,2186.71
3836,203280,2021-04-21,IN,Hyderabad,humidity,144,22.5,82.7,52.5,1890.57
3837,203281,2021-05-09,IN,Hyderabad,humidity,144,32.0,70.0,49.2,956.23
3838,203282,2021-05-20,IN,Hyderabad,humidity,131,37.0,90.7,60.0,1645.31
3839,203283,2021-03-22,IN,Hyderabad,humidity,136,34.0,77.5,51.0,1068.9
3840,203284,2021-04-12,IN,Hyderabad,humidity,114,39.0,88.5,56.0,971.59
3841,203285,2021-02-25,IN,Hyderabad,humidity,111,-2689.4,363.9,43.0,699958.0
3842,203286,2021-04-06,IN,Hyderabad,humidity,125,28.0,85.0,53.5,2157.52
3843,203287,2021-05-25,IN,Hyderabad,humidity,141,21.5,66.0,42.3,1241.85
3844,203288,2021-05-26,IN,Hyderabad,humidity,138,17.7,64.2,44.3,1026.87
3845,203289,2021-05-31,IN,Hyderabad,humidity,127,39.0,84.2,59.0,1148.79
3846,203290,2021-01-28,IN,Hyderabad,humidity,130,41.0,88.0,63.7,1565.69
3847,203291,2021-03-02,IN,Hyderabad,humidity,136,27.0,348.7,53.5,20335.5
3848,203292,2021-03-26,IN,Hyderabad,humidity,144,30.0,78.0,46.0,1161.53
3849,203293,2021-05-12,IN,Hyderabad,humidity,144,32.5,80.5,54.7,1828.16
3850,203294,2021-01-19,IN,Hyderabad,humidity,136,33.0,92.7,58.0,2958.9
3851,203295,2021-02-20,IN,Hyderabad,humidity,112,42.5,83.0,61.7,1289.2
3852,203296,2021-02-21,IN,Hyderabad,humidity,112,42.0,93.0,60.7,1218.49
3853,203297,2021-06-13,IN,Hyderabad,humidity,96,49.0,91.0,73.5,940.31
3854,203298,2021-05-04,IN,Hyderabad,humidity,128,30.2,87.5,56.2,1678.12
3855,203299,2021-05-06,IN,Hyderabad,humidity,144,31.0,88.0,58.5,1592.04
3856,203300,2021-01-31,IN,Hyderabad,humidity,121,45.2,93.0,65.2,1092.33
3857,203301,2021-03-07,IN,Hyderabad,humidity,115,19.0,82.0,39.7,2271.45
3858,203302,2021-03-12,IN,Hyderabad,humidity,109,18.0,88.0,44.0,2644.1
3859,203303,2021-03-20,IN,Hyderabad,humidity,136,27.5,78.0,47.2,1364.95
3860,203304,2021-04-05,IN,Hyderabad,humidity,125,41.7,2251.5,59.5,398901.0
3861,203305,2021-05-03,IN,Hyderabad,humidity,122,36.5,88.5,59.0,1595.38
3862,203306,2020-12-29,IN,Hyderabad,humidity,136,43.2,100.0,66.2,1798.42
3863,203307,2021-01-01,IN,Hyderabad,humidity,129,51.2,100.0,72.7,1147.02
3864,203308,2021-02-03,IN,Hyderabad,humidity,120,32.0,90.0,51.0,2871.35
3865,203309,2021-02-12,IN,Hyderabad,humidity,114,31.0,93.0,49.0,2472.9
3866,203310,2021-03-01,IN,Hyderabad,humidity,136,20.5,3007.7,48.2,1037220.0
3867,203311,2021-03-16,IN,Hyderabad,humidity,104,21.5,82.0,42.7,1631.28
3868,203312,2021-04-18,IN,Hyderabad,humidity,136,33.0,103.0,50.0,1253.74
3869,203313,2021-05-22,IN,Hyderabad,humidity,134,35.0,76.2,55.5,1316.27
3870,203314,2021-02-02,IN,Hyderabad,humidity,120,33.0,91.0,57.2,2573.92
3871,203315,2021-02-07,IN,Hyderabad,humidity,135,34.0,93.0,53.7,1967.87
3872,203316,2021-05-08,IN,Hyderabad,humidity,144,38.7,70.5,54.5,756.84
3873,203317,2021-05-21,IN,Hyderabad,humidity,140,34.0,88.0,58.5,1536.35
3874,203318,2021-06-05,IN,Hyderabad,humidity,144,42.5,91.0,61.7,1822.06
3875,203319,2021-06-14,IN,Hyderabad,humidity,118,55.0,92.0,74.0,805.4
3876,203320,2020-12-28,IN,Hyderabad,humidity,136,40.0,774.0,62.5,39340.4
3877,203321,2021-01-24,IN,Hyderabad,humidity,92,39.7,91.0,57.0,1737.06
3878,203322,2021-03-18,IN,Hyderabad,humidity,137,20.0,85.0,49.2,1897.16
3879,203323,2021-03-23,IN,Hyderabad,humidity,136,30.0,71.0,48.0,908.29
3880,203324,2021-04-23,IN,Hyderabad,humidity,144,35.0,82.0,53.0,983.96
3881,203325,2021-05-29,IN,Hyderabad,humidity,122,31.5,73.2,57.5,820.66
3882,203326,2021-01-22,IN,Hyderabad,humidity,113,39.2,93.0,60.2,1477.84
3883,203327,2021-02-10,IN,Hyderabad,humidity,120,26.0,93.5,48.0,2813.23
3884,203328,2021-03-10,IN,Hyderabad,humidity,135,25.5,93.0,51.7,2641.05
3885,203329,2021-04-29,IN,Hyderabad,humidity,138,26.2,67.0,42.0,1058.77
3886,203330,2021-05-23,IN,Hyderabad,humidity,105,25.5,78.0,48.7,1369.71
3887,203331,2021-05-13,IN,Hyderabad,humidity,138,23.7,81.6,55.5,1479.74
3888,203332,2021-05-16,IN,Hyderabad,humidity,138,50.2,92.0,73.5,723.35
3889,203333,2021-01-10,IN,Hyderabad,humidity,89,28.0,88.5,53.2,3004.27
3890,203334,2021-02-06,IN,Hyderabad,humidity,136,31.0,87.0,51.5,1497.46
3891,203335,2021-02-24,IN,Hyderabad,humidity,125,28.0,2927.7,48.5,679863.0
3892,203336,2021-03-31,IN,Hyderabad,humidity,137,14.0,63.0,32.5,1130.74
3893,203337,2021-04-03,IN,Hyderabad,humidity,138,-359.9,841.7,35.7,60467.1
3894,203338,2021-04-19,IN,Hyderabad,humidity,143,-967.7,74.0,48.5,73371.4
3895,203339,2021-06-07,IN,Hyderabad,humidity,144,43.2,82.5,62.2,1153.96
3896,203340,2021-06-12,IN,Hyderabad,humidity,104,52.2,83.0,68.5,613.91
3897,203341,2021-03-17,IN,Hyderabad,humidity,123,26.0,88.0,48.5,1892.5
3898,203342,2021-03-19,IN,Hyderabad,humidity,137,22.5,66.7,45.0,1137.55
3899,203343,2021-03-24,IN,Hyderabad,humidity,137,31.0,59.7,45.5,379.81
3900,203344,2021-04-02,IN,Hyderabad,humidity,138,17.0,143.5,37.0,3234.9
3901,203345,2021-05-01,IN,Hyderabad,humidity,144,26.0,70.7,49.5,752.2
3902,203346,2021-05-28,IN,Hyderabad,humidity,144,42.2,79.0,61.2,859.81
3903,203347,2021-01-14,IN,Hyderabad,humidity,137,36.0,93.0,61.7,2596.97
3904,203348,2021-02-05,IN,Hyderabad,humidity,137,29.0,90.0,49.0,2196.38
3905,203349,2021-03-04,IN,Hyderabad,humidity,136,23.5,382.4,44.0,17544.8
3906,203350,2021-03-13,IN,Hyderabad,humidity,136,14.5,79.0,39.5,1592.56
3907,203351,2021-04-01,IN,Hyderabad,humidity,136,18.0,58.5,36.0,669.18
3908,203352,2021-05-30,IN,Hyderabad,humidity,119,37.0,127.2,54.2,1930.18
3909,203353,2021-01-12,IN,Hyderabad,humidity,119,37.0,92.0,61.0,1916.85
3910,203354,2021-01-27,IN,Hyderabad,humidity,124,38.5,88.0,60.5,1384.72
3911,203355,2021-02-11,IN,Hyderabad,humidity,134,35.0,94.0,51.2,2067.98
3912,203356,2021-05-07,IN,Hyderabad,humidity,144,37.7,71.0,53.0,946.93
3913,203357,2021-02-17,IN,Hyderabad,humidity,131,29.0,77.0,48.5,961.96
3914,203358,2021-04-14,IN,Hyderabad,humidity,108,32.5,100.0,61.0,2466.44
3915,203359,2021-04-22,IN,Hyderabad,humidity,144,36.0,86.5,57.7,1249.25
3916,203360,2021-05-05,IN,Hyderabad,humidity,138,37.5,94.0,61.0,1970.48
3917,203361,2021-05-17,IN,Hyderabad,humidity,127,40.0,87.0,60.5,1688.57
3918,203362,2021-01-21,IN,Hyderabad,humidity,114,36.2,90.0,54.2,1396.52
3919,203363,2021-01-30,IN,Hyderabad,humidity,136,36.0,96.5,60.0,2083.74
3920,203364,2021-02-19,IN,Hyderabad,humidity,116,18.0,93.0,67.0,2841.22
3921,203365,2021-05-10,IN,Hyderabad,humidity,137,39.5,70.0,55.0,623.45
3922,203366,2021-02-08,IN,Hyderabad,humidity,136,29.0,69.7,46.0,1031.91
3923,203367,2021-04-11,IN,Hyderabad,humidity,136,37.2,85.5,55.5,1023.17
3924,203368,2021-04-15,IN,Hyderabad,humidity,108,37.2,83.0,59.0,1388.96
3925,203369,2021-06-02,IN,Hyderabad,humidity,121,39.7,94.0,69.5,1429.18
3926,203370,2021-04-26,IN,Hyderabad,humidity,144,26.0,71.0,40.5,885.57
3927,203371,2021-04-28,IN,Hyderabad,humidity,144,19.5,67.0,40.7,948.46
