,Date_x,City,Specie,median_x,md,month_name_x,Unnamed: 0_x,Date_y,median_y,month_name_y,Unnamed: 0_y,Date,Country,count,min,max,median,variance,month_name
0,2018-12-31,Bengaluru,co,6.7,1231,December,203067,2019-12-31,8.9,December,237526,2020-12-31,IN,227,0.2,86.3,5.6,5298.52,December
1,2018-12-31,Bengaluru,co,6.7,1231,December,130869,2020-12-31,5.6,December,237526,2020-12-31,IN,227,0.2,86.3,5.6,5298.52,December
2,2019-12-31,Bengaluru,co,8.9,1231,December,203067,2019-12-31,8.9,December,237526,2020-12-31,IN,227,0.2,86.3,5.6,5298.52,December
3,2019-12-31,Bengaluru,co,8.9,1231,December,130869,2020-12-31,5.6,December,237526,2020-12-31,IN,227,0.2,86.3,5.6,5298.52,December
4,2019-01-01,Bengaluru,co,7.7,0101,January,203068,2020-01-01,9.8,January,237499,2021-01-01,IN,239,0.5,86.3,5.4,4854.18,January
5,2019-01-01,Bengaluru,co,7.7,0101,January,130904,2021-01-01,5.4,January,237499,2021-01-01,IN,239,0.5,86.3,5.4,4854.18,January
6,2020-01-01,Bengaluru,co,9.8,0101,January,203068,2020-01-01,9.8,January,237499,2021-01-01,IN,239,0.5,86.3,5.4,4854.18,January
7,2020-01-01,Bengaluru,co,9.8,0101,January,130904,2021-01-01,5.4,January,237499,2021-01-01,IN,239,0.5,86.3,5.4,4854.18,January
8,2019-01-02,Bengaluru,co,7.0,0102,January,203078,2020-01-02,9.3,January,237439,2021-01-02,IN,230,0.3,86.3,5.5,3102.37,January
9,2019-01-02,Bengaluru,co,7.0,0102,January,130848,2021-01-02,5.5,January,237439,2021-01-02,IN,230,0.3,86.3,5.5,3102.37,January
10,2020-01-02,Bengaluru,co,9.3,0102,January,203078,2020-01-02,9.3,January,237439,2021-01-02,IN,230,0.3,86.3,5.5,3102.37,January
11,2020-01-02,Bengaluru,co,9.3,0102,January,130848,2021-01-02,5.5,January,237439,2021-01-02,IN,230,0.3,86.3,5.5,3102.37,January
12,2019-01-03,Bengaluru,co,6.7,0103,January,203043,2020-01-03,8.0,January,237535,2021-01-03,IN,212,0.5,11.5,4.0,49.29,January
13,2019-01-03,Bengaluru,co,6.7,0103,January,130863,2021-01-03,4.0,January,237535,2021-01-03,IN,212,0.5,11.5,4.0,49.29,January
14,2020-01-03,Bengaluru,co,8.0,0103,January,203043,2020-01-03,8.0,January,237535,2021-01-03,IN,212,0.5,11.5,4.0,49.29,January
15,2020-01-03,Bengaluru,co,8.0,0103,January,130863,2021-01-03,4.0,January,237535,2021-01-03,IN,212,0.5,11.5,4.0,49.29,January
16,2019-01-04,Bengaluru,co,7.8,0104,January,202989,2020-01-04,8.9,January,237500,2021-01-04,IN,233,0.3,33.8,4.9,139.71,January
17,2020-01-04,Bengaluru,co,8.9,0104,January,202989,2020-01-04,8.9,January,237500,2021-01-04,IN,233,0.3,33.8,4.9,139.71,January
18,2019-01-05,Bengaluru,co,7.8,0105,January,203079,2020-01-05,8.3,January,237440,2021-01-05,IN,239,0.8,37.0,4.4,217.21,January
19,2020-01-05,Bengaluru,co,8.3,0105,January,203079,2020-01-05,8.3,January,237440,2021-01-05,IN,239,0.8,37.0,4.4,217.21,January
20,2019-01-06,Bengaluru,co,6.5,0106,January,203032,2020-01-06,8.9,January,237466,2021-01-06,IN,219,0.5,52.8,4.5,189.83,January
21,2019-01-07,Bengaluru,co,6.6,0107,January,203033,2020-01-07,8.4,January,237485,2021-01-07,IN,221,0.6,58.4,5.5,250.27,January
22,2019-01-08,Bengaluru,co,7.7,0108,January,203018,2020-01-08,8.4,January,237448,2021-01-08,IN,231,0.5,52.0,4.5,198.33,January
23,2019-01-09,Bengaluru,co,7.6,0109,January,202990,2020-01-09,8.4,January,237491,2021-01-09,IN,217,0.5,20.7,4.7,122.45,January
24,2019-01-10,Bengaluru,co,6.8,0110,January,203015,2020-01-10,8.4,January,237486,2021-01-10,IN,227,0.3,12.2,4.4,61.64,January
25,2019-01-11,Bengaluru,co,6.9,0111,January,202991,2020-01-11,7.8,January,237514,2021-01-11,IN,232,0.6,31.5,4.7,159.24,January
26,2019-01-12,Bengaluru,co,7.2,0112,January,203055,2020-01-12,8.0,January,237402,2021-01-12,IN,227,0.5,23.5,4.7,104.99,January
27,2019-01-13,Bengaluru,co,6.1,0113,January,202992,2020-01-13,8.2,January,237536,2021-01-13,IN,235,0.6,18.1,4.4,83.82,January
28,2019-01-14,Bengaluru,co,7.0,0114,January,203069,2020-01-14,8.0,January,237431,2021-01-14,IN,212,0.6,21.5,5.5,81.25,January
29,2019-01-15,Bengaluru,co,6.3,0115,January,203080,2020-01-15,7.8,January,237515,2021-01-15,IN,240,0.3,16.1,3.8,78.64,January
30,2019-01-16,Bengaluru,co,6.7,0116,January,202993,2020-01-16,8.2,January,237394,2021-01-16,IN,244,0.5,21.8,4.3,83.28,January
31,2019-01-17,Bengaluru,co,7.0,0117,January,203049,2020-01-17,8.4,January,237443,2021-01-17,IN,195,0.3,45.2,3.7,160.55,January
32,2019-01-18,Bengaluru,co,7.3,0118,January,203044,2020-01-18,8.0,January,237537,2021-01-18,IN,223,0.6,11.6,4.7,56.64,January
33,2019-01-19,Bengaluru,co,6.6,0119,January,203081,2020-01-19,7.7,January,237467,2021-01-19,IN,199,0.2,27.9,4.9,109.82,January
34,2019-01-20,Bengaluru,co,6.0,0120,January,203060,2020-01-20,8.1,January,237516,2021-01-20,IN,225,0.3,12.9,5.1,77.26,January
35,2019-01-21,Bengaluru,co,6.4,0121,January,203027,2020-01-21,8.2,January,237501,2021-01-21,IN,233,0.7,12.7,5.4,80.53,January
36,2019-01-22,Bengaluru,co,6.7,0122,January,202997,2020-01-22,9.2,January,237517,2021-01-22,IN,221,0.7,20.9,4.8,100.45,January
37,2019-01-23,Bengaluru,co,7.1,0123,January,203002,2020-01-23,8.3,January,237434,2021-01-23,IN,191,0.4,16.0,5.2,74.48,January
38,2019-01-24,Bengaluru,co,6.6,0124,January,203028,2020-01-24,8.8,January,237438,2021-01-24,IN,146,1.1,28.5,5.9,100.48,January
39,2019-01-25,Bengaluru,co,6.4,0125,January,203038,2020-01-25,9.0,January,237550,2021-01-25,IN,208,0.5,47.6,5.1,183.11,January
40,2019-01-26,Bengaluru,co,7.0,0126,January,203019,2020-01-26,9.1,January,237492,2021-01-26,IN,237,0.8,22.5,4.6,67.33,January
41,2019-01-27,Bengaluru,co,6.6,0127,January,203020,2020-01-27,8.7,January,237415,2021-01-27,IN,238,0.1,20.7,5.2,92.05,January
42,2019-01-28,Bengaluru,co,6.3,0128,January,203082,2020-01-28,7.5,January,237449,2021-01-28,IN,241,0.7,24.2,5.2,155.52,January
43,2019-01-29,Bengaluru,co,6.6,0129,January,202998,2020-01-29,8.1,January,237507,2021-01-29,IN,255,0.2,20.1,5.1,98.16,January
44,2019-01-30,Bengaluru,co,6.9,0130,January,203010,2020-01-30,8.7,January,237508,2021-01-30,IN,259,0.3,26.8,5.3,139.01,January
45,2019-01-31,Bengaluru,co,6.3,0131,January,203034,2020-01-31,7.9,January,237403,2021-01-31,IN,240,0.1,21.1,5.2,97.57,January
46,2019-02-01,Bengaluru,co,6.5,0201,February,203003,2020-02-01,8.0,February,237460,2021-02-01,IN,227,0.4,37.2,5.2,153.57,February
47,2019-02-02,Bengaluru,co,6.7,0202,February,203004,2020-02-02,7.1,February,237395,2021-02-02,IN,239,0.4,39.4,4.8,131.82,February
48,2019-02-03,Bengaluru,co,6.2,0203,February,203050,2020-02-03,7.9,February,237502,2021-02-03,IN,216,0.1,15.5,4.7,58.14,February
49,2019-02-04,Bengaluru,co,6.1,0204,February,203039,2020-02-04,7.7,February,237444,2021-02-04,IN,192,0.4,20.9,4.7,98.42,February
50,2019-02-05,Bengaluru,co,6.5,0205,February,202999,2020-02-05,8.3,February,237540,2021-02-05,IN,194,0.5,48.4,6.2,309.47,February
51,2019-02-06,Bengaluru,co,6.3,0206,February,203040,2020-02-06,8.5,February,237432,2021-02-06,IN,223,0.1,86.3,6.1,403.5,February
52,2019-02-07,Bengaluru,co,7.3,0207,February,203011,2020-02-07,8.1,February,237487,2021-02-07,IN,232,0.6,39.0,5.1,144.89,February
53,2019-02-08,Bengaluru,co,6.8,0208,February,203029,2020-02-08,8.1,February,237396,2021-02-08,IN,254,0.5,30.6,6.2,191.78,February
54,2019-02-09,Bengaluru,co,8.4,0209,February,203021,2020-02-09,8.0,February,237476,2021-02-09,IN,239,0.5,45.2,6.0,247.79,February
55,2019-02-10,Bengaluru,co,6.8,0210,February,203035,2020-02-10,8.6,February,237495,2021-02-10,IN,212,0.1,59.0,6.0,296.46,February
56,2019-02-11,Bengaluru,co,6.2,0211,February,203061,2020-02-11,8.4,February,237522,2021-02-11,IN,220,0.5,62.6,5.5,258.31,February
57,2019-02-12,Bengaluru,co,6.0,0212,February,203016,2020-02-12,7.8,February,237488,2021-02-12,IN,228,0.9,28.3,5.0,104.38,February
58,2019-02-13,Bengaluru,co,5.7,0213,February,203072,2020-02-13,8.5,February,237541,2021-02-13,IN,209,0.7,40.4,5.6,208.59,February
59,2019-02-14,Bengaluru,co,5.9,0214,February,203056,2020-02-14,9.9,February,237423,2021-02-14,IN,211,0.5,55.5,6.0,446.72,February
60,2019-02-15,Bengaluru,co,6.5,0215,February,203057,2020-02-15,9.7,February,237551,2021-02-15,IN,204,0.7,86.3,6.3,1123.98,February
61,2019-02-16,Bengaluru,co,6.6,0216,February,203000,2020-02-16,8.4,February,237542,2021-02-16,IN,200,0.6,57.3,5.6,332.69,February
62,2019-02-17,Bengaluru,co,7.2,0217,February,203030,2020-02-17,8.3,February,237477,2021-02-17,IN,229,0.5,29.5,6.0,185.82,February
63,2019-02-18,Bengaluru,co,8.2,0218,February,203070,2020-02-18,8.5,February,237409,2021-02-18,IN,234,0.4,17.0,4.6,91.78,February
64,2019-02-19,Bengaluru,co,7.7,0219,February,203012,2020-02-19,8.8,February,237397,2021-02-19,IN,219,0.3,86.3,4.5,603.6,February
65,2019-02-20,Bengaluru,co,6.2,0220,February,203041,2020-02-20,8.4,February,237552,2021-02-20,IN,226,0.2,45.2,4.9,226.71,February
66,2019-02-21,Bengaluru,co,6.6,0221,February,203051,2020-02-21,7.9,February,237478,2021-02-21,IN,218,0.3,27.7,4.5,93.07,February
67,2019-02-22,Bengaluru,co,7.3,0222,February,203023,2020-02-22,8.3,February,237416,2021-02-22,IN,217,0.2,50.1,4.4,316.91,February
68,2019-02-23,Bengaluru,co,7.3,0223,February,202986,2020-02-23,8.6,February,237424,2021-02-23,IN,250,0.2,40.0,5.2,298.64,February
69,2019-02-24,Bengaluru,co,7.7,0224,February,203013,2020-02-24,8.4,February,237553,2021-02-24,IN,225,0.3,27.0,5.4,147.59,February
70,2019-02-25,Bengaluru,co,6.5,0225,February,203014,2020-02-25,9.0,February,237481,2021-02-25,IN,200,0.1,86.4,6.0,783.16,February
71,2019-02-26,Bengaluru,co,6.1,0226,February,202987,2020-02-26,8.3,February,237543,2021-02-26,IN,189,0.3,54.1,6.2,671.52,February
72,2019-02-27,Bengaluru,co,5.4,0227,February,203001,2020-02-27,9.1,February,237482,2021-02-27,IN,184,0.7,48.0,5.6,480.84,February
73,2019-02-28,Bengaluru,co,5.9,0228,February,203075,2020-02-28,8.8,February,237454,2021-02-28,IN,236,0.7,16.3,4.7,49.23,February
74,2019-03-01,Bengaluru,co,7.2,0301,March,203005,2020-03-01,7.5,March,237390,2021-03-01,IN,226,0.1,40.4,5.8,340.09,March
75,2019-03-02,Bengaluru,co,5.8,0302,March,203058,2020-03-02,9.0,March,237509,2021-03-02,IN,233,0.2,23.4,5.5,101.42,March
76,2019-03-03,Bengaluru,co,5.3,0303,March,203052,2020-03-03,10.8,March,237419,2021-03-03,IN,235,0.2,30.3,5.8,189.4,March
77,2019-03-04,Bengaluru,co,6.0,0304,March,203007,2020-03-04,9.1,March,237554,2021-03-04,IN,232,0.6,32.5,5.7,154.92,March
78,2019-03-05,Bengaluru,co,6.4,0305,March,203022,2020-03-05,7.6,March,237455,2021-03-05,IN,228,0.1,26.1,5.4,144.18,March
79,2019-03-06,Bengaluru,co,6.6,0306,March,203042,2020-03-06,7.2,March,237510,2021-03-06,IN,231,0.3,22.0,5.9,161.75,March
80,2019-03-07,Bengaluru,co,9.3,0307,March,202988,2020-03-07,7.6,March,237555,2021-03-07,IN,238,0.2,47.5,5.4,731.98,March
81,2019-03-08,Bengaluru,co,8.9,0308,March,203053,2020-03-08,7.3,March,237544,2021-03-08,IN,211,0.1,49.6,5.2,476.15,March
82,2019-03-09,Bengaluru,co,7.8,0309,March,203076,2020-03-09,7.3,March,237558,2021-03-09,IN,200,0.2,24.4,4.6,129.63,March
83,2019-03-10,Bengaluru,co,6.1,0310,March,203037,2020-03-10,7.3,March,237404,2021-03-10,IN,214,0.6,19.5,4.5,83.49,March
84,2019-03-11,Bengaluru,co,5.8,0311,March,203071,2020-03-11,7.3,March,237538,2021-03-11,IN,211,0.5,40.4,4.3,172.39,March
85,2019-03-12,Bengaluru,co,6.1,0312,March,202995,2020-03-12,8.2,March,237511,2021-03-12,IN,225,0.4,48.4,4.5,349.25,March
86,2019-03-13,Bengaluru,co,6.5,0313,March,203064,2020-03-13,7.0,March,237391,2021-03-13,IN,214,1.0,31.6,5.4,150.38,March
87,2019-03-14,Bengaluru,co,5.7,0314,March,203059,2020-03-14,7.7,March,237427,2021-03-14,IN,208,0.1,12.4,5.0,53.09,March
88,2019-03-15,Bengaluru,co,5.6,0315,March,203006,2020-03-15,7.2,March,237441,2021-03-15,IN,223,0.2,84.3,5.1,838.24,March
89,2019-03-16,Bengaluru,co,6.8,0316,March,203046,2020-03-16,7.1,March,237523,2021-03-16,IN,205,0.1,81.7,5.7,3846.2,March
90,2019-03-17,Bengaluru,co,6.6,0317,March,203024,2020-03-17,6.9,March,237461,2021-03-17,IN,218,0.1,77.0,6.2,2700.21,March
91,2019-03-18,Bengaluru,co,6.0,0318,March,203077,2020-03-18,6.8,March,237450,2021-03-18,IN,232,0.5,40.9,6.0,246.35,March
92,2019-03-19,Bengaluru,co,5.9,0319,March,203073,2020-03-19,7.1,March,237468,2021-03-19,IN,232,0.3,27.6,5.9,153.81,March
93,2019-03-20,Bengaluru,co,5.9,0320,March,202994,2020-03-20,8.6,March,237479,2021-03-20,IN,230,0.2,39.0,5.8,316.71,March
94,2019-03-21,Bengaluru,co,6.4,0321,March,203062,2020-03-21,7.8,March,237512,2021-03-21,IN,212,0.2,54.8,6.0,302.31,March
95,2019-03-22,Bengaluru,co,6.2,0322,March,203063,2020-03-22,7.2,March,237545,2021-03-22,IN,212,0.4,42.4,6.0,476.31,March
96,2019-03-23,Bengaluru,co,6.9,0323,March,203045,2020-03-23,7.8,March,237410,2021-03-23,IN,233,0.1,30.3,5.4,202.2,March
97,2019-03-24,Bengaluru,co,6.7,0324,March,203047,2020-03-24,7.4,March,237493,2021-03-24,IN,245,0.8,37.0,6.0,404.96,March
98,2019-03-25,Bengaluru,co,7.1,0325,March,203048,2020-03-25,7.0,March,237435,2021-03-25,IN,241,0.2,57.1,5.2,398.67,March
99,2019-03-26,Bengaluru,co,7.3,0326,March,203054,2020-03-26,5.8,March,237503,2021-03-26,IN,219,0.1,20.8,6.0,126.94,March
100,2019-03-27,Bengaluru,co,7.9,0327,March,203017,2020-03-27,7.1,March,237451,2021-03-27,IN,229,0.6,24.3,5.9,136.76,March
101,2019-03-28,Bengaluru,co,8.3,0328,March,202996,2020-03-28,6.5,March,237483,2021-03-28,IN,229,0.3,28.5,6.1,171.28,March
102,2019-03-29,Bengaluru,co,8.4,0329,March,203074,2020-03-29,7.1,March,237462,2021-03-29,IN,250,0.4,33.9,6.0,233.19,March
103,2019-03-30,Bengaluru,co,7.3,0330,March,203025,2020-03-30,6.8,March,237392,2021-03-30,IN,256,0.5,47.3,6.0,552.48,March
104,2019-03-30,Bengaluru,co,7.3,0330,March,21340,2020-03-30,6.8,March,237392,2021-03-30,IN,256,0.5,47.3,6.0,552.48,March
105,2019-03-31,Bengaluru,co,6.6,0331,March,203031,2020-03-31,6.3,March,237417,2021-03-31,IN,228,1.0,55.3,6.3,550.44,March
106,2019-03-31,Bengaluru,co,6.6,0331,March,21284,2020-03-31,6.3,March,237417,2021-03-31,IN,228,1.0,55.3,6.3,550.44,March
107,2019-04-01,Bengaluru,co,7.3,0401,April,203065,2020-04-01,6.3,April,237524,2021-04-01,IN,228,0.4,54.5,6.0,659.82,April
108,2019-04-01,Bengaluru,co,7.3,0401,April,21310,2020-04-01,6.3,April,237524,2021-04-01,IN,228,0.4,54.5,6.0,659.82,April
109,2019-04-02,Bengaluru,co,6.7,0402,April,203083,2020-04-02,6.4,April,237405,2021-04-02,IN,236,0.3,35.5,4.8,337.92,April
110,2019-04-02,Bengaluru,co,6.7,0402,April,21298,2020-04-02,6.4,April,237405,2021-04-02,IN,236,0.3,35.5,4.8,337.92,April
111,2019-04-03,Bengaluru,co,7.1,0403,April,203066,2020-04-03,5.9,April,237436,2021-04-03,IN,220,0.6,51.0,5.2,521.06,April
112,2019-04-03,Bengaluru,co,7.1,0403,April,21328,2020-04-03,5.9,April,237436,2021-04-03,IN,220,0.6,51.0,5.2,521.06,April
113,2019-04-04,Bengaluru,co,6.9,0404,April,203008,2020-04-04,5.8,April,237411,2021-04-04,IN,215,0.6,47.7,5.5,501.56,April
114,2019-04-04,Bengaluru,co,6.9,0404,April,21267,2020-04-04,5.8,April,237411,2021-04-04,IN,215,0.6,47.7,5.5,501.56,April
115,2019-04-05,Bengaluru,co,8.3,0405,April,203009,2020-04-05,6.4,April,237393,2021-04-05,IN,221,0.6,38.7,6.0,203.75,April
116,2019-04-05,Bengaluru,co,8.3,0405,April,21311,2020-04-05,6.4,April,237393,2021-04-05,IN,221,0.6,38.7,6.0,203.75,April
117,2019-04-06,Bengaluru,co,7.4,0406,April,21273,2020-04-06,6.1,April,237442,2021-04-06,IN,240,0.7,39.1,6.5,471.52,April
118,2019-04-07,Bengaluru,co,8.2,0407,April,21346,2020-04-07,6.1,April,237418,2021-04-07,IN,242,0.1,31.0,5.7,264.31,April
119,2019-04-08,Bengaluru,co,7.3,0408,April,21274,2020-04-08,5.9,April,237412,2021-04-08,IN,227,0.2,79.5,6.0,676.86,April
120,2019-04-09,Bengaluru,co,6.9,0409,April,21268,2020-04-09,6.3,April,237504,2021-04-09,IN,221,0.3,24.2,6.0,177.84,April
121,2019-04-10,Bengaluru,co,8.1,0410,April,21279,2020-04-10,5.3,April,237437,2021-04-10,IN,209,0.1,40.7,6.1,303.61,April
122,2019-04-11,Bengaluru,co,7.0,0411,April,21357,2020-04-11,6.0,April,237413,2021-04-11,IN,211,0.2,37.8,4.9,207.14,April
123,2019-04-12,Bengaluru,co,7.1,0412,April,21317,2020-04-12,6.1,April,237398,2021-04-12,IN,221,0.5,46.1,5.1,258.07,April
124,2019-04-13,Bengaluru,co,7.3,0413,April,21269,2020-04-13,5.7,April,237447,2021-04-13,IN,205,0.4,32.1,4.4,179.86,April
125,2019-04-15,Bengaluru,co,6.5,0415,April,21318,2020-04-15,5.2,April,237525,2021-04-15,IN,232,0.3,66.7,6.2,782.1,April
126,2019-04-16,Bengaluru,co,6.8,0416,April,21347,2020-04-16,5.0,April,237547,2021-04-16,IN,242,0.4,31.5,5.7,197.57,April
127,2019-04-17,Bengaluru,co,7.4,0417,April,21348,2020-04-17,5.6,April,237484,2021-04-17,IN,232,0.2,37.6,6.1,239.89,April
128,2019-04-18,Bengaluru,co,7.5,0418,April,21358,2020-04-18,5.5,April,237518,2021-04-18,IN,223,0.6,15.9,5.7,119.72,April
129,2019-04-19,Bengaluru,co,6.8,0419,April,21285,2020-04-19,4.8,April,237548,2021-04-19,IN,231,0.1,46.5,6.0,337.88,April
130,2019-04-20,Bengaluru,co,7.4,0420,April,21270,2020-04-20,4.7,April,237469,2021-04-20,IN,220,0.6,45.2,5.8,315.6,April
131,2019-04-21,Bengaluru,co,6.7,0421,April,21286,2020-04-21,6.1,April,237456,2021-04-21,IN,210,0.2,56.4,6.3,306.76,April
132,2019-04-22,Bengaluru,co,7.5,0422,April,21349,2020-04-22,5.6,April,237559,2021-04-22,IN,185,0.1,25.7,6.2,161.28,April
133,2019-04-23,Bengaluru,co,7.9,0423,April,21271,2020-04-23,5.7,April,237463,2021-04-23,IN,187,0.5,23.5,6.1,160.12,April
134,2019-04-24,Bengaluru,co,7.0,0424,April,21350,2020-04-24,7.1,April,237539,2021-04-24,IN,200,0.3,25.1,6.0,197.48,April
135,2019-04-25,Bengaluru,co,7.0,0425,April,21351,2020-04-25,5.6,April,237556,2021-04-25,IN,176,0.6,22.4,6.3,117.61,April
136,2019-04-26,Bengaluru,co,7.0,0426,April,21359,2020-04-26,6.4,April,237414,2021-04-26,IN,190,0.1,20.4,6.0,142.59,April
137,2019-04-27,Bengaluru,co,6.3,0427,April,21299,2020-04-27,6.5,April,237470,2021-04-27,IN,213,0.1,26.9,6.0,193.96,April
138,2019-04-28,Bengaluru,co,7.5,0428,April,21275,2020-04-28,5.9,April,237472,2021-04-28,IN,212,0.2,86.3,6.0,451.39,April
139,2019-04-29,Bengaluru,co,6.9,0429,April,21303,2020-04-29,6.3,April,237406,2021-04-29,IN,226,0.3,21.8,5.9,136.9,April
140,2019-04-30,Bengaluru,co,6.3,0430,April,21292,2020-04-30,6.8,April,237489,2021-04-30,IN,238,0.2,27.7,5.4,224.11,April
141,2019-05-01,Bengaluru,co,6.1,0501,May,21293,2020-05-01,5.5,May,237458,2021-05-01,IN,244,0.5,23.5,5.8,236.94,May
142,2019-05-02,Bengaluru,co,5.9,0502,May,21360,2020-05-02,6.7,May,237457,2021-05-02,IN,235,0.2,34.6,5.2,448.67,May
143,2019-05-03,Bengaluru,co,5.5,0503,May,21326,2020-05-03,7.0,May,237496,2021-05-03,IN,225,0.2,49.3,5.4,504.55,May
144,2019-05-04,Bengaluru,co,5.8,0504,May,21287,2020-05-04,6.3,May,237459,2021-05-04,IN,227,0.4,27.9,6.3,351.73,May
145,2019-05-05,Bengaluru,co,5.6,0505,May,21334,2020-05-05,7.1,May,237407,2021-05-05,IN,224,0.4,28.3,5.5,293.33,May
146,2019-05-06,Bengaluru,co,5.9,0506,May,21323,2020-05-06,7.1,May,237505,2021-05-06,IN,235,0.5,27.4,4.7,210.72,May
147,2019-05-07,Bengaluru,co,6.3,0507,May,21319,2020-05-07,6.1,May,237452,2021-05-07,IN,247,0.4,37.2,4.0,332.73,May
148,2019-05-08,Bengaluru,co,5.9,0508,May,21294,2020-05-08,5.0,May,237420,2021-05-08,IN,229,0.2,40.1,4.9,249.84,May
149,2019-05-09,Bengaluru,co,6.6,0509,May,21361,2020-05-09,5.6,May,237560,2021-05-09,IN,226,0.6,18.7,4.6,133.9,May
150,2019-05-10,Bengaluru,co,6.9,0510,May,21320,2020-05-10,5.3,May,237453,2021-05-10,IN,251,0.6,21.5,5.0,211.94,May
151,2019-05-11,Bengaluru,co,7.0,0511,May,21335,2020-05-11,6.2,May,237425,2021-05-11,IN,230,1.0,31.1,5.8,251.06,May
152,2019-05-12,Bengaluru,co,6.8,0512,May,21341,2020-05-12,5.6,May,237557,2021-05-12,IN,229,0.7,25.0,5.7,181.78,May
153,2019-05-13,Bengaluru,co,5.9,0513,May,21336,2020-05-13,6.1,May,237473,2021-05-13,IN,224,0.8,38.0,5.5,281.25,May
154,2019-05-14,Bengaluru,co,7.0,0514,May,21304,2020-05-14,6.3,May,237428,2021-05-14,IN,205,0.2,19.4,4.6,140.56,May
155,2019-05-15,Bengaluru,co,7.0,0515,May,21295,2020-05-15,6.8,May,237433,2021-05-15,IN,212,0.9,25.3,4.0,222.7,May
156,2019-05-16,Bengaluru,co,7.4,0516,May,21362,2020-05-16,7.2,May,237513,2021-05-16,IN,192,0.4,22.4,4.1,306.03,May
157,2019-05-17,Bengaluru,co,7.7,0517,May,21337,2020-05-17,6.0,May,237546,2021-05-17,IN,197,0.6,25.5,4.4,217.32,May
158,2019-05-18,Bengaluru,co,6.8,0518,May,21288,2020-05-18,6.6,May,237474,2021-05-18,IN,215,0.3,65.9,4.0,601.92,May
159,2019-05-19,Bengaluru,co,6.8,0519,May,21296,2020-05-19,6.3,May,237519,2021-05-19,IN,206,0.4,22.4,3.8,107.92,May
160,2019-05-20,Bengaluru,co,7.7,0520,May,21272,2020-05-20,5.6,May,237531,2021-05-20,IN,188,1.0,21.2,4.0,121.66,May
161,2019-05-21,Bengaluru,co,7.0,0521,May,21344,2020-05-21,6.3,May,237421,2021-05-21,IN,209,0.3,19.7,4.2,109.91,May
162,2019-05-22,Bengaluru,co,7.2,0522,May,21312,2020-05-22,6.5,May,237464,2021-05-22,IN,197,0.4,38.7,4.3,225.8,May
163,2019-05-23,Bengaluru,co,7.0,0523,May,21338,2020-05-23,6.2,May,237475,2021-05-23,IN,189,1.0,24.5,4.3,170.69,May
164,2019-05-24,Bengaluru,co,6.6,0524,May,21276,2020-05-24,5.3,May,237494,2021-05-24,IN,208,0.5,33.8,4.3,205.92,May
165,2019-05-25,Bengaluru,co,6.2,0525,May,21342,2020-05-25,6.3,May,237506,2021-05-25,IN,213,0.3,25.1,4.7,119.78,May
166,2019-05-26,Bengaluru,co,5.6,0526,May,21277,2020-05-26,6.7,May,237465,2021-05-26,IN,241,1.0,30.3,4.8,129.25,May
167,2019-05-27,Bengaluru,co,6.6,0527,May,21345,2020-05-27,6.9,May,237399,2021-05-27,IN,260,0.6,31.7,4.5,183.06,May
168,2019-05-28,Bengaluru,co,6.8,0528,May,21300,2020-05-28,6.0,May,237529,2021-05-28,IN,240,0.6,45.2,4.3,262.07,May
169,2019-05-29,Bengaluru,co,6.0,0529,May,21301,2020-05-29,6.2,May,237400,2021-05-29,IN,239,0.9,24.4,4.5,153.07,May
170,2019-05-30,Bengaluru,co,5.7,0530,May,21352,2020-05-30,6.3,May,237471,2021-05-30,IN,249,1.0,49.5,4.0,246.59,May
171,2019-05-31,Bengaluru,co,5.8,0531,May,21329,2020-05-31,6.4,May,237549,2021-05-31,IN,243,0.5,24.6,4.1,155.35,May
172,2019-06-01,Bengaluru,co,7.2,0601,June,21280,2020-06-01,5.8,June,237445,2021-06-01,IN,246,0.6,28.4,4.1,135.39,June
173,2019-06-02,Bengaluru,co,5.8,0602,June,21330,2020-06-02,5.3,June,237527,2021-06-02,IN,253,0.4,28.0,4.3,116.13,June
174,2019-06-03,Bengaluru,co,6.1,0603,June,21321,2020-06-03,5.5,June,237532,2021-06-03,IN,239,0.5,24.1,4.9,148.54,June
175,2019-06-04,Bengaluru,co,5.8,0604,June,21313,2020-06-04,5.8,June,237520,2021-06-04,IN,233,0.8,24.4,4.6,177.1,June
176,2019-06-05,Bengaluru,co,5.6,0605,June,21278,2020-06-05,5.8,June,237497,2021-06-05,IN,210,1.0,18.4,3.9,89.18,June
177,2019-06-06,Bengaluru,co,7.2,0606,June,21305,2020-06-06,5.6,June,237521,2021-06-06,IN,243,0.5,17.6,4.1,90.28,June
178,2019-06-07,Bengaluru,co,6.5,0607,June,21331,2020-06-07,5.0,June,237480,2021-06-07,IN,234,1.0,42.5,4.6,360.12,June
179,2019-06-08,Bengaluru,co,6.3,0608,June,21355,2020-06-08,5.7,June,237530,2021-06-08,IN,237,1.0,35.0,4.4,172.48,June
180,2019-06-09,Bengaluru,co,5.1,0609,June,21322,2020-06-09,5.7,June,237426,2021-06-09,IN,239,0.1,25.4,4.4,101.83,June
181,2019-06-10,Bengaluru,co,4.5,0610,June,21306,2020-06-10,5.5,June,237533,2021-06-10,IN,230,1.0,56.9,4.8,371.66,June
