city,date,pm25,pm10,o3,no2,so2,co
sukhdev,21-07-2019,123,74,20,11,1,11
sukhdev,22-07-2019,112,99,20,10,1,14
sukhdev,23-07-2019,158,102,17,9,1,12
sukhdev,24-07-2019,155,108,9,12,1,11
sukhdev,25-07-2019,129,43,6,6,1,6
sukhdev,26-07-2019,57,52,13,7,1,7
sukhdev,27-07-2019,92,42,16,6,1,7
sukhdev,28-07-2019,83,46,30,6,1,6
sukhdev,29-07-2019,78,54,15,6,1,6
sukhdev,30-07-2019,82,65,8,6,1,6
sukhdev,31-07-2019,99,63,13,6,1,7
sukhdev,01-08-2019,100,65,13,8,1,7
sukhdev,02-08-2019,105,57,19,8,1,7
sukhdev,03-08-2019,87,66,9,7,1,7
sukhdev,04-08-2019,121,74,8,7,1,8
sukhdev,05-08-2019,142,89,14,11,1,13
sukhdev,06-08-2019,151,52,7,10,1,10
sukhdev,07-08-2019,101,52,14,6,1,9
sukhdev,08-08-2019,95,69,18,8,1,9
sukhdev,09-08-2019,106,47,9,4,1,5
sukhdev,10-08-2019,47,35,6,6,1,5
sukhdev,11-08-2019,56,56,14,7,1,7
sukhdev,12-08-2019,88,44,7,6,1,7
sukhdev,13-08-2019,58,47,5,5,1,11
sukhdev,14-08-2019,65,47,11,6,1,8
sukhdev,15-08-2019,89,49,7,4,1,6
sukhdev,16-08-2019,93,31,7,4,1,6
sukhdev,17-08-2019,56,17,3,4,1,2
sukhdev,18-08-2019,33,25,5,5,1,8
sukhdev,19-08-2019,48,67,13,7,1,13
sukhdev,20-08-2019,113,67,9,4,1,8
sukhdev,21-08-2019,117,91,12,5,1,7
sukhdev,22-08-2019,124,91,7,10,2,14
sukhdev,23-08-2019,119,106,10,9,2,10
sukhdev,24-08-2019,127,126,10,10,2,12
sukhdev,25-08-2019,147,59,10,9,1,8
sukhdev,26-08-2019,102,49,7,9,1,9
sukhdev,27-08-2019,81,94,28,10,2,12
sukhdev,28-08-2019,140,87,42,9,3,12
sukhdev,29-08-2019,123,67,12,10,2,9
sukhdev,30-08-2019,100,87,26,9,2,10
sukhdev,31-08-2019,183,101,13,12,2,17
sukhdev,01-09-2019,151,76,13,9,1,9
sukhdev,02-09-2019,114,67,18,8,2,11
sukhdev,03-09-2019,119,102,13,9,2,11
sukhdev,04-09-2019,169,99,20,9,2,9
sukhdev,05-09-2019,162,65,23,9,2,9
sukhdev,06-09-2019,109,72,12,9,2,8
sukhdev,07-09-2019,117,71,3,10,1,11
sukhdev,08-09-2019,123,60,19,6,1,7
sukhdev,09-09-2019,113,83,9,5,1,7
sukhdev,10-09-2019,147,95,12,7,1,10
sukhdev,11-09-2019,154,108,24,10,1,10
sukhdev,12-09-2019,169,84,15,10,1,9
sukhdev,13-09-2019,148,60,15,2,1,7
sukhdev,14-09-2019,100,49,12,2,1,5
sukhdev,15-09-2019,91,55,13,2,1,6
sukhdev,16-09-2019,105,92,14,2,2,12
sukhdev,17-09-2019,158,88,25,1,1,8
sukhdev,18-09-2019,144,69,26,1,2,6
sukhdev,19-09-2019,105,50,15,4,2,6
sukhdev,20-09-2019,84,89,22,9,2,10
sukhdev,21-09-2019,136,74,18,6,2,5
sukhdev,22-09-2019,126,64,9,2,2,7
sukhdev,23-09-2019,99,71,18,2,2,6
sukhdev,24-09-2019,124,70,17,2,2,8
sukhdev,25-09-2019,107,63,17,2,1,7
sukhdev,26-09-2019,96,59,32,2,3,5
sukhdev,27-09-2019,102,43,16,2,2,5
sukhdev,28-09-2019,68,56,13,3,2,5
sukhdev,29-09-2019,93,44,9,3,2,6
sukhdev,30-09-2019,78,57,12,9,2,8
sukhdev,01-10-2019,94,64,10,10,2,10
sukhdev,02-10-2019,102,86,10,10,2,9
sukhdev,03-10-2019,133,127,22,12,2,9
sukhdev,04-10-2019,161,68,15,6,2,6
sukhdev,05-10-2019,122,74,14,6,2,5
sukhdev,06-10-2019,121,94,19,6,2,6
sukhdev,07-10-2019,145,91,18,5,2,5
sukhdev,08-10-2019,139,79,20,4,2,5
sukhdev,09-10-2019,121,145,32,12,3,11
sukhdev,10-10-2019,167,173,41,13,3,11
sukhdev,11-10-2019,194,143,29,7,3,11
sukhdev,12-10-2019,195,149,26,8,3,11
sukhdev,13-10-2019,196,204,70,9,4,12
sukhdev,14-10-2019,213,182,24,11,2,17
sukhdev,15-10-2019,200,271,31,14,3,21
sukhdev,16-10-2019,237,210,34,15,3,18
sukhdev,17-10-2019,219,193,44,16,5,15
sukhdev,18-10-2019,212,112,19,13,3,10
sukhdev,19-10-2019,159,124,26,10,2,12
sukhdev,20-10-2019,164,140,18,8,2,11
sukhdev,21-10-2019,180,157,21,10,2,13
sukhdev,22-10-2019,195,145,21,10,2,12
sukhdev,23-10-2019,175,206,26,14,3,19
sukhdev,24-10-2019,205,340,30,17,3,26
sukhdev,25-10-2019,271,216,21,16,3,18
sukhdev,26-10-2019,217,249,29,17,2,22
sukhdev,27-10-2019,231,296,23,12,2,17
sukhdev,28-10-2019,297,388,22,12,4,18
sukhdev,29-10-2019,376,392,11,15,2,25
sukhdev,30-10-2019,373,424,13,16,3,29
sukhdev,31-10-2019,344,474,14,16,3,30
sukhdev,01-11-2019,360,511,25,17,2,22
sukhdev,02-11-2019,380,391,11,10,2,17
sukhdev,03-11-2019,327,738,6,11,1,23
sukhdev,04-11-2019,528,337,15,9,2,14
sukhdev,05-11-2019,301,222,19,8,5,18
sukhdev,06-11-2019,242,149,16,17,2,14
sukhdev,07-11-2019,155,170,7,15,2,14
sukhdev,08-11-2019,217,166,23,12,2,15
sukhdev,09-11-2019,257,147,16,9,2,10
sukhdev,10-11-2019,240,210,22,11,3,14
sukhdev,11-11-2019,304,295,24,13,3,17
sukhdev,12-11-2019,350,509,17,17,3,24
sukhdev,13-11-2019,503,507,,16,3,22
sukhdev,14-11-2019,502,451,14,20,3,28
sukhdev,15-11-2019,440,416,14,15,2,28
sukhdev,16-11-2019,439,207,,8,2,9
sukhdev,17-11-2019,289,107,,6,3,7
sukhdev,18-11-2019,188,129,6,9,2,12
sukhdev,19-11-2019,223,157,6,13,2,15
sukhdev,20-11-2019,221,291,20,20,3,26
sukhdev,21-11-2019,308,349,21,22,4,29
sukhdev,22-11-2019,332,309,19,20,3,24
sukhdev,23-11-2019,318,129,9,8,3,9
sukhdev,24-11-2019,208,114,12,7,2,7
sukhdev,25-11-2019,192,150,13,10,3,15
sukhdev,26-11-2019,221,153,20,14,4,11
sukhdev,27-11-2019,208,91,17,9,1,8
sukhdev,28-11-2019,154,41,7,5,1,6
sukhdev,29-11-2019,98,81,12,8,1,10
sukhdev,30-11-2019,155,108,9,7,1,11
sukhdev,01-12-2019,186,149,16,9,2,10
sukhdev,02-12-2019,239,198,16,11,2,12
sukhdev,03-12-2019,271,219,15,13,2,15
sukhdev,04-12-2019,265,256,15,16,2,22
sukhdev,05-12-2019,276,485,22,20,2,29
sukhdev,06-12-2019,425,380,10,12,3,17
sukhdev,07-12-2019,400,321,12,16,3,28
sukhdev,08-12-2019,315,423,12,16,2,24
sukhdev,09-12-2019,398,308,15,15,1,20
sukhdev,10-12-2019,332,363,16,17,2,22
sukhdev,11-12-2019,374,499,24,26,2,31
sukhdev,12-12-2019,444,332,14,15,2,11
sukhdev,13-12-2019,388,87,7,8,1,8
sukhdev,14-12-2019,179,101,9,8,1,7
sukhdev,15-12-2019,174,102,8,6,1,6
sukhdev,16-12-2019,188,87,4,4,1,6
sukhdev,17-12-2019,174,100,6,4,1,8
sukhdev,18-12-2019,193,148,12,7,1,9
sukhdev,19-12-2019,239,362,7,16,1,18
sukhdev,20-12-2019,391,361,6,12,1,16
sukhdev,21-12-2019,399,194,3,7,1,9
sukhdev,22-12-2019,296,119,5,5,1,8
sukhdev,23-12-2019,216,142,5,5,1,11
sukhdev,24-12-2019,239,271,6,10,1,13
sukhdev,25-12-2019,336,154,4,5,1,8
sukhdev,26-12-2019,226,179,7,6,1,7
sukhdev,27-12-2019,257,292,20,10,1,10
sukhdev,28-12-2019,332,297,16,9,1,14
sukhdev,29-12-2019,326,338,12,11,1,14
sukhdev,30-12-2019,360,,,,,
sukhdev,01-01-2020,,425,18,14,3,30
sukhdev,02-01-2020,424,428,28,13,3,32
sukhdev,03-01-2020,411,315,5,14,2,27
sukhdev,04-01-2020,322,274,12,12,2,18
sukhdev,05-01-2020,335,160,11,10,2,7
sukhdev,06-01-2020,260,164,4,11,2,8
sukhdev,07-01-2020,242,130,11,12,2,10
sukhdev,08-01-2020,206,93,7,8,1,8
sukhdev,09-01-2020,192,91,7,5,1,6
sukhdev,10-01-2020,184,117,11,8,2,8
sukhdev,11-01-2020,205,188,15,11,2,11
sukhdev,12-01-2020,248,318,13,13,2,25
sukhdev,13-01-2020,307,194,6,15,2,16
sukhdev,14-01-2020,278,98,7,5,1,6
sukhdev,15-01-2020,188,114,13,8,2,6
sukhdev,16-01-2020,197,129,4,8,1,7
sukhdev,17-01-2020,215,118,5,7,1,8
sukhdev,18-01-2020,202,125,6,9,1,9
sukhdev,19-01-2020,204,111,10,4,1,5
sukhdev,20-01-2020,196,165,7,8,4,10
sukhdev,21-01-2020,228,382,6,15,5,20
sukhdev,22-01-2020,385,193,15,11,,13
sukhdev,23-01-2020,267,91,12,8,1,5
sukhdev,24-01-2020,168,124,15,11,2,7
sukhdev,25-01-2020,184,204,13,15,3,16
sukhdev,26-01-2020,248,330,17,12,3,21
sukhdev,27-01-2020,324,260,8,19,3,18
sukhdev,28-01-2020,312,96,9,11,2,8
sukhdev,29-01-2020,186,99,16,8,3,5
sukhdev,30-01-2020,185,114,14,8,3,6
sukhdev,31-01-2020,189,128,11,9,3,7
sukhdev,01-02-2020,194,179,17,10,3,13
sukhdev,02-02-2020,215,148,12,10,4,9
sukhdev,03-02-2020,231,240,19,13,4,15
sukhdev,04-02-2020,260,320,23,18,4,16
sukhdev,05-02-2020,305,197,15,10,4,7
sukhdev,06-02-2020,261,189,18,13,3,9
sukhdev,07-02-2020,240,193,18,12,3,10
sukhdev,08-02-2020,254,158,18,10,5,8
sukhdev,09-02-2020,261,203,21,11,4,9
sukhdev,10-02-2020,268,283,18,14,4,17
sukhdev,11-02-2020,304,243,20,13,3,16
sukhdev,12-02-2020,283,212,18,10,6,8
sukhdev,13-02-2020,273,113,17,7,5,5
sukhdev,14-02-2020,190,105,16,6,3,5
sukhdev,15-02-2020,172,116,21,9,5,5
sukhdev,16-02-2020,188,241,21,14,7,15
sukhdev,17-02-2020,272,230,20,14,6,11
sukhdev,18-02-2020,273,191,22,15,5,15
sukhdev,19-02-2020,229,245,18,18,5,22
sukhdev,20-02-2020,250,141,22,12,3,7
sukhdev,21-02-2020,181,59,11,7,2,5
sukhdev,22-02-2020,134,96,3,14,5,9
sukhdev,23-02-2020,165,122,14,10,7,8
sukhdev,24-02-2020,192,100,17,11,6,8
sukhdev,25-02-2020,166,152,17,12,8,9
sukhdev,26-02-2020,234,254,17,14,7,14
sukhdev,27-02-2020,274,152,18,18,6,12
sukhdev,28-02-2020,207,114,14,13,4,7
sukhdev,29-02-2020,168,83,12,11,4,8
sukhdev,01-03-2020,154,57,16,10,4,6
sukhdev,02-03-2020,120,119,13,11,7,10
sukhdev,03-03-2020,170,140,3,18,5,12
sukhdev,04-03-2020,161,132,14,14,5,9
sukhdev,05-03-2020,170,51,12,10,3,6
sukhdev,06-03-2020,104,40,11,11,4,7
sukhdev,07-03-2020,92,72,12,13,4,9
sukhdev,08-03-2020,126,107,19,10,3,9
sukhdev,09-03-2020,168,97,12,7,4,5
sukhdev,10-03-2020,156,185,4,8,7,8
sukhdev,11-03-2020,254,79,12,12,2,6
sukhdev,12-03-2020,139,118,9,12,4,8
sukhdev,13-03-2020,157,150,15,12,5,7
sukhdev,14-03-2020,160,58,9,8,4,4
sukhdev,15-03-2020,124,,16,9,4,3
sukhdev,16-03-2020,162,133,14,7,5,5
sukhdev,17-03-2020,156,129,15,9,5,6
sukhdev,18-03-2020,166,116,15,8,5,5
sukhdev,19-03-2020,159,159,17,10,8,7
sukhdev,20-03-2020,198,153,19,14,7,11
sukhdev,21-03-2020,175,155,18,12,7,9
sukhdev,22-03-2020,186,96,16,6,5,5
sukhdev,23-03-2020,163,87,15,6,5,4
sukhdev,24-03-2020,149,71,14,6,6,3
sukhdev,25-03-2020,134,62,10,4,4,3
sukhdev,26-03-2020,123,75,5,3,5,4
sukhdev,27-03-2020,134,39,4,3,3,1
sukhdev,28-03-2020,90,38,6,3,3,2
sukhdev,29-03-2020,87,60,10,2,4,2
sukhdev,30-03-2020,104,68,12,3,4,2
sukhdev,31-03-2020,121,68,12,3,4,1
sukhdev,01-04-2020,121,68,12,3,5,2
sukhdev,02-04-2020,114,66,13,2,4,1
sukhdev,03-04-2020,113,72,18,3,4,2
sukhdev,04-04-2020,119,78,15,5,4,3
sukhdev,05-04-2020,130,93,17,4,5,4
sukhdev,06-04-2020,148,94,14,4,5,3
sukhdev,07-04-2020,144,85,14,3,4,2
sukhdev,08-04-2020,108,74,16,3,4,1
sukhdev,09-04-2020,106,78,18,4,5,3
sukhdev,10-04-2020,121,99,17,5,6,4
sukhdev,11-04-2020,145,91,18,4,6,3
sukhdev,12-04-2020,134,87,16,3,6,3
sukhdev,13-04-2020,125,117,18,6,7,5
sukhdev,14-04-2020,152,144,8,7,6,6
sukhdev,15-04-2020,168,157,13,7,4,6
sukhdev,16-04-2020,164,143,14,4,6,5
sukhdev,17-04-2020,145,77,16,2,4,2
sukhdev,18-04-2020,86,82,16,2,4,2
sukhdev,19-04-2020,101,76,11,4,4,3
sukhdev,20-04-2020,110,96,6,5,5,4
sukhdev,21-04-2020,124,82,13,3,5,3
sukhdev,22-04-2020,121,109,17,4,8,4
sukhdev,23-04-2020,147,107,15,5,6,5
sukhdev,24-04-2020,143,103,18,6,6,4
sukhdev,25-04-2020,151,77,18,3,5,2
sukhdev,26-04-2020,91,85,11,3,5,2
sukhdev,27-04-2020,107,55,15,2,4,2
sukhdev,28-04-2020,96,74,16,3,5,3
sukhdev,29-04-2020,130,89,18,3,5,3
sukhdev,30-04-2020,147,89,19,3,,4
sukhdev,01-05-2020,148,112,10,3,,5
sukhdev,02-05-2020,161,85,13,2,,1
sukhdev,03-05-2020,116,68,7,2,,2
sukhdev,04-05-2020,107,54,14,2,,3
sukhdev,05-05-2020,,86,16,4,,4
sukhdev,06-05-2020,,132,16,5,5,5
sukhdev,07-05-2020,158,68,24,3,4,3
sukhdev,08-05-2020,93,91,26,5,4,4
sukhdev,09-05-2020,141,96,26,3,4,4
sukhdev,10-05-2020,151,163,17,3,3,3
sukhdev,11-05-2020,105,84,25,4,3,4
sukhdev,12-05-2020,130,80,27,3,4,3
sukhdev,13-05-2020,128,117,17,6,5,6
sukhdev,14-05-2020,172,88,15,5,3,5
sukhdev,15-05-2020,152,90,23,6,4,6
sukhdev,16-05-2020,134,119,27,7,4,9
sukhdev,17-05-2020,168,146,29,11,5,9
sukhdev,18-05-2020,187,162,29,11,7,8
sukhdev,19-05-2020,199,163,31,14,5,10
sukhdev,20-05-2020,190,127,31,8,6,7
sukhdev,21-05-2020,157,128,28,10,5,7
sukhdev,22-05-2020,135,186,35,17,9,11
sukhdev,23-05-2020,191,138,22,16,5,9
sukhdev,24-05-2020,153,111,8,5,7,7
sukhdev,25-05-2020,127,128,7,4,6,8
sukhdev,26-05-2020,156,147,12,4,5,8
sukhdev,27-05-2020,135,123,22,6,3,6
sukhdev,28-05-2020,125,162,14,3,2,6
sukhdev,29-05-2020,101,62,12,5,2,4
sukhdev,30-05-2020,83,54,15,4,1,4
sukhdev,31-05-2020,83,45,11,4,1,5
sukhdev,01-06-2020,79,72,18,5,4,6
sukhdev,02-06-2020,125,83,14,5,3,5
sukhdev,03-06-2020,125,89,19,8,3,6
sukhdev,04-06-2020,134,118,12,13,6,7
sukhdev,05-06-2020,160,77,18,11,2,6
sukhdev,06-06-2020,119,74,21,8,3,6
sukhdev,07-06-2020,113,70,14,8,3,5
sukhdev,08-06-2020,112,85,16,9,5,6
sukhdev,09-06-2020,133,103,11,13,5,8
sukhdev,10-06-2020,145,108,11,13,4,7
sukhdev,11-06-2020,138,101,10,10,4,7
sukhdev,12-06-2020,133,109,11,12,2,9
sukhdev,13-06-2020,153,91,6,11,2,7
sukhdev,14-06-2020,140,110,5,11,6,5
sukhdev,15-06-2020,161,95,16,8,3,8
sukhdev,16-06-2020,129,81,19,12,3,8
sukhdev,17-06-2020,108,75,13,7,2,5
sukhdev,18-06-2020,103,78,16,10,2,7
sukhdev,19-06-2020,110,135,10,8,2,7
sukhdev,20-06-2020,136,80,9,10,2,6
sukhdev,21-06-2020,101,79,8,12,3,8
sukhdev,22-06-2020,125,69,11,9,2,6
sukhdev,23-06-2020,125,60,3,7,2,5
sukhdev,24-06-2020,96,61,4,8,2,5
sukhdev,25-06-2020,112,67,5,9,2,5
sukhdev,26-06-2020,113,89,2,10,3,7
sukhdev,27-06-2020,139,170,1,,,9
sukhdev,28-06-2020,,246,1,,4,9
sukhdev,29-06-2020,,129,8,,2,2
sukhdev,30-06-2020,,78,12,,3,
sukhdev,01-07-2020,,90,15,,3,
sukhdev,02-07-2020,,118,19,,2,
sukhdev,03-07-2020,,111,21,,2,55
sukhdev,04-07-2020,132,78,10,,2,
sukhdev,05-07-2020,125,48,2,,2,
sukhdev,06-07-2020,85,48,2,,2,18
sukhdev,07-07-2020,136,72,4,,2,7
sukhdev,08-07-2020,84,48,3,3,2,6
sukhdev,09-07-2020,89,52,3,7,1,4
sukhdev,10-07-2020,123,71,4,8,,7
sukhdev,11-07-2020,85,62,4,7,,10
sukhdev,12-07-2020,74,53,5,7,1,29
sukhdev,13-07-2020,76,49,6,8,,6
sukhdev,14-07-2020,89,90,6,6,,4
sukhdev,15-07-2020,102,103,6,5,,13
sukhdev,16-07-2020,116,86,7,5,,19
sukhdev,17-07-2020,95,65,1,5,,
sukhdev,18-07-2020,129,70,1,5,,
sukhdev,19-07-2020,118,74,2,6,,6
sukhdev,20-07-2020,77,49,2,6,,15
sukhdev,21-07-2020,74,49,6,7,,14
sukhdev,22-07-2020,73,43,4,7,,10
sukhdev,23-07-2020,92,50,2,6,,
sukhdev,24-07-2020,108,65,8,8,,8
sukhdev,25-07-2020,137,83,9,9,,6
sukhdev,26-07-2020,103,61,2,6,,9
sukhdev,27-07-2020,123,76,5,9,,8
sukhdev,28-07-2020,115,80,1,8,,
sukhdev,29-07-2020,80,68,2,6,,6
sukhdev,30-07-2020,77,68,2,8,,5
sukhdev,31-07-2020,64,41,5,6,,6
sukhdev,01-08-2020,124,71,4,9,,6
sukhdev,02-08-2020,105,63,4,8,,4
sukhdev,03-08-2020,84,57,2,6,,4
sukhdev,04-08-2020,85,58,5,5,1,3
sukhdev,05-08-2020,77,74,3,8,,6
sukhdev,06-08-2020,120,58,1,5,,4
sukhdev,07-08-2020,69,67,2,7,1,7
sukhdev,08-08-2020,93,83,30,8,1,6
sukhdev,09-08-2020,139,51,2,6,,5
sukhdev,10-08-2020,93,62,3,8,1,6
sukhdev,11-08-2020,117,71,1,12,,7
sukhdev,12-08-2020,130,54,1,5,,5
sukhdev,13-08-2020,69,35,1,7,,5
sukhdev,14-08-2020,68,50,3,7,1,7
sukhdev,15-08-2020,89,62,2,7,,7
sukhdev,16-08-2020,116,46,4,8,,9
sukhdev,17-08-2020,80,55,6,8,,6
sukhdev,18-08-2020,99,64,,10,,6
sukhdev,19-08-2020,100,49,5,10,,9
sukhdev,20-08-2020,79,41,5,8,,6
sukhdev,21-08-2020,80,52,5,7,,5
sukhdev,22-08-2020,77,51,2,5,,5
sukhdev,23-08-2020,67,46,12,5,,6
sukhdev,24-08-2020,68,46,3,7,,5
sukhdev,25-08-2020,69,48,3,8,,7
sukhdev,26-08-2020,68,52,3,6,,6
sukhdev,27-08-2020,61,57,2,5,1,5
sukhdev,28-08-2020,77,65,6,8,,7
sukhdev,29-08-2020,106,70,6,8,1,8
sukhdev,30-08-2020,117,51,5,5,1,4
sukhdev,31-08-2020,75,40,3,7,,6
sukhdev,01-09-2020,54,55,7,9,,7
sukhdev,02-09-2020,64,62,17,8,,7
sukhdev,03-09-2020,80,72,6,10,1,7
sukhdev,04-09-2020,112,77,3,12,1,8
sukhdev,05-09-2020,133,82,7,9,1,7
sukhdev,06-09-2020,132,45,6,5,1,5
sukhdev,07-09-2020,93,72,4,9,1,7
sukhdev,08-09-2020,127,65,7,6,1,5
sukhdev,09-09-2020,107,84,2,7,1,7
sukhdev,10-09-2020,145,88,2,8,1,7
sukhdev,11-09-2020,142,93,1,8,2,5
sukhdev,12-09-2020,142,101,1,6,1,5
sukhdev,13-09-2020,147,105,7,8,2,9
sukhdev,14-09-2020,159,104,3,8,2,8
sukhdev,15-09-2020,156,107,1,8,1,9
sukhdev,16-09-2020,161,103,3,8,1,8
sukhdev,17-09-2020,152,124,4,6,2,8
sukhdev,18-09-2020,170,84,7,6,,6
sukhdev,19-09-2020,125,94,26,6,1,7
sukhdev,20-09-2020,151,111,4,7,1,8
sukhdev,21-09-2020,154,99,8,5,1,6
sukhdev,22-09-2020,154,86,6,9,2,9
sukhdev,23-09-2020,124,69,6,7,1,7
sukhdev,24-09-2020,90,79,11,7,2,9
sukhdev,25-09-2020,123,101,18,9,2,8
sukhdev,26-09-2020,146,116,4,10,2,10
sukhdev,27-09-2020,142,95,11,8,2,10
sukhdev,28-09-2020,116,125,11,9,3,8
sukhdev,29-09-2020,152,129,11,7,2,7
sukhdev,30-09-2020,159,113,13,7,2,7
sukhdev,01-10-2020,146,122,13,9,2,8
sukhdev,02-10-2020,152,132,15,8,2,8
sukhdev,03-10-2020,167,124,13,10,2,8
sukhdev,04-10-2020,161,129,16,11,3,8
sukhdev,05-10-2020,167,133,18,10,3,9
sukhdev,06-10-2020,157,147,17,13,3,11
sukhdev,07-10-2020,165,156,20,12,3,9
sukhdev,08-10-2020,181,138,20,11,2,8
sukhdev,09-10-2020,168,142,17,11,1,8
sukhdev,10-10-2020,173,141,21,10,3,9
sukhdev,11-10-2020,176,147,20,11,4,8
sukhdev,12-10-2020,182,203,24,16,3,17
sukhdev,13-10-2020,201,234,15,17,3,16
sukhdev,14-10-2020,227,228,12,15,3,17
sukhdev,15-10-2020,214,205,44,11,2,9
sukhdev,16-10-2020,223,233,16,16,2,13
sukhdev,17-10-2020,193,270,20,15,3,12
sukhdev,18-10-2020,217,197,19,13,2,9
sukhdev,19-10-2020,190,204,22,13,2,10
sukhdev,20-10-2020,201,186,21,16,2,12
sukhdev,21-10-2020,184,274,25,19,3,23
sukhdev,22-10-2020,200,365,26,23,4,23
sukhdev,23-10-2020,257,351,32,23,5,21
sukhdev,24-10-2020,305,315,22,25,4,21
sukhdev,25-10-2020,282,307,29,29,5,27
sukhdev,26-10-2020,263,256,19,19,4,18
sukhdev,27-10-2020,258,236,19,15,4,15
sukhdev,28-10-2020,242,261,18,21,4,20
sukhdev,29-10-2020,242,424,29,30,5,28
sukhdev,30-10-2020,331,337,17,18,4,15
sukhdev,31-10-2020,318,344,18,11,4,11
sukhdev,01-11-2020,338,365,20,15,5,13
sukhdev,02-11-2020,339,233,16,18,4,20
sukhdev,03-11-2020,240,278,17,22,4,28
sukhdev,04-11-2020,228,511,7,25,4,27
sukhdev,05-11-2020,395,439,17,22,3,24
sukhdev,06-11-2020,394,410,15,22,4,23
sukhdev,07-11-2020,355,463,19,21,4,24
sukhdev,08-11-2020,396,486,17,23,4,27
sukhdev,09-11-2020,409,741,15,25,4,28
sukhdev,10-11-2020,579,796,24,30,4,46
sukhdev,11-11-2020,635,436,21,22,4,38
sukhdev,12-11-2020,330,361,126,20,3,34
sukhdev,13-11-2020,291,386,23,23,3,26
sukhdev,14-11-2020,317,612,29,26,8,29
sukhdev,15-11-2020,530,350,19,19,10,16
sukhdev,16-11-2020,395,105,11,10,3,7
sukhdev,17-11-2020,175,98,14,9,2,5
sukhdev,18-11-2020,160,163,21,12,1,11
sukhdev,19-11-2020,200,190,24,16,2,12
sukhdev,20-11-2020,221,178,23,13,1,9
sukhdev,21-11-2020,244,164,20,11,3,9
sukhdev,22-11-2020,210,204,,15,2,13
sukhdev,23-11-2020,235,331,21,22,3,25
sukhdev,24-11-2020,291,424,23,29,2,29
sukhdev,25-11-2020,348,607,22,26,4,22
sukhdev,26-11-2020,477,,,,,
stadium,20-01-2018,,360,5,31,11,16
stadium,21-01-2018,316,,,,,
stadium,22-01-2018,,257,31,39,9,21
stadium,23-01-2018,235,251,8,36,5,17
stadium,24-01-2018,263,171,22,25,8,16
stadium,25-01-2018,225,153,16,22,7,13
stadium,26-01-2018,214,211,16,27,7,19
stadium,27-01-2018,262,242,25,31,8,17
stadium,28-01-2018,272,221,26,31,5,23
stadium,29-01-2018,245,229,24,30,5,18
stadium,30-01-2018,239,192,27,28,9,9
stadium,31-01-2018,227,171,27,25,9,12
stadium,01-02-2018,219,213,28,39,14,18
stadium,02-02-2018,231,201,23,34,10,16
stadium,03-02-2018,222,159,33,34,11,11
stadium,04-02-2018,185,176,35,32,9,13
stadium,05-02-2018,207,242,21,42,12,20
stadium,06-02-2018,250,184,25,36,11,16
stadium,07-02-2018,215,161,38,34,12,14
stadium,08-02-2018,198,230,5,43,9,35
stadium,09-02-2018,266,215,39,46,15,24
stadium,10-02-2018,212,291,50,57,12,40
stadium,11-02-2018,263,225,19,46,11,29
stadium,12-02-2018,232,108,14,18,9,7
stadium,13-02-2018,163,118,27,30,10,12
stadium,14-02-2018,183,97,27,20,8,6
stadium,15-02-2018,145,109,30,22,10,8
stadium,16-02-2018,164,157,33,32,12,11
stadium,17-02-2018,212,164,33,32,13,12
stadium,18-02-2018,209,177,42,33,10,14
stadium,19-02-2018,197,207,49,43,12,25
stadium,20-02-2018,215,242,48,45,12,24
stadium,21-02-2018,236,256,50,60,12,40
stadium,22-02-2018,219,214,34,41,13,20
stadium,23-02-2018,211,209,38,46,13,26
stadium,24-02-2018,204,288,26,44,12,22
stadium,25-02-2018,234,169,30,25,13,10
stadium,26-02-2018,182,106,27,18,9,5
stadium,27-02-2018,146,120,29,26,10,9
stadium,28-02-2018,159,193,43,33,12,18
stadium,01-03-2018,190,164,30,34,11,18
stadium,02-03-2018,176,155,30,37,10,22
stadium,03-03-2018,177,152,29,28,12,12
stadium,04-03-2018,167,138,28,23,11,9
stadium,05-03-2018,159,110,34,25,10,9
stadium,06-03-2018,140,113,27,24,11,7
stadium,07-03-2018,145,142,18,31,12,9
stadium,08-03-2018,171,126,78,23,19,8
stadium,09-03-2018,166,141,40,23,19,7
stadium,10-03-2018,172,112,28,25,12,7
stadium,11-03-2018,150,148,35,30,11,11
stadium,12-03-2018,153,155,32,33,13,14
stadium,13-03-2018,170,174,22,48,14,23
stadium,14-03-2018,166,255,29,43,11,23
stadium,15-03-2018,177,206,17,31,13,11
stadium,16-03-2018,173,189,29,28,16,11
stadium,17-03-2018,180,151,14,24,15,7
stadium,18-03-2018,181,,,,,
stadium,19-03-2018,,115,30,35,14,11
stadium,20-03-2018,141,174,36,45,16,21
stadium,21-03-2018,180,265,39,36,21,18
stadium,22-03-2018,220,124,37,24,17,8
stadium,23-03-2018,164,101,16,29,11,8
stadium,24-03-2018,154,120,37,28,11,7
stadium,25-03-2018,154,137,38,27,13,8
stadium,26-03-2018,154,127,33,28,12,9
stadium,27-03-2018,155,144,25,41,13,17
stadium,28-03-2018,159,172,42,36,13,16
stadium,29-03-2018,157,140,32,31,14,10
stadium,30-03-2018,168,165,45,37,13,11
stadium,31-03-2018,174,272,31,34,13,15
stadium,01-04-2018,199,136,15,36,11,10
stadium,02-04-2018,162,151,46,34,13,14
stadium,03-04-2018,169,180,19,46,13,17
stadium,04-04-2018,176,165,45,41,12,15
