city,date,pm25,pm10,o3,no2,so2,co
stadium,05-04-2018,173,282,58,40,18,20
stadium,06-04-2018,206,149,48,30,17,11
stadium,07-04-2018,168,96,42,23,10,7
stadium,08-04-2018,119,97,39,22,12,6
stadium,09-04-2018,127,83,28,21,11,6
stadium,10-04-2018,108,173,41,28,13,16
stadium,11-04-2018,175,102,30,16,8,5
stadium,12-04-2018,146,89,58,29,9,11
stadium,13-04-2018,116,112,43,39,8,14
stadium,14-04-2018,135,155,44,44,10,20
stadium,15-04-2018,156,175,64,50,12,22
stadium,16-04-2018,178,264,25,52,13,25
stadium,17-04-2018,201,117,29,38,8,8
stadium,18-04-2018,147,138,32,24,6,5
stadium,19-04-2018,157,177,30,37,11,10
stadium,20-04-2018,169,326,24,24,10,7
stadium,21-04-2018,192,457,35,20,8,5
stadium,22-04-2018,211,143,30,25,14,5
stadium,23-04-2018,144,124,41,34,7,4
stadium,24-04-2018,104,216,54,44,11,18
stadium,25-04-2018,176,201,42,51,10,24
stadium,26-04-2018,183,365,101,51,13,45
stadium,27-04-2018,223,280,39,33,9,14
stadium,28-04-2018,185,223,44,19,10,8
stadium,29-04-2018,163,178,68,28,10,10
stadium,30-04-2018,162,151,55,27,10,10
stadium,01-05-2018,156,109,33,16,6,10
stadium,02-05-2018,125,107,31,17,6,7
stadium,03-05-2018,124,107,17,22,9,7
stadium,04-05-2018,116,97,32,25,8,8
stadium,05-05-2018,114,125,50,35,7,12
stadium,06-05-2018,143,305,23,55,10,32
stadium,07-05-2018,179,302,45,46,12,21
stadium,08-05-2018,187,363,,,3,3
stadium,09-05-2018,162,138,65,30,12,8
stadium,10-05-2018,156,146,84,46,7,14
stadium,11-05-2018,162,230,79,53,12,21
stadium,12-05-2018,178,293,70,51,14,24
stadium,13-05-2018,191,186,35,24,11,8
stadium,14-05-2018,147,96,37,26,11,7
stadium,15-05-2018,119,128,46,33,8,11
stadium,16-05-2018,150,147,48,30,7,9
stadium,17-05-2018,156,209,65,23,13,9
stadium,18-05-2018,192,180,52,27,14,9
stadium,19-05-2018,186,206,62,41,10,19
stadium,20-05-2018,195,148,67,30,11,10
stadium,21-05-2018,174,146,56,25,12,8
stadium,22-05-2018,169,154,25,48,13,16
stadium,23-05-2018,171,276,97,56,13,22
stadium,24-05-2018,190,286,36,55,12,20
stadium,25-05-2018,185,162,66,50,9,18
stadium,26-05-2018,148,193,82,49,14,17
stadium,27-05-2018,177,264,72,48,8,18
stadium,28-05-2018,194,213,88,45,14,10
stadium,29-05-2018,189,288,79,44,9,13
stadium,30-05-2018,196,181,44,17,8,7
stadium,31-05-2018,168,153,50,25,9,8
stadium,01-06-2018,167,130,48,14,7,6
stadium,02-06-2018,158,,,,,
stadium,03-06-2018,,96,57,15,6,6
stadium,04-06-2018,137,113,48,15,6,6
stadium,05-06-2018,149,94,41,15,6,6
stadium,06-06-2018,143,110,32,20,7,7
stadium,07-06-2018,148,102,68,23,9,8
stadium,08-06-2018,154,114,30,18,5,8
stadium,09-06-2018,156,117,30,15,5,7
stadium,10-06-2018,132,101,73,26,5,9
stadium,11-06-2018,144,130,53,26,5,7
stadium,12-06-2018,158,442,29,21,5,6
stadium,13-06-2018,256,890,21,15,4,4
stadium,14-06-2018,390,703,22,15,5,4
stadium,15-06-2018,347,495,22,13,6,4
stadium,16-06-2018,252,332,25,13,7,5
stadium,17-06-2018,224,150,28,11,6,5
stadium,18-06-2018,172,98,32,20,8,7
stadium,19-06-2018,158,89,52,17,7,5
stadium,20-06-2018,143,125,80,28,8,9
stadium,21-06-2018,167,158,71,28,8,7
stadium,22-06-2018,182,128,101,33,8,12
stadium,23-06-2018,171,136,74,35,9,11
stadium,24-06-2018,177,130,61,25,10,8
stadium,25-06-2018,165,302,38,19,7,8
stadium,26-06-2018,182,106,24,18,12,6
stadium,27-06-2018,151,58,14,13,5,7
stadium,28-06-2018,105,42,21,14,5,6
stadium,29-06-2018,67,57,20,14,5,7
stadium,30-06-2018,95,57,23,18,6,7
stadium,01-07-2018,105,55,24,15,5,8
stadium,02-07-2018,92,65,25,10,5,4
stadium,03-07-2018,99,77,41,21,5,10
stadium,04-07-2018,124,75,40,17,6,11
stadium,05-07-2018,121,95,46,24,6,6
stadium,06-07-2018,138,102,31,23,5,
stadium,07-07-2018,149,99,48,19,5,
stadium,08-07-2018,151,126,68,26,6,
stadium,09-07-2018,154,105,40,18,5,
stadium,10-07-2018,153,71,31,11,5,
stadium,11-07-2018,116,66,25,17,5,
stadium,12-07-2018,113,78,51,17,5,
stadium,13-07-2018,128,41,14,14,5,28
stadium,14-07-2018,80,60,51,14,5,9
stadium,15-07-2018,93,54,12,13,5,
stadium,16-07-2018,86,61,5,17,5,11
stadium,17-07-2018,94,61,24,15,4,5
stadium,18-07-2018,91,76,111,14,4,6
stadium,19-07-2018,102,65,69,13,4,5
stadium,20-07-2018,97,53,14,21,4,8
stadium,21-07-2018,97,63,34,21,4,8
stadium,22-07-2018,116,30,12,15,4,6
stadium,23-07-2018,70,36,17,15,4,6
stadium,24-07-2018,80,56,67,18,4,7
stadium,25-07-2018,101,40,9,16,4,6
stadium,26-07-2018,80,33,5,15,4,6
stadium,27-07-2018,77,24,6,13,4,6
stadium,28-07-2018,64,44,12,13,4,6
stadium,29-07-2018,86,79,19,15,4,6
stadium,30-07-2018,112,79,21,15,4,6
stadium,31-07-2018,101,106,12,19,4,7
stadium,01-08-2018,146,119,18,17,4,6
stadium,02-08-2018,139,159,15,14,4,5
stadium,03-08-2018,157,157,10,16,4,5
stadium,04-08-2018,161,149,17,17,4,5
stadium,05-08-2018,162,144,7,13,4,4
stadium,06-08-2018,160,88,29,18,4,7
stadium,07-08-2018,138,76,53,16,6,9
stadium,08-08-2018,117,52,23,15,4,7
stadium,09-08-2018,88,71,79,14,4,6
stadium,10-08-2018,103,89,21,22,5,11
stadium,11-08-2018,126,64,10,19,4,7
stadium,12-08-2018,119,58,11,14,4,4
stadium,13-08-2018,81,63,18,16,4,6
stadium,14-08-2018,100,84,24,20,4,8
stadium,15-08-2018,124,78,26,13,4,5
stadium,16-08-2018,105,56,22,21,5,10
stadium,17-08-2018,99,69,53,13,4,8
stadium,18-08-2018,106,61,12,19,5,8
stadium,19-08-2018,100,67,33,22,5,9
stadium,20-08-2018,114,87,62,22,4,8
stadium,21-08-2018,134,46,21,15,5,6
stadium,22-08-2018,83,55,17,16,6,7
stadium,23-08-2018,85,52,8,14,5,5
stadium,24-08-2018,83,57,13,14,4,5
stadium,25-08-2018,69,49,13,12,4,4
stadium,26-08-2018,71,54,20,10,5,4
stadium,27-08-2018,83,42,63,18,6,8
stadium,28-08-2018,79,45,17,17,5,8
stadium,29-08-2018,79,36,8,16,4,7
stadium,30-08-2018,74,60,29,18,5,9
stadium,31-08-2018,103,97,17,17,4,7
stadium,01-09-2018,134,73,7,23,4,11
stadium,02-09-2018,117,56,41,15,4,9
stadium,03-09-2018,95,52,38,19,5,10
stadium,04-09-2018,92,76,16,29,5,16
stadium,05-09-2018,122,63,17,18,4,7
stadium,06-09-2018,115,84,30,16,4,10
stadium,07-09-2018,127,63,22,23,5,11
stadium,08-09-2018,101,52,24,14,5,6
stadium,09-09-2018,97,30,29,10,5,3
stadium,10-09-2018,70,54,15,15,5,5
stadium,11-09-2018,88,48,17,13,5,6
stadium,12-09-2018,79,60,9,13,5,4
stadium,13-09-2018,94,67,12,12,5,4
stadium,14-09-2018,87,72,18,14,5,5
stadium,15-09-2018,95,72,20,16,5,7
stadium,16-09-2018,104,78,18,17,5,6
stadium,17-09-2018,115,93,30,18,5,8
stadium,18-09-2018,134,82,37,17,5,5
stadium,19-09-2018,137,92,45,22,6,9
stadium,20-09-2018,144,91,59,30,7,12
stadium,21-09-2018,152,67,18,17,6,5
stadium,22-09-2018,101,30,12,12,5,4
stadium,23-09-2018,66,30,16,9,5,4
stadium,24-09-2018,74,22,7,13,5,5
stadium,25-09-2018,61,27,13,14,5,6
stadium,26-09-2018,65,71,38,18,5,9
stadium,27-09-2018,93,77,46,22,5,19
stadium,28-09-2018,155,128,42,31,6,26
stadium,29-09-2018,151,130,42,32,5,21
stadium,30-09-2018,157,87,42,24,6,9
stadium,01-10-2018,131,81,52,29,6,13
stadium,02-10-2018,142,102,45,23,5,12
stadium,03-10-2018,151,98,59,31,6,12
stadium,04-10-2018,136,133,79,34,8,15
stadium,05-10-2018,162,165,76,37,8,23
stadium,06-10-2018,171,128,38,30,6,14
stadium,07-10-2018,150,130,53,30,7,17
stadium,08-10-2018,164,108,80,38,8,22
stadium,09-10-2018,176,122,50,38,8,19
stadium,10-10-2018,170,130,32,29,6,13
stadium,11-10-2018,171,122,26,24,6,10
stadium,12-10-2018,153,114,50,27,7,10
stadium,13-10-2018,159,132,46,34,8,19
stadium,14-10-2018,179,140,45,31,6,13
stadium,15-10-2018,165,181,56,39,7,22
stadium,16-10-2018,184,257,42,46,7,31
stadium,17-10-2018,208,258,61,39,7,24
stadium,18-10-2018,190,222,34,43,7,36
stadium,19-10-2018,184,198,83,38,7,17
stadium,20-10-2018,197,167,66,34,8,15
stadium,21-10-2018,213,213,45,37,10,16
stadium,22-10-2018,211,160,44,35,7,16
stadium,23-10-2018,179,172,48,42,7,19
stadium,24-10-2018,172,227,65,53,11,33
stadium,25-10-2018,206,274,60,56,13,35
stadium,26-10-2018,228,293,41,53,9,39
stadium,27-10-2018,235,277,50,58,8,38
stadium,28-10-2018,231,275,62,40,8,30
stadium,29-10-2018,251,296,50,49,7,30
stadium,30-10-2018,266,340,51,55,9,38
stadium,31-10-2018,289,335,15,54,8,44
stadium,01-11-2018,264,292,7,38,7,50
stadium,02-11-2018,284,206,34,52,12,21
stadium,03-11-2018,217,172,33,27,7,13
stadium,04-11-2018,207,107,39,21,8,8
stadium,05-11-2018,154,402,32,32,6,17
stadium,06-11-2018,416,138,38,32,7,11
stadium,07-11-2018,164,152,51,28,7,12
stadium,08-11-2018,201,511,23,47,11,28
stadium,09-11-2018,479,296,55,53,7,34
stadium,10-11-2018,317,267,33,57,8,36
stadium,11-11-2018,304,255,51,53,7,39
stadium,12-11-2018,285,306,55,57,7,44
stadium,13-11-2018,300,272,21,49,7,37
stadium,14-11-2018,290,139,27,35,6,19
stadium,15-11-2018,197,111,28,31,6,13
stadium,16-11-2018,171,132,34,29,6,10
stadium,17-11-2018,194,146,39,36,6,15
stadium,18-11-2018,191,156,47,41,6,23
stadium,19-11-2018,207,185,38,38,6,14
stadium,20-11-2018,237,256,47,47,8,27
stadium,21-11-2018,253,251,44,37,6,20
stadium,22-11-2018,267,162,31,49,8,21
stadium,23-11-2018,180,191,33,39,7,24
stadium,24-11-2018,216,139,29,27,7,12
stadium,25-11-2018,171,163,38,38,7,18
stadium,26-11-2018,178,248,38,48,9,33
stadium,27-11-2018,238,241,3,51,7,44
stadium,28-11-2018,237,285,1,52,8,43
stadium,29-11-2018,242,239,5,43,5,30
stadium,30-11-2018,233,246,13,35,6,23
stadium,01-12-2018,234,200,32,41,7,21
stadium,02-12-2018,201,210,34,47,7,31
stadium,03-12-2018,189,233,39,45,6,31
stadium,04-12-2018,202,223,32,51,7,37
stadium,05-12-2018,201,226,31,41,6,32
stadium,06-12-2018,202,255,34,50,7,40
stadium,07-12-2018,207,235,32,37,5,28
stadium,08-12-2018,202,234,43,41,7,29
stadium,09-12-2018,207,264,36,48,7,36
stadium,10-12-2018,211,336,29,44,6,41
stadium,11-12-2018,232,356,23,45,6,42
stadium,12-12-2018,269,260,53,34,5,25
stadium,13-12-2018,276,106,23,25,5,13
stadium,14-12-2018,164,118,6,28,4,12
stadium,15-12-2018,177,137,6,24,4,13
stadium,16-12-2018,189,150,15,16,5,14
stadium,17-12-2018,193,202,,14,4,24
stadium,18-12-2018,216,236,4,49,6,22
stadium,19-12-2018,274,229,19,43,7,21
stadium,20-12-2018,247,297,20,43,8,33
stadium,21-12-2018,287,320,21,42,7,28
stadium,22-12-2018,295,385,16,51,7,33
stadium,23-12-2018,323,456,20,45,6,44
stadium,24-12-2018,360,434,18,44,7,39
stadium,25-12-2018,339,325,21,35,5,24
stadium,26-12-2018,298,261,21,40,6,23
stadium,27-12-2018,248,328,15,44,7,37
stadium,28-12-2018,269,265,18,34,6,18
stadium,29-12-2018,241,348,20,36,7,22
stadium,30-12-2018,241,374,22,42,8,38
stadium,31-12-2018,279,,,,,
stadium,01-01-2019,,364,18,39,8,33
stadium,02-01-2019,273,440,15,43,6,42
stadium,03-01-2019,357,445,22,39,5,32
stadium,04-01-2019,373,284,8,38,5,23
stadium,05-01-2019,292,282,14,30,5,24
stadium,06-01-2019,272,179,17,29,4,15
stadium,07-01-2019,209,209,14,28,6,19
stadium,08-01-2019,216,154,19,27,5,12
stadium,09-01-2019,202,143,22,27,5,12
stadium,10-01-2019,192,171,21,34,6,18
stadium,11-01-2019,192,328,15,47,10,42
stadium,12-01-2019,259,304,26,46,6,38
stadium,13-01-2019,277,299,24,38,6,24
stadium,14-01-2019,299,102,21,24,6,7
stadium,15-01-2019,157,132,16,29,6,12
stadium,16-01-2019,175,270,12,45,10,32
stadium,17-01-2019,248,451,16,53,7,41
stadium,18-01-2019,333,251,22,37,5,23
stadium,19-01-2019,257,312,20,44,6,30
stadium,20-01-2019,286,354,17,59,8,47
stadium,21-01-2019,284,186,12,28,4,19
stadium,22-01-2019,207,53,7,21,4,7
stadium,23-01-2019,114,144,14,27,6,18
stadium,24-01-2019,190,149,11,26,5,14
stadium,25-01-2019,189,81,16,23,5,6
stadium,26-01-2019,143,97,23,25,6,7
stadium,27-01-2019,151,117,18,26,6,9
stadium,28-01-2019,168,110,22,28,6,9
stadium,29-01-2019,164,136,24,32,8,13
stadium,30-01-2019,190,227,24,41,10,20
stadium,31-01-2019,262,265,18,38,8,24
stadium,01-02-2019,257,152,16,30,7,12
stadium,02-02-2019,207,169,12,21,5,12
stadium,03-02-2019,224,137,14,22,5,11
stadium,04-02-2019,191,136,23,32,6,17
stadium,05-02-2019,178,233,17,42,10,37
stadium,06-02-2019,237,178,10,27,6,17
stadium,07-02-2019,222,66,6,17,4,7
stadium,08-02-2019,133,94,18,24,5,9
stadium,09-02-2019,139,96,21,23,5,9
stadium,10-02-2019,147,152,20,30,6,16
stadium,11-02-2019,185,183,24,39,8,23
stadium,12-02-2019,198,209,29,47,8,28
stadium,13-02-2019,208,186,26,42,7,23
stadium,14-02-2019,207,140,11,29,5,13
stadium,15-02-2019,197,112,12,29,5,11
stadium,16-02-2019,185,,9,19,4,9
stadium,17-02-2019,175,,24,23,4,10
stadium,18-02-2019,164,,19,31,6,13
stadium,19-02-2019,170,,26,35,5,16
stadium,20-02-2019,180,,5,30,5,14
stadium,21-02-2019,161,,11,26,6,14
stadium,22-02-2019,144,75,13,22,4,11
stadium,23-02-2019,142,67,21,22,5,6
stadium,24-02-2019,110,,,,,
stadium,25-02-2019,,105,17,37,7,8
stadium,26-02-2019,151,84,16,27,6,7
stadium,27-02-2019,129,70,16,21,7,6
stadium,28-02-2019,131,102,,41,5,17
stadium,01-03-2019,162,103,30,31,5,14
stadium,02-03-2019,151,108,5,41,6,15
stadium,03-03-2019,166,76,16,25,5,10
stadium,04-03-2019,140,94,24,25,4,9
stadium,05-03-2019,157,78,27,25,5,9
stadium,06-03-2019,137,108,29,27,5,11
stadium,07-03-2019,158,115,39,32,7,16
stadium,08-03-2019,155,105,32,30,7,11
stadium,09-03-2019,152,94,29,25,7,7
stadium,10-03-2019,135,91,43,33,7,9
stadium,11-03-2019,135,123,31,37,7,12
stadium,12-03-2019,153,82,30,21,5,6
stadium,13-03-2019,124,135,18,38,10,13
stadium,14-03-2019,158,148,22,31,7,17
stadium,15-03-2019,176,99,23,29,6,11
stadium,16-03-2019,146,85,5,29,7,8
stadium,17-03-2019,129,107,27,30,8,9
stadium,18-03-2019,151,126,47,32,8,10
stadium,19-03-2019,176,114,36,30,7,6
stadium,20-03-2019,133,146,30,29,7,5
stadium,21-03-2019,158,,,,,
stadium,22-03-2019,,78,33,19,7,4
stadium,23-03-2019,85,84,36,19,6,5
stadium,24-03-2019,102,85,34,19,9,6
stadium,25-03-2019,120,90,30,22,10,7
stadium,26-03-2019,134,96,35,27,7,8
stadium,27-03-2019,134,91,43,29,8,8
stadium,28-03-2019,134,104,53,34,9,15
stadium,29-03-2019,129,127,51,36,8,17
stadium,30-03-2019,153,123,53,40,9,15
stadium,31-03-2019,153,105,36,25,8,8
stadium,01-04-2019,120,101,41,26,10,6
stadium,02-04-2019,125,116,61,34,11,9
stadium,03-04-2019,148,102,55,34,8,10
stadium,04-04-2019,139,152,65,42,10,22
stadium,05-04-2019,169,143,93,44,13,22
stadium,06-04-2019,170,186,67,25,11,9
stadium,07-04-2019,173,,,,,
stadium,08-04-2019,,231,44,27,9,8
stadium,09-04-2019,158,134,62,33,8,14
stadium,10-04-2019,155,133,51,35,7,19
stadium,11-04-2019,146,109,47,25,8,8
stadium,12-04-2019,148,131,38,21,8,7
stadium,13-04-2019,147,99,33,19,8,6
stadium,14-04-2019,128,88,42,22,11,6
stadium,15-04-2019,121,103,30,28,6,12
stadium,16-04-2019,134,176,23,17,5,8
stadium,17-04-2019,150,44,30,10,4,4
stadium,18-04-2019,66,62,67,12,6,6
stadium,19-04-2019,94,70,43,22,7,7
stadium,20-04-2019,107,104,65,36,9,11
stadium,21-04-2019,138,144,31,48,12,20
stadium,22-04-2019,174,169,86,27,18,12
stadium,23-04-2019,180,111,54,32,9,12
stadium,24-04-2019,150,144,54,35,7,11
stadium,25-04-2019,167,177,50,21,8,9
stadium,26-04-2019,169,127,42,29,8,9
stadium,27-04-2019,137,146,35,22,9,6
stadium,28-04-2019,150,145,37,24,9,7
stadium,29-04-2019,158,131,43,34,10,11
stadium,30-04-2019,130,184,11,50,12,18
stadium,01-05-2019,172,195,85,46,15,15
stadium,02-05-2019,174,159,40,25,10,9
stadium,03-05-2019,146,109,47,23,9,7
stadium,04-05-2019,114,110,51,31,8,9
stadium,05-05-2019,136,144,54,33,11,11
stadium,06-05-2019,156,144,55,40,9,16
stadium,07-05-2019,155,196,31,40,8,20
stadium,08-05-2019,197,212,37,35,8,19
stadium,09-05-2019,183,257,45,32,9,13
stadium,10-05-2019,196,197,37,20,7,7
stadium,11-05-2019,171,166,48,23,9,8
stadium,12-05-2019,173,406,52,27,7,10
stadium,13-05-2019,255,238,76,31,15,15
stadium,14-05-2019,229,76,58,22,6,8
stadium,15-05-2019,125,124,29,38,8,17
stadium,16-05-2019,156,165,49,30,6,12
stadium,17-05-2019,155,286,43,27,6,12
stadium,18-05-2019,172,65,45,20,5,7
stadium,19-05-2019,101,98,74,27,8,9
stadium,20-05-2019,148,122,62,33,9,13
stadium,21-05-2019,156,110,66,28,9,9
stadium,22-05-2019,153,113,27,38,6,12
stadium,23-05-2019,149,131,79,32,10,14
stadium,24-05-2019,167,76,27,22,5,9
stadium,25-05-2019,101,73,45,20,6,6
stadium,26-05-2019,99,80,59,24,9,7
stadium,27-05-2019,113,96,60,29,9,10
stadium,28-05-2019,127,96,66,31,9,9
stadium,29-05-2019,106,105,73,40,11,13
stadium,30-05-2019,132,119,64,42,9,17
stadium,31-05-2019,140,192,91,38,10,15
stadium,01-06-2019,170,157,104,33,10,16
stadium,02-06-2019,166,128,57,16,8,9
stadium,03-06-2019,155,186,40,12,5,8
stadium,04-06-2019,146,98,57,18,7,9
stadium,05-06-2019,121,114,61,27,8,11
stadium,06-06-2019,154,140,77,26,9,10
stadium,07-06-2019,159,93,89,20,10,8
stadium,08-06-2019,131,123,82,36,7,15
stadium,09-06-2019,151,202,99,42,11,27
stadium,10-06-2019,179,149,78,43,7,21
stadium,11-06-2019,145,467,32,33,5,15
stadium,12-06-2019,204,151,45,12,5,7
stadium,13-06-2019,117,125,48,21,5,9
stadium,14-06-2019,132,99,64,43,4,11
stadium,15-06-2019,128,146,58,49,7,12
stadium,16-06-2019,165,96,25,10,4,5
stadium,17-06-2019,111,82,29,19,5,6
stadium,18-06-2019,114,54,37,21,3,7
stadium,19-06-2019,81,135,87,24,5,10
stadium,20-06-2019,161,84,97,15,4,7
stadium,21-06-2019,100,110,63,33,6,11
stadium,22-06-2019,146,101,92,30,7,9
stadium,23-06-2019,145,72,44,9,4,7
stadium,24-06-2019,92,54,20,11,5,7
stadium,25-06-2019,66,73,76,20,5,9
stadium,26-06-2019,108,86,51,29,5,10
stadium,27-06-2019,137,119,48,29,6,10
stadium,28-06-2019,140,121,35,25,5,9
stadium,29-06-2019,131,141,30,21,4,9
stadium,30-06-2019,132,172,35,21,4,12
stadium,01-07-2019,149,88,8,19,5,6
stadium,02-07-2019,127,146,53,15,5,8
stadium,03-07-2019,161,51,14,15,4,12
stadium,04-07-2019,64,62,12,17,4,10
stadium,05-07-2019,89,63,6,21,4,11
stadium,06-07-2019,119,50,26,15,5,8
stadium,07-07-2019,82,56,32,21,5,10
stadium,08-07-2019,91,84,31,23,5,10
stadium,09-07-2019,117,73,11,18,5,8
stadium,10-07-2019,103,148,13,14,5,8
stadium,11-07-2019,130,270,8,26,6,18
stadium,12-07-2019,163,229,4,15,5,18
stadium,13-07-2019,144,200,8,15,5,7
stadium,14-07-2019,145,181,6,13,5,7
stadium,15-07-2019,138,92,6,16,5,8
stadium,16-07-2019,97,65,9,17,4,8
stadium,17-07-2019,86,57,7,20,5,11
stadium,18-07-2019,87,52,8,20,4,11
stadium,19-07-2019,87,96,12,19,5,14
stadium,20-07-2019,138,72,16,22,5,11
stadium,21-07-2019,106,59,31,16,4,13
stadium,22-07-2019,99,80,8,17,4,15
stadium,23-07-2019,134,122,37,30,4,18
stadium,24-07-2019,154,118,9,25,4,17
stadium,25-07-2019,149,48,5,18,5,10
stadium,26-07-2019,65,49,11,16,4,8
stadium,27-07-2019,87,40,9,15,4,10
stadium,28-07-2019,76,33,4,9,4,7
stadium,29-07-2019,61,43,5,9,4,6
stadium,30-07-2019,55,64,17,17,6,9
stadium,31-07-2019,79,51,8,12,5,7
stadium,01-08-2019,71,60,9,15,4,8
stadium,02-08-2019,85,59,21,17,4,9
stadium,03-08-2019,89,60,11,18,5,10
stadium,04-08-2019,93,66,10,18,5,10
stadium,05-08-2019,118,71,6,18,4,11
stadium,06-08-2019,133,37,5,22,4,12
stadium,07-08-2019,67,59,44,18,6,12
stadium,08-08-2019,93,57,5,16,5,16
stadium,09-08-2019,71,47,6,10,6,8
stadium,10-08-2019,42,27,9,9,4,6
stadium,11-08-2019,49,48,5,12,4,7
stadium,12-08-2019,68,36,5,14,4,8
stadium,13-08-2019,56,43,5,15,4,9
stadium,14-08-2019,61,45,23,20,4,11
stadium,15-08-2019,90,45,5,14,4,9
stadium,16-08-2019,81,28,5,9,5,6
stadium,17-08-2019,52,9,4,8,4,8
stadium,18-08-2019,23,26,6,12,4,9
stadium,19-08-2019,47,66,9,18,4,13
stadium,20-08-2019,109,67,7,16,4,12
stadium,21-08-2019,111,83,7,18,4,10
stadium,22-08-2019,110,89,6,24,4,11
stadium,23-08-2019,111,96,6,23,4,21
stadium,24-08-2019,127,94,4,26,4,16
stadium,25-08-2019,146,48,4,16,4,9
stadium,26-08-2019,83,49,5,14,4,9
stadium,27-08-2019,66,69,7,18,4,13
stadium,28-08-2019,93,68,5,17,5,11
stadium,29-08-2019,94,62,6,15,3,8
stadium,30-08-2019,87,65,5,18,4,9
stadium,31-08-2019,91,87,11,26,4,14
stadium,01-09-2019,119,55,27,17,4,9
stadium,02-09-2019,77,75,9,21,4,10
stadium,03-09-2019,113,94,8,21,3,13
stadium,04-09-2019,146,94,11,22,2,11
stadium,05-09-2019,152,60,7,16,2,10
stadium,06-09-2019,87,59,7,17,2,10
stadium,07-09-2019,87,56,7,15,3,10
stadium,08-09-2019,85,58,17,14,3,9
stadium,09-09-2019,87,85,8,17,2,13
stadium,10-09-2019,137,95,7,19,3,14
stadium,11-09-2019,148,106,8,26,3,13
stadium,12-09-2019,157,82,6,18,3,10
stadium,13-09-2019,133,56,8,14,3,8
stadium,14-09-2019,83,50,19,12,4,7
stadium,15-09-2019,75,56,15,15,4,9
stadium,16-09-2019,98,81,9,20,3,12
stadium,17-09-2019,130,90,11,21,3,11
stadium,18-09-2019,132,63,9,15,4,7
stadium,19-09-2019,94,41,6,10,3,7
stadium,20-09-2019,64,60,6,15,3,9
stadium,21-09-2019,87,69,6,13,5,8
stadium,22-09-2019,104,,,,,
stadium,23-09-2019,,63,7,17,5,9
stadium,24-09-2019,95,68,15,17,4,9
stadium,25-09-2019,97,66,10,17,4,9
stadium,26-09-2019,86,42,5,11,3,7
stadium,27-09-2019,58,47,4,12,6,7
stadium,28-09-2019,49,51,3,11,5,7
stadium,29-09-2019,63,27,3,9,3,6
stadium,30-09-2019,42,50,3,13,3,9
stadium,01-10-2019,79,58,3,14,3,9
stadium,02-10-2019,86,70,6,18,5,10
stadium,03-10-2019,105,88,36,22,5,21
stadium,04-10-2019,138,65,7,19,4,12
stadium,05-10-2019,116,70,6,17,3,10
stadium,06-10-2019,100,88,7,19,4,11
stadium,07-10-2019,134,87,5,17,3,9
stadium,08-10-2019,129,76,7,19,4,9
stadium,09-10-2019,104,113,9,29,4,19
stadium,10-10-2019,151,116,35,32,5,18
stadium,11-10-2019,160,122,7,38,5,15
stadium,12-10-2019,170,130,8,38,6,19
stadium,13-10-2019,170,164,10,40,7,19
stadium,14-10-2019,184,130,7,33,6,20
stadium,15-10-2019,173,141,10,35,6,27
stadium,16-10-2019,180,153,18,32,6,21
stadium,17-10-2019,185,130,2,27,5,15
stadium,18-10-2019,174,120,2,22,5,11
stadium,19-10-2019,159,107,4,33,7,14
stadium,20-10-2019,142,117,3,33,6,15
stadium,21-10-2019,163,126,3,32,6,14
stadium,22-10-2019,176,119,3,34,6,14
stadium,23-10-2019,159,159,7,43,8,15
stadium,24-10-2019,176,203,150,51,8,28
stadium,25-10-2019,207,180,31,41,7,18
stadium,26-10-2019,185,162,9,46,6,25
stadium,27-10-2019,193,156,4,34,5,19
stadium,28-10-2019,213,316,5,42,9,18
stadium,29-10-2019,301,311,8,53,6,26
stadium,30-10-2019,318,313,8,48,6,26
stadium,31-10-2019,309,372,8,57,6,28
stadium,01-11-2019,329,473,7,56,6,33
stadium,02-11-2019,408,324,6,40,6,21
stadium,03-11-2019,320,613,6,36,4,27
stadium,04-11-2019,530,253,5,33,6,17
stadium,05-11-2019,192,220,4,30,6,15
stadium,06-11-2019,269,120,3,39,5,17
stadium,07-11-2019,162,201,5,39,6,16
stadium,08-11-2019,245,153,5,41,8,21
stadium,09-11-2019,203,137,3,34,6,14
stadium,10-11-2019,189,194,2,40,8,16
stadium,11-11-2019,219,236,3,49,7,24
stadium,12-11-2019,244,356,3,52,7,27
stadium,13-11-2019,347,433,6,60,7,29
stadium,14-11-2019,402,470,13,79,8,31
stadium,15-11-2019,424,392,6,52,9,29
stadium,16-11-2019,370,186,3,28,7,13
stadium,17-11-2019,229,104,1,19,6,7
stadium,18-11-2019,155,115,2,28,5,12
stadium,19-11-2019,174,133,2,41,6,19
stadium,20-11-2019,177,163,11,56,6,22
stadium,21-11-2019,186,219,34,70,8,22
stadium,22-11-2019,217,181,9,56,7,26
stadium,23-11-2019,205,144,5,38,5,13
stadium,24-11-2019,192,122,6,33,6,10
stadium,25-11-2019,169,147,7,45,6,16
stadium,26-11-2019,186,145,11,39,8,17
stadium,27-11-2019,173,92,9,33,7,10
stadium,28-11-2019,145,50,7,24,6,6
stadium,29-11-2019,82,76,7,32,6,11
stadium,30-11-2019,127,106,6,36,4,13
stadium,01-12-2019,169,120,4,38,5,13
stadium,02-12-2019,173,139,5,45,5,17
stadium,03-12-2019,177,142,5,48,6,17
stadium,04-12-2019,177,174,7,59,7,16
stadium,05-12-2019,192,268,6,71,7,32
